ST_CASE,STATE,PEDS,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
90015,9,0,11,1,2010,3,2,15,39,0,1,1,1,2.0,,1,,1.0
90016,9,0,1,1,2010,4,16,11,24,0,1,1,0,7.0,23.0,2,,
90017,9,0,3,1,2010,5,11,14,39,0,4,1,0,11.0,,1,1.0,
90018,9,0,1,2,2010,5,0,14,24,0,1,1,0,6.0,,1,1.0,
90019,9,0,11,2,2010,5,3,14,53,0,1,1,1,,,1,,1.0
90020,9,1,11,2,2010,5,11,14,8,0,1,1,0,6.0,33.0,2,,
90021,9,0,5,2,2010,1,17,4,12,0,1,1,0,,,2,,1.0
90022,9,0,7,2,2010,5,10,3,12,0,1,1,0,2.0,93.0,2,,
90023,9,0,11,2,2010,3,2,6,42,0,4,1,1,,,1,1.0,
90024,9,0,3,2,2010,6,18,14,12,0,1,1,1,4.0,15.0,2,1.0,
90025,9,0,13,2,2010,1,23,16,30,0,1,1,1,,,1,1.0,
90026,9,1,9,2,2010,4,6,16,8,0,2,1,0,,,2,,
90027,9,0,1,1,2010,3,14,11,24,0,2,1,0,,,4,,
90028,9,0,5,3,2010,7,2,16,53,0,1,1,1,,,1,,
90029,9,0,1,3,2010,7,2,11,25,0,1,1,0,,,2,,1.0
90030,9,1,13,3,2010,1,15,4,8,0,1,1,0,,,3,,0.0
90031,9,0,1,3,2010,2,23,13,33,0,1,1,0,,,1,1.0,
90032,9,0,5,3,2010,5,11,12,24,0,1,1,0,,,1,,
90033,9,0,13,3,2010,4,16,13,12,0,1,1,0,,,3,,
90034,9,0,1,3,2010,5,22,14,12,0,1,1,1,6.0,33.0,2,,
90035,9,0,11,3,2010,7,8,11,24,0,1,1,0,3.0,,1,,
90036,9,1,9,3,2010,7,16,11,8,0,1,1,0,4.0,19.0,4,,
90037,9,0,1,3,2010,1,4,14,33,0,1,1,1,1.0,76.0,5,1.0,
90038,9,0,11,3,2010,1,23,11,1,0,1,1,1,,,4,,1.0
90039,9,0,11,3,2010,5,19,11,12,0,1,2,0,,,3,,
90040,9,1,3,3,2010,7,6,14,8,0,1,1,0,,,2,1.0,1.0
90041,9,0,1,3,2010,2,10,11,12,0,2,1,0,,,5,,
90042,9,1,1,3,2010,5,11,16,9,0,1,1,0,2.0,,2,1.0,
90043,9,0,1,3,2010,7,19,16,16,0,1,1,1,11.0,,4,,
90044,9,0,3,1,2010,1,11,12,42,0,4,1,0,7.0,12.0,1,1.0,
90045,9,0,3,1,2010,7,8,11,12,0,1,1,0,3.0,30.0,19,,
90046,9,0,3,1,2010,1,2,11,12,0,1,1,1,8.0,27.0,3,1.0,
90047,9,0,3,1,2010,7,5,11,12,0,1,1,0,,,2,,
90048,9,0,3,1,2010,5,18,11,12,0,1,1,0,6.0,,3,1.0,
90049,9,0,3,1,2010,4,16,14,12,0,1,1,0,,,4,,1.0
90050,9,0,11,1,2010,7,9,11,35,0,1,1,1,12.0,,1,,
90051,9,0,9,1,2010,5,15,13,12,0,1,1,0,5.0,18.0,3,,
90052,9,0,7,2,2010,3,14,4,12,0,1,1,0,9.0,9.0,3,,
90053,9,0,3,4,2010,6,15,13,1,0,1,1,0,17.0,28.0,2,1.0,
90054,9,0,3,4,2010,3,0,12,42,0,1,1,0,7.0,19.0,1,,1.0
90055,9,0,9,4,2010,4,0,11,24,0,1,1,1,,,1,1.0,
90056,9,0,9,4,2010,4,3,11,50,1,1,1,0,,,2,,
90057,9,0,5,4,2010,5,7,12,31,0,1,1,1,,,1,,
90058,9,0,1,4,2010,1,13,12,35,0,1,1,0,,,1,,
90059,9,0,7,4,2010,7,23,16,19,0,1,2,1,,,4,1.0,
90060,9,0,3,4,2010,6,23,16,53,0,2,1,1,,,1,,
90061,9,0,7,4,2010,6,1,11,35,0,1,1,0,3.0,22.0,2,,
90062,9,0,9,4,2010,7,12,11,12,1,1,1,0,6.0,,4,1.0,
90063,9,0,15,4,2010,7,15,13,12,0,1,1,0,8.0,18.0,2,1.0,
90064,9,0,13,4,2010,6,1,4,42,0,1,1,1,8.0,,1,,
90065,9,0,1,4,2010,6,2,14,12,0,1,1,1,7.0,28.0,2,,
90066,9,0,9,4,2010,5,9,11,42,0,1,1,0,7.0,,1,,
90067,9,0,9,4,2010,7,11,16,39,0,1,1,0,6.0,,1,,
90068,9,0,11,4,2010,2,15,14,12,0,1,1,1,2.0,8.0,2,,
90069,9,0,1,4,2010,5,16,14,12,0,1,1,0,5.0,20.0,2,,
90070,9,0,7,4,2010,6,1,6,1,0,1,1,1,3.0,,1,1.0,
90071,9,0,3,4,2010,2,4,14,24,0,1,1,1,4.0,31.0,2,1.0,
90072,9,0,13,5,2010,7,1,15,24,0,1,1,1,2.0,,2,1.0,
90073,9,0,5,5,2010,7,13,4,34,0,1,2,0,,,2,1.0,
90074,9,0,3,5,2010,7,13,11,25,0,1,1,0,,,1,1.0,
90075,9,0,11,5,2010,7,21,4,12,0,1,1,1,5.0,55.0,2,1.0,1.0
90076,9,0,9,5,2010,7,22,16,33,0,1,1,1,4.0,,2,1.0,1.0
90077,9,0,3,5,2010,1,12,13,12,0,1,1,0,6.0,13.0,3,1.0,
90078,9,0,1,5,2010,2,13,12,35,0,1,1,0,,,1,,
90079,9,1,9,5,2010,7,16,11,12,0,1,1,0,9.0,34.0,3,,
90080,9,0,3,5,2010,6,0,11,42,0,1,1,1,,,1,1.0,
90081,9,0,11,5,2010,7,20,2,1,0,1,1,1,7.0,23.0,1,,
90082,9,0,3,5,2010,2,3,14,42,0,1,3,1,11.0,29.0,4,1.0,1.0
90083,9,0,1,5,2010,7,22,11,12,0,1,1,0,,,4,1.0,1.0
90084,9,0,13,5,2010,6,0,2,31,0,1,1,1,5.0,28.0,2,1.0,
90085,9,0,3,5,2010,4,23,14,12,0,1,1,2,,,3,,
90086,9,0,9,5,2010,1,1,13,33,0,1,1,1,6.0,,2,1.0,1.0
90087,9,0,7,5,2010,1,14,11,30,0,1,1,1,,,1,1.0,
90088,9,0,1,5,2010,2,21,14,33,0,1,1,1,6.0,35.0,1,1.0,1.0
90089,9,0,9,5,2010,4,11,13,12,0,1,1,0,6.0,20.0,3,,
90090,9,0,9,5,2010,1,3,16,12,0,1,1,1,2.0,,2,,1.0
90091,9,1,3,5,2010,4,23,14,9,0,1,1,0,,,5,,1.0
90092,9,0,11,5,2010,2,12,16,33,0,1,1,0,3.0,12.0,1,1.0,
90093,9,0,9,5,2010,3,15,14,12,0,1,1,0,4.0,22.0,2,1.0,1.0
90094,9,1,3,5,2010,5,11,16,8,0,1,1,0,4.0,24.0,2,,
90095,9,1,5,6,2010,5,22,13,9,0,1,1,0,6.0,,2,,
90096,9,0,13,6,2010,6,18,5,59,0,1,1,1,10.0,,1,1.0,
90097,9,0,15,6,2010,7,15,2,12,0,1,1,0,,62.0,3,1.0,
90098,9,0,1,6,2010,1,21,11,25,0,1,1,1,9.0,,1,,
90099,9,0,9,6,2010,2,17,13,12,0,1,1,0,4.0,,2,,
90100,9,1,9,6,2010,3,2,11,14,0,1,1,0,9.0,37.0,3,,
90101,9,0,5,6,2010,3,13,13,12,0,1,1,0,1.0,,2,,
90102,9,0,7,6,2010,4,17,4,24,0,2,1,1,11.0,29.0,2,1.0,
90103,9,0,9,6,2010,6,23,11,12,0,1,1,1,,,2,,
90104,9,0,3,6,2010,1,19,11,24,0,1,1,1,5.0,,1,1.0,1.0
90105,9,0,11,6,2010,5,16,11,12,0,1,1,0,7.0,28.0,2,1.0,
90106,9,0,1,6,2010,1,1,15,35,0,1,1,1,,,2,1.0,
90107,9,0,9,6,2010,2,15,13,12,0,1,1,0,11.0,37.0,4,,
90108,9,0,9,6,2010,3,12,16,30,0,1,1,1,5.0,17.0,1,1.0,
90109,9,0,11,6,2010,4,1,13,12,0,2,1,1,10.0,39.0,3,,
90110,9,0,15,6,2010,6,1,4,33,0,1,1,1,5.0,,1,1.0,
90111,9,0,15,6,2010,6,12,4,12,0,1,1,0,,,2,,
90112,9,0,15,6,2010,7,18,4,30,0,1,1,0,,,2,1.0,
90113,9,1,3,6,2010,7,3,11,14,0,1,1,1,2.0,,2,,
90114,9,0,3,6,2010,1,0,11,12,0,1,2,2,7.0,,6,,
90115,9,0,15,6,2010,1,14,15,30,0,1,1,1,10.0,,1,,
90116,9,0,3,6,2010,6,22,11,12,0,1,1,0,6.0,,2,,
90117,9,0,7,6,2010,7,2,14,53,0,1,1,1,11.0,30.0,1,,1.0
90118,9,1,9,6,2010,5,23,14,19,0,1,1,0,,,1,,0.0
90119,9,0,11,6,2010,2,21,2,24,0,1,1,1,8.0,,1,,
90120,9,0,5,6,2010,2,18,6,30,0,1,1,0,,,1,,
90121,9,0,9,6,2010,2,22,16,5,0,1,1,0,6.0,13.0,3,,
90122,9,0,1,6,2010,5,0,15,33,0,1,1,0,4.0,,1,1.0,
90123,9,0,3,6,2010,4,12,16,12,0,1,1,0,5.0,,2,1.0,
90124,9,0,9,6,2010,6,23,14,12,0,1,1,0,,,4,1.0,1.0
90125,9,0,9,6,2010,5,15,12,12,0,1,1,0,12.0,44.0,2,,
90126,9,0,15,7,2010,6,22,4,30,0,1,1,1,1.0,,1,1.0,
90127,9,1,13,7,2010,7,15,16,8,0,1,2,1,,,2,,
90128,9,0,5,7,2010,1,9,3,1,0,1,1,0,2.0,60.0,1,1.0,
90129,9,0,9,7,2010,1,17,12,42,0,1,1,0,5.0,,1,,
90130,9,0,1,7,2010,2,12,11,1,0,1,1,0,6.0,19.0,5,1.0,
90131,9,1,1,7,2010,7,22,14,14,0,1,1,1,3.0,27.0,2,,
90132,9,0,9,7,2010,4,15,15,12,0,1,1,0,2.0,16.0,2,,
90133,9,0,15,7,2010,6,5,15,30,0,1,1,1,3.0,,1,,
90134,9,0,3,7,2010,6,23,11,12,0,1,1,1,,,3,,
90135,9,0,1,7,2010,1,17,12,24,0,1,1,1,4.0,,1,1.0,
90136,9,0,15,7,2010,2,19,11,31,0,1,1,0,0.0,42.0,4,1.0,
90137,9,0,9,7,2010,5,15,13,12,0,1,1,0,3.0,32.0,2,,
90138,9,1,3,7,2010,2,4,12,8,0,1,1,0,2.0,,2,,1.0
90139,9,0,9,7,2010,2,5,14,12,0,1,1,0,1.0,74.0,3,,
90140,9,1,1,7,2010,3,13,15,9,0,99,1,0,,,2,,
90141,9,0,13,7,2010,2,17,1,31,0,1,1,0,,,1,,
90142,9,0,9,7,2010,2,2,11,42,0,1,2,0,7.0,,2,,
90143,9,0,9,7,2010,3,2,16,42,0,1,1,1,,,1,1.0,
90144,9,0,9,7,2010,4,10,14,12,0,1,1,0,3.0,29.0,2,,
90145,9,0,3,7,2010,4,22,13,12,0,1,1,0,5.0,,2,,
90146,9,0,1,7,2010,1,1,14,33,0,1,1,0,4.0,25.0,1,1.0,
90147,9,0,3,9,2010,5,16,11,14,0,1,1,0,5.0,13.0,3,1.0,1.0
90148,9,1,1,9,2010,6,8,13,8,0,1,1,0,4.0,,2,,
90149,9,0,15,9,2010,7,17,1,12,0,1,1,0,9.0,,2,1.0,
90150,9,0,9,9,2010,1,19,14,12,0,1,1,0,3.0,,2,,
90151,9,1,5,9,2010,2,17,15,8,0,1,1,0,,,2,,
90152,9,0,3,9,2010,4,16,12,31,0,1,1,0,8.0,13.0,1,,
90153,9,0,15,9,2010,7,2,3,35,0,1,1,0,8.0,31.0,3,1.0,
90154,9,0,7,9,2010,3,13,14,50,0,1,1,0,,20.0,1,,
90155,9,1,9,9,2010,5,23,11,8,0,2,1,0,6.0,,4,,1.0
90156,9,0,11,8,2010,4,9,4,42,0,1,1,0,10.0,35.0,1,,
90157,9,0,5,8,2010,7,14,2,12,0,1,1,0,,,3,,
90158,9,0,1,9,2010,6,0,12,33,0,2,1,1,,,1,,
90159,9,0,3,9,2010,7,2,12,33,0,1,1,1,9.0,,1,,
90160,9,0,9,9,2010,7,23,12,24,0,1,1,0,,,1,,
90161,9,0,9,9,2010,1,21,15,33,0,1,1,0,2.0,41.0,1,,
90162,9,0,9,8,2010,1,2,13,30,0,1,1,1,6.0,,1,1.0,
90163,9,0,15,8,2010,7,7,4,24,0,1,1,1,9.0,,1,1.0,
90164,9,0,1,9,2010,2,4,16,59,0,1,1,0,,,1,1.0,
90165,9,0,3,9,2010,3,22,14,33,0,1,1,1,1.0,,1,1.0,
90166,9,0,3,8,2010,4,0,11,12,0,1,1,1,6.0,14.0,2,1.0,
90167,9,0,9,8,2010,4,6,12,42,0,1,1,0,12.0,38.0,1,1.0,
90168,9,0,7,9,2010,1,17,6,34,0,1,1,0,,,1,,
90169,9,1,1,8,2010,4,16,14,8,0,1,1,0,10.0,31.0,2,,
90170,9,1,11,9,2010,5,4,11,8,0,2,1,0,5.0,23.0,2,,
90171,9,1,13,9,2010,5,18,13,9,0,1,1,0,6.0,,3,,
90172,9,0,9,9,2010,7,12,13,12,0,1,2,0,5.0,39.0,3,,
90173,9,0,3,9,2010,5,12,11,12,0,1,1,0,7.0,18.0,2,,
90174,9,1,3,9,2010,5,18,16,8,0,1,1,0,10.0,27.0,3,,
90175,9,0,5,9,2010,1,1,2,24,0,1,1,0,8.0,,1,,
90176,9,1,9,9,2010,6,21,14,8,0,1,1,0,6.0,,2,,
90177,9,0,1,10,2010,1,4,12,30,0,1,1,1,13.0,30.0,1,1.0,
90178,9,0,1,10,2010,3,11,11,12,0,2,1,0,8.0,,4,1.0,
90179,9,0,13,10,2010,7,9,15,12,0,1,1,0,10.0,,3,,
90180,9,0,3,10,2010,3,9,13,12,0,1,1,1,6.0,16.0,2,,
90181,9,0,5,8,2010,5,20,6,12,0,1,2,1,5.0,68.0,3,,
90182,9,0,5,10,2010,4,8,4,12,0,1,1,0,7.0,,3,,
90183,9,1,9,8,2010,7,22,11,8,0,1,1,0,,,3,1.0,
90184,9,0,13,10,2010,5,20,14,12,0,2,1,0,9.0,,2,,
90185,9,0,7,8,2010,7,22,16,57,0,1,1,1,0.0,,1,,
90186,9,2,1,10,2010,7,2,11,8,0,1,2,1,6.0,,9,,
90187,9,0,11,8,2010,2,15,4,12,0,1,1,0,8.0,26.0,4,,
90188,9,0,15,10,2010,1,2,6,30,0,1,1,0,11.0,17.0,3,,1.0
90189,9,0,3,8,2010,4,2,11,12,0,2,1,1,28.0,20.0,4,,
90190,9,0,13,10,2010,1,20,1,1,0,1,3,1,7.0,,4,1.0,
90191,9,1,9,8,2010,1,1,15,8,0,1,1,0,9.0,,2,,1.0
90192,9,0,11,10,2010,5,19,4,35,0,2,1,1,6.0,,2,1.0,
90193,9,0,5,10,2010,4,14,2,12,0,1,1,0,5.0,12.0,3,1.0,1.0
90194,9,0,1,8,2010,6,1,14,42,0,1,1,0,,,2,1.0,
90195,9,0,9,10,2010,6,19,11,25,0,1,1,0,5.0,,1,,
90196,9,0,9,10,2010,7,3,13,42,0,1,1,1,7.0,,1,,
90197,9,0,9,10,2010,7,14,13,33,0,1,1,0,2.0,,1,1.0,1.0
90198,9,0,13,10,2010,7,22,16,42,0,1,1,1,7.0,,1,1.0,
90199,9,0,13,10,2010,6,18,2,12,0,1,1,0,4.0,,4,,
90200,9,0,1,10,2010,7,7,12,24,0,1,1,0,5.0,,3,,
90201,9,0,1,10,2010,6,2,11,42,0,1,1,0,6.0,,3,1.0,
90202,9,1,11,10,2010,6,19,4,8,0,1,1,0,2.0,,4,,
90203,9,0,9,8,2010,6,7,16,12,0,1,1,0,,,2,,
90204,9,1,9,8,2010,7,2,11,8,0,1,1,0,9.0,,3,,
90205,9,0,3,10,2010,1,19,14,12,0,1,1,0,10.0,,7,,
90206,9,1,3,8,2010,7,9,11,8,0,1,1,0,5.0,40.0,3,,
90207,9,0,3,10,2010,2,11,16,14,0,1,1,0,,,1,,
90208,9,0,7,8,2010,1,0,13,42,0,1,1,1,8.0,23.0,1,1.0,
90209,9,0,9,8,2010,3,17,14,12,0,1,1,0,4.0,41.0,2,,
90210,9,0,9,11,2010,3,0,15,30,0,1,2,1,8.0,,4,1.0,
90211,9,0,15,8,2010,2,23,6,30,0,1,1,0,,,1,,
90212,9,0,13,8,2010,7,23,3,1,0,1,1,0,,,3,,
90213,9,0,15,11,2010,5,10,4,30,0,2,1,0,6.0,,2,,
90214,9,1,3,11,2010,6,18,15,15,0,1,1,0,2.0,22.0,2,,
90215,9,0,13,11,2010,7,13,2,12,0,1,1,0,8.0,34.0,3,,
90216,9,0,5,11,2010,5,19,12,12,0,2,1,0,9.0,28.0,4,,
90217,9,1,3,11,2010,3,16,16,8,0,2,1,0,8.0,9.0,2,,
90218,9,0,3,11,2010,4,3,16,42,0,2,1,1,8.0,,2,,
90219,9,0,9,11,2010,7,20,12,12,0,1,1,0,3.0,19.0,3,,
90220,9,0,11,11,2010,3,3,11,12,0,1,1,0,,,2,1.0,
90221,9,0,5,11,2010,5,15,15,53,0,1,1,0,,,1,1.0,
90222,9,0,15,11,2010,1,17,2,12,0,1,1,0,4.0,32.0,3,,
90223,9,1,7,11,2010,3,17,13,8,0,1,1,0,2.0,24.0,2,,
90224,9,0,13,12,2010,7,0,14,42,0,1,1,1,8.0,,2,1.0,
90225,9,0,1,12,2010,7,15,11,24,0,1,1,0,6.0,,2,,
90226,9,0,11,12,2010,1,17,4,12,0,1,1,0,6.0,42.0,2,,
90227,9,0,11,12,2010,2,19,11,12,0,1,1,0,7.0,,4,,
90228,9,0,1,12,2010,6,12,13,6,0,1,1,0,,,2,,
90229,9,0,1,12,2010,7,5,12,17,0,1,1,0,14.0,,1,,
90230,9,0,3,12,2010,5,17,11,59,0,1,1,1,4.0,36.0,2,1.0,
90231,9,0,7,12,2010,6,0,12,42,0,1,1,1,8.0,47.0,2,1.0,
90232,9,0,3,12,2010,3,1,15,42,0,1,1,0,6.0,32.0,2,,
90233,9,0,3,12,2010,6,23,15,43,0,1,1,1,,,1,,
90234,9,0,5,12,2010,3,13,14,17,0,1,2,0,2.0,21.0,2,1.0,
90235,9,0,1,12,2010,5,19,4,12,0,1,1,0,,,2,,
90236,9,1,1,12,2010,3,19,13,8,0,1,1,0,9.0,32.0,2,,
90237,9,0,5,12,2010,4,12,12,21,0,1,1,0,2.0,,1,,
90238,9,0,7,12,2010,5,20,12,24,0,1,1,1,25.0,21.0,2,1.0,
90239,9,1,11,12,2010,7,4,2,8,0,1,1,0,,,2,,
90240,9,1,3,12,2010,6,19,13,9,0,1,1,0,4.0,21.0,2,,
90241,9,0,1,12,2010,6,1,12,59,0,1,1,0,18.0,34.0,3,,
90242,9,0,1,1,2010,5,1,13,24,0,1,1,1,8.0,,2,1.0,
90243,9,1,1,1,2010,5,14,14,8,0,1,1,0,5.0,21.0,2,1.0,
90244,9,1,3,2,2010,5,20,13,8,0,1,1,0,3.0,,2,,
90245,9,0,9,2,2010,1,15,14,30,0,1,2,0,4.0,27.0,2,1.0,
90246,9,0,1,3,2010,3,2,11,12,0,1,1,0,3.0,31.0,2,,
90247,9,0,1,4,2010,2,11,4,42,0,1,1,0,3.0,28.0,2,,
90248,9,0,1,4,2010,3,14,14,53,0,1,1,0,,,1,,
90249,9,0,1,4,2010,3,21,11,12,0,1,1,1,9.0,24.0,4,,
90250,9,0,9,4,2010,2,14,14,12,0,1,1,0,5.0,30.0,3,,
90251,9,1,9,4,2010,5,17,16,8,0,1,1,0,,,2,,
90252,9,0,9,4,2010,1,13,14,12,0,1,1,0,,,3,,
90253,9,0,9,5,2010,7,12,13,12,0,1,1,0,,,4,1.0,
90254,9,0,9,7,2010,7,19,13,33,0,1,1,1,,,1,1.0,
90255,9,1,3,8,2010,6,19,14,8,0,1,1,0,,,2,,
90256,9,1,3,8,2010,6,10,14,15,0,1,1,0,4.0,,2,,
90257,9,0,9,9,2010,1,2,15,42,0,1,1,0,,,1,1.0,
90258,9,0,11,8,2010,7,22,6,1,0,1,1,1,9.0,,2,,
90259,9,0,9,10,2010,4,11,14,12,0,2,1,0,,,4,,
90260,9,0,9,10,2010,7,19,11,42,0,1,1,0,,,1,,
90261,9,0,9,10,2010,1,5,15,42,0,1,1,1,,,1,1.0,
90262,9,1,11,11,2010,6,13,14,8,0,1,1,0,3.0,21.0,2,1.0,
90263,9,0,11,11,2010,2,1,11,24,0,1,1,0,19.0,,2,,
90264,9,0,11,12,2010,3,16,4,42,0,1,4,0,3.0,52.0,5,1.0,
90265,9,0,15,12,2010,6,17,2,42,0,1,1,0,8.0,,1,,
90267,9,0,3,12,2010,2,2,6,33,0,1,1,1,12.0,,1,1.0,1.0
90268,9,0,5,7,2010,5,14,13,12,0,1,1,0,,,3,,
90269,9,1,9,10,2010,1,17,13,8,0,2,1,1,3.0,23.0,2,,1.0
90270,9,0,9,12,2010,1,2,16,17,0,2,1,1,4.0,61.0,2,1.0,1.0
90271,9,0,9,5,2010,2,16,16,42,0,1,1,0,,,1,,
90272,9,0,1,5,2010,7,20,16,30,0,1,1,0,,,1,1.0,1.0
90273,9,0,3,8,2010,7,3,13,53,0,1,1,1,,,1,,
90274,9,1,5,1,2010,4,19,13,8,0,1,1,0,1.0,,2,,
90275,9,1,3,1,2010,7,6,13,8,0,4,1,0,5.0,,2,,
90277,9,0,9,7,2010,7,1,13,1,0,1,1,1,,,1,1.0,
90278,9,0,9,9,2010,7,0,13,12,0,1,1,1,5.0,33.0,3,,
90279,9,0,9,5,2010,4,11,16,30,0,1,1,1,1.0,28.0,1,,1.0
90280,9,0,11,3,2010,1,0,14,33,0,1,1,1,5.0,,1,1.0,1.0
90281,9,0,9,6,2010,6,23,14,12,0,1,1,2,,,2,,
90282,9,1,1,6,2010,3,22,13,8,0,1,1,0,,,2,,
90283,9,0,3,7,2010,5,17,14,12,0,1,1,0,9.0,27.0,6,,
90284,9,1,1,7,2010,5,18,16,8,0,1,1,0,5.0,10.0,2,,
90285,9,0,3,7,2010,5,20,15,30,0,1,1,1,5.0,,1,,
90286,9,0,3,11,2010,5,19,14,12,0,1,1,0,,,2,1.0,1.0
90287,9,1,3,11,2010,6,21,14,8,0,1,1,0,2.0,,2,,
90288,9,0,3,11,2010,6,6,13,12,0,2,1,0,3.0,28.0,2,,
90289,9,1,1,12,2010,7,17,13,8,0,1,1,0,2.0,15.0,2,,
90290,9,0,1,10,2010,1,21,16,14,0,2,1,0,5.0,55.0,2,,1.0
90291,9,0,9,10,2010,6,1,16,42,0,2,2,1,3.0,,2,1.0,1.0
90292,9,1,3,10,2010,7,0,15,9,0,1,1,1,,,2,1.0,
90293,9,0,7,10,2010,4,23,13,5,0,2,1,1,,,2,,
90294,9,1,9,8,2010,7,18,13,8,0,1,1,0,,,4,,
90295,9,0,3,8,2010,3,18,14,12,0,1,1,1,0.0,,6,1.0,
90296,9,0,7,8,2010,3,14,16,42,0,1,1,0,10.0,,1,1.0,
90297,9,0,9,8,2010,1,19,14,42,0,1,1,0,2.0,28.0,3,,
90298,9,0,1,8,2010,2,7,16,33,0,1,1,0,5.0,,1,,
90299,9,0,1,4,2010,1,1,16,5,0,1,1,0,,,2,,
90300,9,0,7,5,2010,5,16,4,53,0,1,1,0,6.0,,1,1.0,
90301,9,0,3,12,2010,5,17,11,12,0,1,1,1,7.0,48.0,2,1.0,
90302,9,0,3,12,2010,5,14,16,12,0,1,1,0,,,2,,
100001,10,1,3,1,2010,7,2,11,8,0,1,1,0,5.0,,2,,
100002,10,0,5,1,2010,2,8,6,12,0,1,1,0,14.0,15.0,2,,
100003,10,1,3,1,2010,3,6,13,8,0,1,1,0,5.0,14.0,2,,
100004,10,0,5,1,2010,1,12,4,12,0,1,1,0,21.0,26.0,5,,
100005,10,1,3,1,2010,7,14,16,9,0,1,1,0,,,4,,1.0
100006,10,0,3,1,2010,2,16,13,12,0,1,1,2,3.0,30.0,3,1.0,1.0
100007,10,0,1,1,2010,3,7,4,12,0,1,2,1,22.0,79.0,4,1.0,
100008,10,0,1,1,2010,5,18,6,53,0,1,1,1,7.0,,1,1.0,
100009,10,0,3,2,2010,3,15,2,12,0,1,1,0,3.0,40.0,2,,
100010,10,1,3,2,2010,4,23,13,8,0,1,1,0,,,2,,
100011,10,0,3,2,2010,7,1,13,12,0,1,2,1,6.0,20.0,4,,
100012,10,0,3,2,2010,5,16,3,18,0,1,2,0,10.0,41.0,3,1.0,1.0
100013,10,1,3,2,2010,7,18,13,8,0,1,1,0,4.0,11.0,2,,1.0
100014,10,1,3,3,2010,7,23,13,8,0,1,1,0,,,4,,
100015,10,0,1,3,2010,5,21,6,32,0,1,1,1,8.0,,1,1.0,
100016,10,0,1,3,2010,5,23,6,42,0,1,1,0,,,1,1.0,1.0
100017,10,1,3,3,2010,5,5,6,8,0,1,1,0,9.0,,2,,
100018,10,0,5,3,2010,6,14,4,12,0,2,1,0,11.0,34.0,2,,
100019,10,0,5,4,2010,6,15,4,12,0,1,1,0,8.0,,3,,
100021,10,1,5,4,2010,3,20,4,8,0,1,1,0,4.0,,2,,
100022,10,1,3,4,2010,3,21,16,8,0,1,1,0,4.0,,2,,1.0
100023,10,0,3,4,2010,5,1,3,30,0,2,1,1,8.0,41.0,2,1.0,
100024,10,0,5,4,2010,1,18,6,42,0,1,1,1,4.0,,1,1.0,
100025,10,1,3,4,2010,4,16,16,12,0,2,1,0,,,3,1.0,1.0
100026,10,0,5,4,2010,3,9,4,12,0,10,1,0,6.0,,2,,
100027,10,0,5,4,2010,6,7,6,42,0,1,1,0,6.0,57.0,1,1.0,
100028,10,0,3,4,2010,6,0,3,31,0,1,1,1,3.0,28.0,1,1.0,
100029,10,0,3,5,2010,1,1,13,12,0,10,1,2,,,3,2.0,
100030,10,1,5,5,2010,4,23,2,8,0,1,1,0,,,2,,
100031,10,0,3,5,2010,7,16,4,12,0,1,1,0,8.0,14.0,3,,
100032,10,0,5,5,2010,3,7,2,12,0,1,1,1,7.0,,2,,
100033,10,0,3,5,2010,6,14,14,12,0,1,1,1,6.0,31.0,11,1.0,1.0
100034,10,0,3,5,2010,1,6,14,1,0,2,1,1,4.0,27.0,2,1.0,1.0
100035,10,1,1,5,2010,6,14,2,8,0,10,1,0,1.0,11.0,2,,
100036,10,0,3,6,2010,3,14,13,12,0,1,1,0,4.0,,2,1.0,1.0
100037,10,0,3,6,2010,1,4,5,30,0,1,1,1,10.0,,2,1.0,
100038,10,0,5,6,2010,2,14,2,1,0,1,1,0,6.0,26.0,1,,
100039,10,0,3,6,2010,3,14,16,12,0,1,1,0,5.0,,3,,
100040,10,2,3,6,2010,3,19,15,8,0,1,1,0,6.0,20.0,3,,
100041,10,0,3,6,2010,5,19,14,33,0,1,1,0,6.0,17.0,1,1.0,1.0
100042,10,0,5,6,2010,2,17,4,26,0,10,1,1,5.0,,1,1.0,
100043,10,0,3,6,2010,4,12,14,12,0,1,1,0,,,4,1.0,
100044,10,0,5,6,2010,6,13,6,12,0,1,1,0,4.0,,2,,
100045,10,0,1,7,2010,7,4,4,34,0,1,1,1,27.0,44.0,1,,
100046,10,0,5,7,2010,1,18,2,42,0,1,1,1,13.0,21.0,1,1.0,
100047,10,0,3,7,2010,6,23,13,12,0,10,1,1,4.0,17.0,2,1.0,
100048,10,0,5,7,2010,1,7,2,12,0,1,1,1,12.0,49.0,3,1.0,
100049,10,1,3,7,2010,6,8,13,8,0,1,1,0,3.0,,2,,
100050,10,1,1,7,2010,6,16,14,8,0,1,1,0,,,2,,
100051,10,0,5,7,2010,4,12,4,12,0,1,1,0,4.0,36.0,3,,
100052,10,0,5,7,2010,7,1,4,30,0,1,1,0,8.0,,1,1.0,
100053,10,1,3,7,2010,3,20,15,8,0,1,1,0,5.0,,2,,
100054,10,0,3,7,2010,4,21,13,1,0,1,1,1,4.0,22.0,6,1.0,
