ST_CASE,STATE,PEDS,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
10001,1,0,81,1,2010,6,4,11,42,0,1,1,1,,,2,,
10002,1,0,35,1,2010,2,6,16,30,0,1,1,0,,,1,,
10003,1,0,97,1,2010,5,15,12,12,0,1,1,0,,,3,1.0,
10004,1,0,115,1,2010,5,1,14,12,0,2,1,0,,,2,,
10005,1,0,117,1,2010,2,6,11,12,1,1,1,0,,,2,,
10006,1,0,21,1,2010,6,5,1,32,0,2,1,0,,,1,,
10007,1,0,97,1,2010,6,2,4,53,0,2,2,0,,,2,,
10008,1,0,9,1,2010,7,15,3,31,0,1,1,0,,,4,,
10009,1,0,51,1,2010,7,9,4,1,0,1,1,0,,,2,1.0,
10010,1,0,113,1,2010,1,13,4,12,0,1,1,1,,,4,,1.0
10011,1,0,95,1,2010,2,5,4,17,0,1,1,0,,,1,1.0,
10012,1,0,91,1,2010,2,16,5,42,0,1,1,1,,,3,1.0,
10013,1,0,125,1,2010,3,23,5,42,0,1,1,1,,,3,,
10014,1,0,9,1,2010,4,17,3,12,0,1,1,0,,,2,,1.0
10015,1,0,47,1,2010,4,15,4,34,0,1,1,0,,,1,,
10016,1,0,127,1,2010,5,9,4,12,0,1,1,0,,,2,,
10017,1,0,19,1,2010,5,15,3,1,0,4,1,0,,,4,1.0,1.0
10018,1,0,99,1,2010,5,13,2,12,0,2,2,0,,,3,,
10019,1,0,101,1,2010,1,4,3,53,0,1,1,1,,,2,,
10020,1,0,43,1,2010,5,16,2,12,0,4,1,0,,,3,1.0,
10021,1,0,95,1,2010,5,16,3,12,0,1,1,0,,,3,1.0,
10022,1,1,55,1,2010,2,6,2,8,0,1,1,0,,,2,,
10023,1,0,103,1,2010,2,13,2,12,0,1,1,0,,,2,,
10024,1,1,49,1,2010,3,15,4,8,0,1,1,0,,,3,,1.0
10025,1,0,97,1,2010,4,3,6,42,0,1,1,0,,,1,,
10026,1,0,101,1,2010,5,0,2,34,0,1,1,0,,,1,,
10027,1,0,109,1,2010,7,5,3,42,0,2,1,0,,,1,1.0,1.0
10028,1,0,43,1,2010,6,14,6,12,0,1,1,0,,,5,1.0,
10029,1,0,43,1,2010,1,21,6,42,0,5,2,0,,,2,1.0,
10030,1,0,85,1,2010,2,17,5,1,0,1,1,1,,,8,1.0,1.0
10031,1,0,127,1,2010,5,22,6,1,0,1,1,1,,,1,,
10032,1,0,115,1,2010,6,5,4,42,0,1,1,0,,,1,,
10033,1,0,53,1,2010,7,15,3,34,0,1,1,0,,,2,1.0,
10034,1,0,29,1,2010,5,12,1,12,0,1,1,0,,,2,,
10035,1,0,73,1,2010,7,15,11,39,0,2,1,0,,,1,1.0,1.0
10036,1,1,131,1,2010,3,5,3,12,0,1,1,0,,,4,,
10037,1,0,95,1,2010,1,21,5,32,0,1,1,1,,,2,1.0,
10038,1,0,35,1,2010,5,12,2,12,0,1,1,0,,,3,,
10039,1,0,81,1,2010,6,21,4,53,0,1,1,1,,,1,,
10040,1,0,113,1,2010,7,13,2,12,0,2,1,0,,,2,,
10041,1,0,97,1,2010,1,1,14,42,0,1,1,1,,,4,,1.0
10042,1,0,127,1,2010,2,14,3,12,0,1,3,0,,,3,,1.0
10043,1,0,105,1,2010,4,18,2,12,0,2,1,1,,,3,,
10044,1,0,97,1,2010,7,17,14,32,0,1,1,1,,,3,1.0,1.0
10045,1,0,51,1,2010,1,5,2,30,0,1,1,1,,,1,1.0,1.0
10046,1,0,123,1,2010,1,17,4,42,0,2,1,1,,,1,1.0,
10047,1,0,89,1,2010,2,7,4,12,0,1,1,0,,,3,2.0,
10048,1,0,27,1,2010,5,10,4,42,0,1,1,0,,,1,,
10049,1,0,83,1,2010,5,7,2,12,0,1,1,0,,,2,,1.0
10050,1,0,77,1,2010,6,11,12,12,0,3,3,0,,,5,,
10051,1,0,71,1,2010,6,11,14,12,0,3,1,0,,,4,1.0,1.0
10052,1,0,15,1,2010,7,2,4,35,0,2,1,1,,,1,1.0,
10053,1,0,77,2,2010,2,14,2,12,0,1,1,0,,,2,,
10054,1,0,77,2,2010,3,23,3,12,0,1,1,0,,,2,,
10055,1,0,3,2,2010,5,9,2,12,0,1,1,0,,,2,,
10056,1,0,117,2,2010,5,20,14,12,0,2,1,0,,,4,,
10057,1,0,55,2,2010,7,16,4,12,0,1,1,1,,,3,1.0,
10058,1,0,121,2,2010,7,20,6,35,0,1,1,0,,,2,1.0,
10059,1,0,55,2,2010,1,11,9,42,0,1,1,0,,,1,,
10060,1,0,103,2,2010,2,17,12,12,0,2,1,0,,,2,,
10061,1,0,9,2,2010,2,23,2,34,0,2,1,1,,,1,1.0,1.0
10062,1,0,83,2,2010,4,20,2,12,0,1,1,0,,,2,,
10063,1,0,55,2,2010,6,13,2,12,0,4,1,0,,,3,1.0,
10064,1,0,11,2,2010,6,11,3,52,0,4,2,0,,,3,1.0,
10065,1,0,71,2,2010,6,12,4,12,0,4,1,0,,,2,,
10066,1,0,97,1,2010,5,12,2,12,0,1,1,0,,,2,1.0,1.0
10067,1,0,83,2,2010,2,6,12,12,0,1,1,0,,,2,,
10068,1,0,35,2,2010,3,5,2,12,0,1,1,0,,,2,1.0,
10069,1,0,5,2,2010,6,0,14,34,0,2,1,0,,,1,,
10070,1,0,73,1,2010,3,7,11,1,0,1,1,0,,,4,,
10071,1,0,85,1,2010,7,0,4,42,0,2,1,0,,,1,,
10072,1,0,21,1,2010,5,17,14,12,0,1,1,0,,,4,,
10073,1,0,39,2,2010,3,10,12,12,0,2,1,0,,,2,,
10074,1,0,125,2,2010,4,4,3,12,0,1,1,1,,,2,,
10075,1,0,97,2,2010,6,23,15,12,0,1,1,1,,,3,,
10076,1,0,97,2,2010,7,17,13,12,0,1,1,1,,,4,,1.0
10077,1,0,63,2,2010,6,22,1,1,0,1,1,0,,,3,1.0,
10078,1,0,115,2,2010,3,23,4,53,0,1,1,1,,,1,,
10079,1,0,117,2,2010,5,13,16,42,0,1,1,0,,,3,,
10080,1,0,33,2,2010,6,15,2,12,0,1,1,0,,,4,,
10081,1,0,73,2,2010,7,16,11,34,0,1,1,1,,,3,,1.0
10082,1,0,73,2,2010,6,10,11,42,0,2,1,0,,,2,1.0,
10083,1,1,127,2,2010,6,22,2,8,0,1,1,0,,,3,,
10084,1,0,55,2,2010,3,11,5,1,0,1,1,0,,,1,1.0,
10085,1,0,65,2,2010,6,18,3,1,0,1,3,1,,,3,1.0,1.0
10086,1,0,93,2,2010,7,1,5,1,0,1,1,0,,,2,1.0,
10087,1,0,71,1,2010,1,20,2,12,0,1,1,0,,,2,,1.0
10088,1,0,49,2,2010,7,20,6,1,0,1,1,1,,,2,1.0,
10089,1,0,73,2,2010,6,5,4,12,0,1,1,0,,,2,,
10090,1,0,121,2,2010,6,20,3,30,0,4,1,1,,,2,1.0,
10091,1,0,89,2,2010,7,19,16,12,0,1,1,1,,,2,1.0,
10092,1,0,83,2,2010,2,7,2,12,0,4,1,0,,,3,1.0,
10093,1,0,115,2,2010,6,6,5,12,0,1,1,0,,,2,,
10094,1,0,85,2,2010,7,0,1,12,0,1,1,0,,,2,,
10095,1,1,25,2,2010,1,3,2,8,0,1,1,1,,,3,,
10096,1,0,113,2,2010,1,8,6,32,0,1,1,1,,,2,1.0,1.0
10097,1,1,3,3,2010,3,17,11,8,0,1,1,1,,,2,,
10098,1,0,115,3,2010,3,2,14,34,0,1,1,0,,,1,,1.0
10099,1,0,125,3,2010,2,0,5,24,0,1,1,0,,,1,1.0,
10100,1,0,73,3,2010,5,5,15,12,0,1,1,1,,,3,,
10101,1,0,103,3,2010,6,3,2,42,0,1,1,1,,,1,1.0,1.0
10102,1,0,9,3,2010,6,17,3,12,0,1,1,0,,,7,,
10103,1,0,3,3,2010,1,9,5,34,0,1,1,0,,,1,,
10104,1,0,81,3,2010,2,12,2,12,0,1,1,0,,,2,,
10105,1,0,111,3,2010,2,10,3,12,0,1,1,0,,,3,1.0,
10106,1,0,103,4,2010,1,17,16,12,0,1,1,0,,,3,,
10107,1,1,19,4,2010,3,20,14,8,0,1,1,0,,,3,,
10108,1,0,103,4,2010,5,14,3,12,0,1,1,0,,,3,,
10109,1,0,15,4,2010,3,1,1,1,0,1,1,0,,,1,1.0,
10110,1,0,73,1,2010,6,8,4,42,0,1,1,0,,,1,,
10111,1,0,73,1,2010,1,0,16,35,0,2,1,0,,,1,1.0,1.0
10112,1,0,115,1,2010,1,0,14,42,0,99,1,1,,,1,,
10113,1,0,93,2,2010,6,19,2,12,0,1,1,0,,,2,,
10114,1,0,97,3,2010,2,20,11,39,0,2,1,1,,,1,1.0,
10115,1,0,31,3,2010,4,15,3,12,0,1,1,1,,,2,,
10117,1,0,97,3,2010,2,0,15,33,0,1,1,1,,,1,,
10118,1,0,13,3,2010,6,14,14,12,0,1,1,0,,,2,,
10119,1,0,95,3,2010,7,2,16,42,0,1,1,0,,,1,1.0,
10120,1,1,73,3,2010,1,18,15,9,0,1,1,0,,,3,,
10121,1,0,73,3,2010,2,19,15,12,0,1,1,0,,,7,1.0,1.0
10122,1,0,97,3,2010,5,6,15,12,0,1,1,1,,,3,,
10123,1,1,55,3,2010,5,10,12,8,0,1,1,0,,,2,,
10124,1,0,73,3,2010,6,17,16,5,0,1,1,0,,,2,,
10125,1,0,97,3,2010,7,20,14,30,0,1,2,1,,,3,1.0,1.0
10126,1,0,97,3,2010,5,6,12,12,0,1,1,0,,,5,,
10127,1,1,95,3,2010,7,18,12,8,0,1,1,0,,,2,,
10128,1,0,97,3,2010,1,18,15,10,0,1,1,1,,,1,,
10129,1,0,95,3,2010,2,7,14,30,0,1,1,0,,,3,1.0,1.0
10130,1,0,91,3,2010,4,6,12,12,0,1,1,0,,,2,1.0,
10131,1,0,49,4,2010,7,14,1,1,0,1,1,0,,,2,,
10132,1,0,21,4,2010,7,15,5,12,0,1,1,0,,,2,,
10133,1,0,57,4,2010,1,12,6,34,0,1,1,0,,,1,1.0,1.0
10134,1,0,127,4,2010,1,2,5,42,0,1,1,1,,,1,,1.0
10135,1,0,15,4,2010,2,12,2,12,0,1,1,0,,,3,,
10136,1,0,113,4,2010,2,18,15,12,0,1,1,0,,,5,1.0,1.0
10137,1,0,21,4,2010,2,0,1,42,0,1,1,0,,,2,,
10138,1,0,31,3,2010,4,19,3,12,0,1,1,0,,,5,1.0,
10139,1,0,123,3,2010,4,6,2,35,0,2,1,0,,,3,1.0,
10140,1,0,127,3,2010,4,21,14,12,0,2,1,0,,,2,,
10141,1,2,15,3,2010,5,16,2,14,0,1,2,0,,,3,,
10142,1,0,47,3,2010,7,20,2,42,0,1,1,1,,,1,1.0,1.0
10143,1,0,5,3,2010,1,15,6,34,0,1,1,0,,,1,1.0,
10144,1,0,85,3,2010,1,0,5,10,0,1,2,1,,,2,,1.0
10145,1,0,97,3,2010,2,19,5,34,0,1,1,1,,,1,,
10146,1,0,125,3,2010,6,3,4,34,0,1,2,1,,,2,1.0,
10147,1,0,15,3,2010,1,13,1,42,0,2,1,0,,,1,,
10148,1,0,3,3,2010,3,2,6,34,0,1,1,1,,,2,,
10149,1,0,35,3,2010,3,9,1,1,0,1,1,0,,,1,,
10150,1,0,39,3,2010,6,18,2,1,0,1,1,0,,,1,,
10151,1,0,125,3,2010,1,3,2,12,0,2,1,2,,,4,,
10152,1,0,109,3,2010,2,8,3,12,0,1,1,1,,,3,,
10153,1,0,29,3,2010,2,12,1,44,0,1,1,0,,,5,,
10154,1,0,113,3,2010,4,18,12,12,0,2,1,0,,,8,1.0,
10155,1,0,59,3,2010,5,7,5,12,0,1,1,0,,,3,,
10156,1,0,97,3,2010,3,13,15,12,0,1,1,0,,,2,1.0,1.0
10157,1,1,23,3,2010,1,0,3,8,0,1,1,0,,,2,,
10158,1,0,131,3,2010,2,8,3,54,0,1,1,0,,,2,,
10159,1,0,37,3,2010,2,23,2,1,0,1,1,1,,,2,1.0,
10160,1,0,117,3,2010,3,23,6,42,0,1,1,0,,,2,,
10161,1,0,15,3,2010,4,7,3,12,0,1,1,0,,,2,,
10162,1,0,7,3,2010,4,12,6,59,0,1,1,1,,,1,1.0,
10163,1,0,119,4,2010,5,18,2,12,0,1,1,0,,,2,,
10164,1,0,81,4,2010,2,23,3,42,0,1,1,0,,,1,1.0,1.0
10165,1,0,127,4,2010,3,12,4,12,0,1,1,0,,,2,1.0,
10166,1,0,97,4,2010,4,7,2,12,0,1,4,0,,,4,1.0,1.0
10167,1,0,47,4,2010,5,5,6,12,0,1,1,0,,,2,,1.0
10168,1,0,125,4,2010,6,4,11,1,0,1,1,0,,,1,,
10169,1,0,63,4,2010,6,14,1,1,0,1,1,0,,,2,,
10170,1,0,89,4,2010,7,17,12,24,0,1,1,1,,,1,1.0,
10171,1,0,3,4,2010,6,18,16,12,0,1,1,0,,,2,,
10172,1,0,77,4,2010,7,23,6,32,0,1,1,0,,,1,1.0,
10173,1,0,37,4,2010,7,21,6,34,0,1,1,1,,,1,1.0,1.0
10174,1,0,77,4,2010,7,2,6,42,0,1,1,0,,,1,,
10175,1,0,73,4,2010,1,18,16,42,0,1,2,1,,,2,,
10176,1,0,89,1,2010,5,10,11,39,0,1,1,0,,,1,,1.0
10177,1,0,51,2,2010,6,4,6,12,0,2,1,0,,,3,,
10178,1,0,81,3,2010,2,2,4,1,0,1,1,1,,,3,1.0,1.0
10179,1,0,47,3,2010,2,23,6,30,0,1,1,1,,,1,1.0,
10180,1,0,3,3,2010,3,13,1,42,0,1,3,1,,,4,,
10181,1,0,69,4,2010,4,9,12,12,0,1,2,0,,,5,,
10182,1,0,69,4,2010,6,16,2,12,0,1,1,0,,,2,,
10183,1,0,89,4,2010,3,21,12,12,0,1,2,0,,,2,,1.0
10184,1,0,25,4,2010,4,15,6,34,0,1,1,0,,,1,,
10185,1,0,127,4,2010,4,14,5,12,0,1,1,1,,,2,,
10186,1,0,61,4,2010,4,4,4,1,0,1,1,0,,,2,1.0,
10187,1,2,23,4,2010,5,9,6,8,2,1,1,0,,,4,1.0,
10188,1,0,83,4,2010,6,12,12,1,0,1,1,0,,,8,,
10189,1,0,77,4,2010,7,1,6,42,0,1,1,1,,,1,1.0,
10190,1,0,77,4,2010,7,7,16,1,0,1,1,1,,,1,,1.0
10191,1,0,107,4,2010,1,21,6,34,0,1,1,1,,,1,1.0,
10192,1,1,113,4,2010,2,21,2,8,0,1,1,0,,,3,,
10193,1,0,53,4,2010,2,7,6,42,0,1,2,0,,,2,,
10194,1,1,69,4,2010,5,23,14,9,0,1,1,1,,,2,,
10195,1,0,37,4,2010,5,16,6,12,0,1,1,0,,,4,1.0,
10196,1,0,97,4,2010,6,19,6,53,0,2,1,0,,,1,,
10197,1,0,127,4,2010,6,9,12,12,0,1,1,0,,,3,,
10198,1,0,93,4,2010,6,16,2,34,0,1,1,0,,,1,,
10199,1,0,67,4,2010,7,4,16,12,0,1,1,2,,,3,1.0,1.0
10200,1,0,55,4,2010,7,23,6,18,0,2,1,1,,,2,1.0,1.0
10201,1,0,95,4,2010,1,16,6,12,0,1,2,0,,,5,,
10202,1,0,79,4,2010,1,10,2,30,0,1,1,1,,,2,1.0,1.0
10203,1,0,97,4,2010,4,5,14,12,0,1,1,0,,,2,,
10204,1,0,65,5,2010,7,16,6,34,0,1,1,1,,,1,1.0,
10205,1,0,89,5,2010,7,14,16,30,0,1,1,0,,,1,1.0,
10206,1,0,127,5,2010,1,19,6,12,0,1,1,1,,,3,1.0,
10207,1,0,11,5,2010,2,11,6,42,2,2,1,0,,,1,1.0,
10208,1,0,125,5,2010,2,7,12,12,0,1,1,0,,,2,,
10209,1,0,51,5,2010,5,18,6,42,0,1,1,1,,,1,1.0,
10210,1,0,21,5,2010,5,19,6,12,0,1,1,1,,,7,1.0,
10211,1,0,73,5,2010,6,21,11,25,0,1,2,1,,,4,,
10212,1,0,75,5,2010,2,20,3,34,0,1,1,1,,,1,,1.0
10213,1,0,73,3,2010,7,6,16,12,0,1,1,0,,,4,,1.0
10214,1,0,73,3,2010,3,20,11,52,0,1,1,0,,,1,,
10215,1,0,73,3,2010,4,22,12,14,0,1,1,0,,,1,1.0,
10216,1,0,101,4,2010,5,18,16,12,0,1,1,0,,,3,1.0,
10217,1,0,73,4,2010,4,15,16,42,0,1,1,0,,,1,1.0,1.0
10218,1,0,73,4,2010,5,19,99,12,0,1,1,0,,,5,,
10219,1,0,73,4,2010,6,22,1,12,0,1,1,0,,,2,,
10220,1,0,81,2,2010,7,18,1,24,0,1,1,1,,,4,,1.0
10221,1,0,77,4,2010,4,12,2,1,0,1,1,0,,,2,,
10222,1,0,101,4,2010,5,8,16,12,0,2,1,0,,,3,,
10223,1,1,39,4,2010,5,15,16,8,0,1,1,0,,,2,,
10224,1,0,67,4,2010,1,2,12,12,0,1,1,1,,,2,,
10225,1,0,97,4,2010,5,8,11,12,0,1,1,0,,,2,,
10226,1,0,51,4,2010,6,15,6,12,0,1,1,0,,,6,,
10227,1,0,23,4,2010,7,15,6,12,0,2,1,1,,,2,,
10228,1,0,19,5,2010,7,13,2,32,0,1,1,1,,,1,,
10229,1,0,95,5,2010,2,18,6,34,0,1,1,1,,,2,1.0,
10230,1,0,83,5,2010,1,0,16,42,0,1,1,1,,,4,,1.0
10231,1,0,117,1,2010,6,20,16,42,0,1,1,0,,,1,1.0,
10232,1,0,97,4,2010,5,16,6,58,0,1,1,0,,,1,,
10233,1,0,87,4,2010,5,7,1,24,0,1,1,0,,,4,,
10234,1,0,9,4,2010,6,9,3,12,0,1,1,0,,,2,,
10235,1,0,25,5,2010,7,10,6,1,0,2,1,0,,,3,1.0,
10237,1,0,83,5,2010,1,19,99,12,0,1,1,1,,,4,,1.0
10238,1,0,7,5,2010,2,20,6,12,0,1,1,1,,,7,,
10239,1,0,97,5,2010,3,19,16,1,0,1,1,1,,,1,,1.0
10240,1,0,77,5,2010,3,17,6,12,0,1,1,0,,,2,,
10241,1,0,99,5,2010,3,15,6,12,0,1,1,0,,,4,,
10242,1,0,51,5,2010,3,17,16,12,0,1,1,0,,,3,,
10243,1,0,45,5,2010,4,7,16,12,0,1,1,0,,,2,,
10244,1,0,25,5,2010,4,6,6,42,0,1,1,1,,,1,1.0,
10245,1,0,73,5,2010,7,15,1,12,0,1,1,0,,,2,,
10246,1,0,127,5,2010,2,12,12,12,0,1,1,0,,,3,,
10247,1,0,127,5,2010,2,14,6,42,0,1,1,1,,,1,1.0,1.0
10248,1,0,95,5,2010,2,14,3,12,0,1,1,0,,,2,,
10249,1,0,49,5,2010,2,15,2,59,0,1,1,0,,,3,,
10250,1,0,97,5,2010,4,1,16,32,0,1,1,1,,,1,,
10251,1,0,39,5,2010,5,7,6,1,0,1,1,0,,,2,1.0,
10252,1,0,37,5,2010,2,17,6,12,0,2,1,0,,,3,1.0,
10253,1,0,125,5,2010,2,17,6,12,0,1,2,0,,,3,,
10254,1,0,49,5,2010,4,11,11,34,0,1,1,0,,,1,,
10255,1,0,133,4,2010,4,17,2,12,0,1,1,0,,,4,,
10256,1,0,115,5,2010,3,20,14,12,0,1,1,0,,,3,,
10257,1,1,97,5,2010,4,22,11,8,0,1,1,0,,,5,,
10258,1,0,73,5,2010,7,18,16,59,0,1,1,0,,,1,,
10259,1,0,45,5,2010,5,17,16,10,0,1,1,0,,,2,,
10260,1,0,121,5,2010,1,9,2,1,0,1,1,1,,,1,,
10261,1,0,97,5,2010,3,9,11,25,0,1,1,0,,,3,,
10262,1,0,113,5,2010,2,16,6,30,0,1,1,0,,,1,1.0,
10263,1,0,63,5,2010,5,8,1,24,0,1,1,0,,,1,,
10264,1,0,11,5,2010,3,23,6,42,0,1,1,1,,,1,1.0,
10265,1,0,51,5,2010,6,15,6,12,0,1,1,0,,,2,,
10266,1,0,125,5,2010,7,10,6,34,0,1,1,0,,,1,,
10267,1,0,25,5,2010,3,7,3,12,0,1,1,0,,,3,,
10268,1,0,83,5,2010,4,23,16,32,0,1,1,1,,,2,1.0,
10269,1,0,101,5,2010,1,20,9,5,0,1,1,0,,,6,,
10270,1,1,101,5,2010,5,4,99,8,0,1,1,0,,,2,,
10271,1,0,61,5,2010,4,11,6,12,0,1,1,0,,,2,,
10272,1,0,19,5,2010,1,21,14,53,0,2,1,0,,,1,1.0,
10273,1,0,13,5,2010,2,18,1,12,0,1,4,0,,,11,,
10274,1,0,87,5,2010,2,9,6,42,0,1,1,1,,,1,,
10275,1,0,71,6,2010,4,13,6,12,0,1,1,0,,,3,,
10276,1,0,127,6,2010,6,15,4,12,0,1,1,0,,,3,,
10277,1,0,121,6,2010,6,21,6,42,0,1,1,1,,,2,,
10278,1,0,121,5,2010,2,21,6,1,0,1,1,0,,,3,,
10279,1,1,89,6,2010,4,20,16,11,0,1,1,0,,,2,,
10280,1,0,89,6,2010,7,18,16,35,0,1,1,1,,,1,1.0,
10281,1,1,43,6,2010,7,18,6,8,0,1,1,0,,,3,,
10282,1,0,115,6,2010,1,15,6,24,0,1,1,0,,,1,1.0,
10283,1,0,9,6,2010,1,11,6,34,0,1,1,0,,,1,1.0,
10284,1,0,13,6,2010,2,12,1,1,0,1,1,0,,,1,,
10285,1,1,97,6,2010,6,20,13,8,0,1,1,0,,,3,,
10286,1,0,89,6,2010,1,20,16,5,0,1,1,1,,,4,1.0,
10287,1,0,111,6,2010,1,1,2,1,0,1,1,0,,,1,,
10288,1,0,73,6,2010,5,14,16,12,0,1,1,0,,,4,,
10289,1,1,101,4,2010,5,4,16,8,0,5,1,0,,,2,,
10290,1,0,73,5,2010,5,16,16,12,0,1,1,0,,,2,,
10291,1,0,73,6,2010,4,9,16,30,0,1,1,0,,,1,,
10292,1,0,33,6,2010,3,14,16,12,0,1,1,0,,,3,1.0,
10293,1,0,103,6,2010,7,5,16,12,0,1,1,0,,,2,,
10294,1,0,77,6,2010,6,5,6,12,0,1,1,0,,,2,,
10295,1,0,37,6,2010,7,0,6,42,0,1,1,1,,,1,1.0,
10296,1,0,41,6,2010,3,22,2,12,0,1,1,1,,,2,,2.0
10297,1,0,17,6,2010,4,11,2,34,0,1,1,0,,,1,,
10298,1,0,111,6,2010,4,1,16,42,0,1,1,1,,,1,,
10299,1,0,127,6,2010,5,4,3,1,0,1,1,0,,,1,,
10300,1,0,115,6,2010,6,18,1,12,0,1,1,0,,,3,,
10301,1,0,87,6,2010,7,5,6,34,0,1,1,1,,,1,1.0,1.0
10302,1,0,53,6,2010,7,3,6,42,0,1,1,1,,,3,1.0,
10303,1,0,95,6,2010,7,1,6,53,0,1,1,1,,,1,1.0,
10304,1,0,85,6,2010,7,11,2,12,0,1,1,1,,,2,1.0,1.0
10305,1,0,97,5,2010,1,20,16,12,0,1,1,2,,,2,,1.0
10306,1,0,97,6,2010,4,5,13,12,0,1,1,0,,,3,,
10307,1,0,25,6,2010,1,19,2,34,0,1,1,0,,,1,,
10308,1,0,95,6,2010,6,13,14,12,0,1,1,0,,,3,,
10309,1,1,91,6,2010,7,3,12,8,0,1,1,0,,,2,,
10310,1,0,115,6,2010,7,12,16,12,0,2,1,0,,,3,1.0,
10311,1,0,7,6,2010,1,17,13,12,0,1,1,0,,,2,,
10312,1,0,5,6,2010,7,22,15,12,0,2,1,0,,,3,,
10313,1,0,3,6,2010,1,15,15,12,0,1,1,0,,,2,,
10314,1,0,27,6,2010,4,15,3,12,0,2,1,0,,,7,,1.0
10315,1,1,125,7,2010,6,23,14,8,0,1,1,0,,,2,,
10316,1,1,97,7,2010,6,19,16,8,0,1,1,0,,,2,,
10317,1,0,31,7,2010,7,22,3,1,0,1,1,1,,,1,1.0,
10318,1,0,45,7,2010,3,0,14,38,0,1,2,0,,,2,1.0,
10319,1,0,73,4,2010,6,7,14,12,0,1,1,0,,,3,1.0,
10320,1,0,73,6,2010,5,12,14,12,0,1,1,0,,,2,,
10321,1,0,121,6,2010,1,0,1,12,0,1,1,1,,,7,,
10322,1,0,3,6,2010,2,1,6,12,0,1,1,2,,,7,,
10323,1,0,65,6,2010,6,9,3,12,0,1,1,0,,,12,,
10324,1,1,91,6,2010,7,4,2,8,0,1,1,0,,,2,,1.0
10325,1,0,119,6,2010,5,13,1,1,0,1,1,0,,,3,,
10326,1,0,89,6,2010,6,21,12,12,0,1,1,1,,,3,,
10327,1,0,23,6,2010,7,18,6,14,0,1,1,0,,,3,1.0,
10328,1,1,87,6,2010,1,2,2,8,0,5,1,0,,,2,,1.0
10329,1,0,71,6,2010,2,5,4,34,0,1,1,0,,,1,,
10330,1,0,127,6,2010,2,16,2,1,0,1,1,0,,,3,,
10331,1,0,95,6,2010,3,1,4,32,0,1,1,1,,,1,1.0,
10332,1,0,51,6,2010,7,9,6,34,0,1,1,1,,,1,1.0,
10333,1,0,99,6,2010,1,16,3,35,0,1,1,0,,,1,,
10334,1,0,125,6,2010,2,11,14,12,0,1,1,0,,,8,1.0,
10335,1,0,115,6,2010,3,18,4,30,0,1,1,1,,,1,1.0,
10336,1,0,83,6,2010,3,20,6,59,0,1,1,0,,,2,1.0,1.0
10337,1,0,89,6,2010,4,18,12,12,0,1,1,0,,,8,,
10338,1,0,19,6,2010,4,23,3,1,0,1,1,1,,,1,,
10339,1,0,101,6,2010,4,13,2,12,0,1,1,0,,,2,,
10340,1,0,97,7,2010,7,5,2,59,0,1,1,1,,,1,1.0,
10341,1,0,81,7,2010,1,1,4,42,0,1,1,0,,,1,1.0,
10342,1,0,11,7,2010,1,10,6,35,0,1,1,1,,,1,1.0,
10343,1,0,101,7,2010,1,5,16,30,0,1,1,1,,,1,,
10344,1,0,97,7,2010,2,11,1,57,0,2,1,0,,,7,1.0,1.0
10345,1,0,19,7,2010,2,16,6,34,0,1,1,1,,,1,1.0,
10346,1,0,41,7,2010,3,7,4,34,0,1,1,0,,,1,1.0,
10347,1,0,111,7,2010,4,19,3,12,0,1,1,0,,,2,1.0,
10348,1,0,27,7,2010,4,18,6,38,0,1,1,1,,,1,,
10349,1,0,15,7,2010,6,3,6,34,0,1,1,1,,,2,1.0,
10350,1,0,75,7,2010,1,21,4,42,0,1,1,0,,,2,,
10351,1,0,11,5,2010,6,23,6,42,0,1,1,1,,,4,1.0,
10352,1,1,81,6,2010,1,2,4,8,0,1,1,0,,,2,,
10353,1,0,95,7,2010,6,9,4,33,0,1,1,0,,,1,1.0,
10354,1,0,19,7,2010,3,18,4,41,0,1,1,1,,,1,,
10355,1,0,33,7,2010,6,22,2,1,0,1,1,0,,,4,,
10356,1,0,49,7,2010,1,17,6,12,0,1,1,0,,,3,1.0,1.0
10357,1,0,7,7,2010,1,6,2,1,0,1,1,0,,,1,,
10358,1,0,125,7,2010,2,12,3,1,0,1,1,0,,,1,,
10359,1,0,39,7,2010,2,2,3,1,0,5,1,0,,,4,,
10360,1,0,75,7,2010,3,2,4,34,0,1,1,0,,,1,,
10361,1,0,71,7,2010,7,2,3,34,0,1,1,1,,,1,,
10362,1,0,89,7,2010,1,2,15,30,0,1,1,1,,,1,,
10363,1,1,39,7,2010,3,21,2,8,0,1,1,0,,,2,,
10364,1,0,15,6,2010,5,22,15,12,0,1,1,1,,,3,,
10365,1,0,97,6,2010,1,20,16,33,0,1,1,1,,,2,1.0,2.0
10366,1,0,33,7,2010,6,13,4,59,0,2,1,0,,,1,,
10367,1,0,61,7,2010,1,15,5,30,0,1,1,0,,,1,1.0,
10368,1,0,71,7,2010,2,13,6,42,0,1,1,1,,,1,,1.0
10369,1,0,119,7,2010,7,16,1,1,0,1,1,0,,,12,,
10370,1,0,97,7,2010,5,19,6,34,0,1,1,1,,,2,,1.0
10371,1,0,43,7,2010,6,8,11,32,1,1,1,0,,,2,1.0,1.0
