ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
10064,1,115,1,2018,6,12,58,0,10,1,1,,,1,1.0,
10065,1,99,1,2018,6,15,12,0,1,1,0,,,2,1.0,1.0
10066,1,127,1,2018,7,6,42,0,2,1,0,,,1,1.0,
10067,1,73,1,2018,7,23,19,0,2,1,0,,,1,,
10068,1,43,1,2018,7,20,12,0,10,2,1,,,2,,
10069,1,47,1,2018,1,7,12,0,2,2,1,,,2,,
10070,1,115,1,2018,2,4,42,0,1,1,0,,,1,,
10071,1,47,1,2018,2,6,42,0,1,2,1,,,2,,
10072,1,53,1,2018,4,12,32,0,1,1,0,,,1,1.0,
10073,1,55,1,2018,4,14,59,0,1,1,0,,,1,,
10074,1,63,2,2018,5,7,35,0,1,2,0,12.0,13.0,2,1.0,1.0
10075,1,47,2,2018,5,15,42,0,1,1,0,,,1,,1.0
10076,1,117,2,2018,5,21,12,4,1,1,0,,,2,,
10077,1,97,2,2018,2,3,8,0,2,1,0,,,2,,
10078,1,63,2,2018,4,3,12,0,2,1,0,17.0,,3,,
10079,1,117,2,2018,2,15,14,1,1,1,0,,,1,,
10080,1,101,1,2018,6,21,8,0,1,1,1,,,2,,1.0
10081,1,63,1,2018,4,20,34,0,1,1,1,18.0,85.0,2,1.0,
10082,1,101,2,2018,6,20,12,0,1,1,1,,,3,,
10083,1,97,2,2018,6,21,12,0,1,1,1,,,3,,
10084,1,91,2,2018,6,17,12,0,1,1,0,,,3,,
10085,1,21,2,2018,6,6,42,0,10,1,0,,,1,1.0,
10086,1,81,2,2018,7,6,42,0,1,1,1,,,1,,
10087,1,47,2,2018,7,21,34,0,2,1,1,,,1,,1.0
10088,1,101,2,2018,1,1,42,0,99,1,1,,,1,,
10089,1,33,2,2018,1,1,32,0,2,1,0,12.0,,1,1.0,
10090,1,97,2,2018,4,20,12,0,10,1,1,,,3,,1.0
10091,1,51,2,2018,5,22,43,0,10,1,1,11.0,,1,,1.0
10092,1,51,2,2018,5,14,23,0,1,1,1,,,1,,
10093,1,103,2,2018,5,3,42,0,10,1,1,,,1,,1.0
10094,1,77,2,2018,5,18,8,0,1,1,0,,,4,,
10095,1,127,2,2018,5,6,42,0,1,1,0,,,1,1.0,
10096,1,65,2,2018,6,9,1,0,1,1,0,24.0,,1,1.0,
10097,1,121,2,2018,6,18,12,0,2,1,1,,,3,,
10098,1,47,2,2018,7,15,12,0,1,1,1,,,2,,2.0
10099,1,121,2,2018,7,12,42,0,2,1,0,,,4,1.0,
10100,1,115,2,2018,1,14,42,0,10,1,1,,,2,1.0,
10101,1,95,2,2018,1,14,19,0,10,1,0,,,1,,
10102,1,69,2,2018,1,17,12,0,2,1,0,,,2,,
10103,1,121,2,2018,2,18,8,0,2,1,0,1.0,,5,,
10104,1,123,2,2018,2,6,12,1,10,1,0,8.0,47.0,2,,2.0
10105,1,57,2,2018,2,13,35,0,10,1,0,,,3,,
10106,1,69,2,2018,3,7,12,0,10,1,0,,,2,1.0,
10107,1,59,2,2018,4,17,42,0,2,1,0,,,1,1.0,
10109,1,121,2,2018,5,9,35,0,10,1,0,,,1,,
10110,1,43,2,2018,5,19,35,0,1,1,0,,,3,,
10111,1,89,2,2018,2,17,34,0,10,1,0,,,3,,
10112,1,59,2,2018,7,22,42,0,10,1,0,,,1,1.0,
10113,1,81,2,2018,1,0,8,0,2,1,0,,,3,,
10114,1,113,2,2018,1,19,35,0,1,1,1,,,2,,
10115,1,97,2,2018,2,20,8,0,10,1,0,,,4,,
10116,1,3,2,2018,4,11,12,0,10,1,0,20.0,,2,,
10117,1,15,2,2018,4,12,34,0,10,1,0,,,2,1.0,1.0
10118,1,35,2,2018,4,21,42,0,1,1,1,8.0,,1,1.0,
10119,1,95,2,2018,6,12,12,0,1,1,0,,,4,,
10120,1,73,2,2018,6,18,12,0,1,1,0,,,4,,1.0
10121,1,103,2,2018,6,16,12,0,1,1,1,,,5,,1.0
10122,1,19,2,2018,6,15,1,0,1,1,0,,,1,,
10124,1,3,2,2018,6,20,12,0,10,1,0,,,3,,1.0
10125,1,113,2,2018,7,21,8,0,10,1,0,,,2,,
10126,1,89,2,2018,7,13,12,0,10,1,0,11.0,34.0,6,,
10127,1,73,2,2018,7,14,12,0,10,1,0,,,4,,1.0
10128,1,81,2,2018,1,19,1,0,2,1,0,,,1,1.0,
10129,1,115,2,2018,1,8,42,0,2,1,0,,,1,1.0,1.0
10130,1,127,2,2018,3,5,12,0,5,1,0,,,2,,
10131,1,19,2,2018,4,6,30,0,2,1,0,,,1,,
10132,1,73,2,2018,4,6,33,0,2,1,0,10.0,21.0,1,1.0,
10133,1,19,3,2018,5,7,35,0,10,1,0,,,1,,
10134,1,15,3,2018,5,18,34,0,10,1,0,13.0,,1,,
10135,1,127,3,2018,5,21,12,0,10,1,0,35.0,41.0,3,1.0,1.0
10136,1,127,3,2018,6,3,35,0,1,1,1,,,1,,1.0
10137,1,101,3,2018,6,13,12,0,1,1,0,,,4,,
10138,1,49,3,2018,3,7,32,0,10,1,0,18.0,,1,,
10139,1,125,2,2018,6,9,12,2,1,1,0,10.0,30.0,3,,1.0
10140,1,43,2,2018,1,2,12,0,2,1,1,,,3,1.0,1.0
10141,1,73,3,2018,2,21,8,0,2,1,0,,,8,,1.0
10142,1,35,3,2018,1,23,8,0,1,1,0,,,2,,1.0
10143,1,101,3,2018,2,20,8,0,10,1,0,9.0,,2,,1.0
10144,1,95,3,2018,3,21,8,0,10,1,0,,,2,,
10145,1,97,3,2018,3,18,12,0,1,1,0,,,5,,1.0
10146,1,47,3,2018,6,18,8,0,1,1,0,,,2,,
10147,1,73,3,2018,1,17,12,0,2,2,0,,,2,,
10148,1,89,3,2018,1,20,30,0,2,1,0,,,1,1.0,
10149,1,53,3,2018,1,18,1,0,1,1,0,,35.0,3,1.0,
10150,1,125,3,2018,2,16,33,0,1,1,0,5.0,15.0,2,,
10151,1,81,3,2018,3,17,12,0,1,1,1,6.0,,2,,
10152,1,15,2,2018,3,20,8,0,2,1,0,,,2,1.0,
10153,1,39,2,2018,5,14,42,0,1,1,1,,,1,,
10154,1,73,2,2018,6,21,12,0,10,1,1,,,2,,1.0
10155,1,45,2,2018,3,16,42,0,10,1,1,,,3,,1.0
10156,1,69,3,2018,5,5,30,0,1,1,1,,,1,1.0,
10157,1,63,3,2018,1,4,42,0,1,1,1,,,1,,
10158,1,41,3,2018,3,13,12,0,10,1,0,6.0,21.0,3,,1.0
10159,1,21,3,2018,5,5,12,0,1,1,1,,,5,,
10160,1,115,3,2018,6,6,8,0,1,1,0,,,2,,
10161,1,101,3,2018,7,17,12,0,10,1,0,10.0,52.0,3,,
10162,1,73,3,2018,3,19,8,0,1,1,0,,,2,,
10163,1,99,3,2018,5,17,55,0,1,1,0,,,2,,
10164,1,43,3,2018,5,7,12,0,1,2,1,,,2,,
10165,1,117,3,2018,5,6,58,0,1,1,0,10.0,,1,,
10166,1,3,3,2018,6,5,35,0,1,1,1,,,1,1.0,
10167,1,127,3,2018,6,15,59,0,1,1,1,,,1,1.0,
10168,1,33,3,2018,7,20,8,0,10,1,0,,,3,,
10169,1,111,3,2018,7,15,12,0,1,1,0,17.0,22.0,2,,
10170,1,87,3,2018,7,7,42,0,1,1,1,,,1,,
10171,1,113,3,2018,7,8,35,0,10,1,0,,,2,1.0,
10172,1,83,3,2018,1,7,34,0,1,1,0,,,1,1.0,
10173,1,83,3,2018,1,10,12,0,1,1,0,,,6,,
10174,1,9,3,2018,1,16,35,0,10,1,0,4.0,,1,,1.0
10175,1,125,3,2018,3,15,1,0,10,1,0,8.0,,1,,
10176,1,83,3,2018,4,8,32,0,10,1,0,,,1,,
10177,1,29,3,2018,4,10,38,0,1,1,0,,,1,1.0,
10178,1,9,3,2018,4,14,12,0,1,1,0,24.0,38.0,2,,
10179,1,33,3,2018,5,12,12,0,1,1,0,18.0,61.0,4,,
10180,1,11,3,2018,6,0,42,0,1,1,1,,,1,1.0,1.0
10181,1,55,3,2018,6,16,59,0,10,1,0,,,1,1.0,
10182,1,101,3,2018,7,16,12,0,1,3,0,,,6,,
10183,1,3,3,2018,1,12,9,0,1,1,1,,,2,,1.0
10184,1,25,3,2018,1,19,42,0,1,1,1,,,1,1.0,
10185,1,101,3,2018,2,20,58,0,10,1,0,,,2,1.0,
10186,1,89,3,2018,2,6,8,0,10,1,0,,,3,,
10187,1,97,3,2018,3,20,12,0,10,2,0,,,2,,
10188,1,31,3,2018,3,13,42,0,1,1,0,1.0,,1,,
10189,1,77,3,2018,3,19,42,0,10,1,0,4.0,,1,1.0,1.0
10190,1,69,3,2018,4,6,12,0,1,1,0,,,2,,
10191,1,15,3,2018,4,23,53,0,10,1,0,,,1,,
10192,1,73,3,2018,4,14,12,0,1,1,0,,,3,1.0,
10193,1,127,3,2018,5,10,42,0,2,1,0,,,1,1.0,
10194,1,121,3,2018,5,22,12,0,2,1,1,8.0,,3,,
10195,1,101,3,2018,6,19,12,0,1,1,0,,,2,,1.0
10196,1,73,3,2018,6,14,14,0,1,1,0,,,2,,
10197,1,73,3,2018,7,14,8,0,1,1,1,,,3,,
10198,1,79,4,2018,1,13,12,0,1,1,0,8.0,,3,,
10199,1,123,4,2018,2,3,38,0,1,1,0,,,1,,1.0
10200,1,37,4,2018,1,0,1,0,1,1,1,,,1,1.0,
10201,1,21,4,2018,5,11,34,1,1,1,0,,,1,,
10202,1,115,4,2018,1,15,1,0,1,1,0,,,5,,
10203,1,29,4,2018,4,0,12,0,1,2,0,,,3,,
10204,1,73,4,2018,7,5,24,0,10,1,0,,,1,1.0,1.0
10205,1,3,4,2018,7,21,12,0,2,1,0,,,5,,1.0
10206,1,97,4,2018,1,5,42,1,10,2,0,12.0,24.0,2,1.0,
10207,1,35,4,2018,2,11,1,0,1,1,0,,,1,,
10208,1,21,4,2018,6,11,34,1,1,1,0,,,1,1.0,
10209,1,115,4,2018,7,21,12,0,10,1,0,,,5,,
10210,1,115,1,2018,5,8,12,0,2,1,0,,,3,,
10211,1,55,3,2018,6,19,12,0,1,1,1,,,3,1.0,
10212,1,13,3,2018,6,19,1,0,1,1,0,,,1,1.0,
10213,1,73,3,2018,7,21,12,0,1,1,0,,,2,,1.0
10214,1,97,3,2018,7,18,34,0,1,1,0,,,4,,
10215,1,89,4,2018,1,6,10,0,1,2,1,,,2,,
10216,1,125,4,2018,1,17,8,0,1,1,0,14.0,,4,,
10217,1,127,4,2018,6,5,12,0,10,1,0,24.0,28.0,3,,
10218,1,9,4,2018,6,15,34,0,10,2,0,,,2,1.0,1.0
10219,1,1,4,2018,6,20,35,0,10,1,1,,,2,,1.0
10220,1,5,4,2018,6,22,1,0,1,1,1,,,1,1.0,
10221,1,9,4,2018,6,22,32,0,2,1,0,,,3,1.0,
10222,1,131,4,2018,1,18,12,0,1,1,0,,,3,,1.0
10223,1,55,4,2018,2,14,12,0,1,1,0,,,2,,
10224,1,61,4,2018,2,19,12,0,1,1,0,14.0,19.0,2,,1.0
10225,1,73,4,2018,2,23,8,0,1,1,0,,,2,,1.0
10226,1,1,4,2018,3,15,34,0,10,1,0,,,1,1.0,
10227,1,97,4,2018,4,11,1,0,1,1,0,,,3,1.0,
10228,1,9,4,2018,5,14,24,0,1,1,0,,,1,,
10229,1,27,4,2018,5,14,12,0,1,2,0,20.0,29.0,4,,
10230,1,83,4,2018,6,2,12,0,1,1,0,,,3,,1.0
10231,1,115,4,2018,6,21,42,0,1,1,0,,,1,,
10232,1,89,4,2018,6,23,12,0,1,1,0,,,3,,
10233,1,111,4,2018,7,23,42,0,2,1,1,,,1,1.0,1.0
10234,1,53,4,2018,7,14,1,0,10,1,1,2.0,43.0,3,,1.0
10235,1,9,4,2018,7,20,42,0,2,1,0,3.0,60.0,1,,
10236,1,67,4,2018,7,21,1,0,10,1,1,,,1,,
10237,1,41,4,2018,1,5,18,0,2,1,0,,,2,,
10238,1,41,4,2018,1,5,18,0,2,1,0,,,1,,1.0
10239,1,69,4,2018,2,7,12,0,1,1,0,,,2,,
10240,1,65,4,2018,2,14,12,0,10,1,0,24.0,52.0,2,,
10241,1,21,4,2018,2,22,32,0,1,1,0,,,1,,
10242,1,89,4,2018,2,23,12,0,1,1,1,,,3,,
10243,1,77,4,2018,5,13,38,0,1,1,0,,,1,,
10244,1,49,4,2018,6,8,34,0,1,1,0,,,2,,
10245,1,33,4,2018,7,0,24,0,1,1,1,,,1,1.0,
10246,1,43,4,2018,1,11,12,0,2,1,0,,,4,,
10247,1,129,4,2018,1,11,12,0,2,1,0,,,2,,
10248,1,123,2,2018,7,12,12,0,1,2,0,,,7,,
10249,1,73,4,2018,1,4,33,0,1,3,1,,,3,,
10250,1,13,4,2018,5,8,12,0,1,1,0,2.0,28.0,3,1.0,
10251,1,25,4,2018,4,15,12,0,1,1,0,,,3,,1.0
10252,1,99,4,2018,6,15,12,0,1,1,0,8.0,25.0,4,2.0,
10253,1,107,4,2018,7,8,12,0,1,1,0,,,2,,
10254,1,21,4,2018,3,13,32,0,10,1,1,7.0,,1,,
10255,1,75,4,2018,3,7,32,0,10,1,0,,,1,,
10256,1,25,4,2018,6,4,12,0,1,2,1,20.0,,4,1.0,
10257,1,59,4,2018,6,22,9,0,1,1,0,,,2,,1.0
10258,1,117,4,2018,6,6,12,0,1,1,0,,,4,,
10259,1,49,4,2018,7,18,34,0,1,1,1,17.0,,1,,
10260,1,85,4,2018,1,1,12,0,10,1,0,,,3,1.0,1.0
10261,1,91,4,2018,1,10,19,0,1,1,0,,,3,1.0,
10262,1,73,4,2018,1,19,1,0,1,1,0,,,2,,
10263,1,115,4,2018,2,15,12,0,1,1,0,7.0,,2,,
10264,1,117,4,2018,2,12,12,0,1,1,0,,,3,,
10265,1,39,5,2018,3,6,34,0,1,1,0,11.0,,1,1.0,
10266,1,113,5,2018,4,1,32,0,1,1,0,,,1,,
10267,1,9,5,2018,5,19,12,0,1,1,0,,,3,,
10268,1,127,5,2018,4,23,12,0,1,1,1,,,3,1.0,
10269,1,63,5,2018,1,11,42,0,1,1,0,,48.0,2,,
10270,1,95,5,2018,4,8,32,0,1,1,0,,,1,,
10271,1,97,5,2018,4,12,12,0,10,1,0,,,3,,1.0
10272,1,89,5,2018,5,23,30,0,1,1,1,,,2,,
10273,1,97,5,2018,5,14,12,0,10,1,1,,,2,,
10274,1,55,5,2018,6,13,34,0,1,1,0,24.0,,1,1.0,
10275,1,57,5,2018,7,14,12,0,2,1,1,,,3,,
10276,1,77,5,2018,1,22,12,0,1,1,1,3.0,36.0,3,,
10277,1,77,5,2018,2,7,12,0,1,1,0,,,2,1.0,
10278,1,89,5,2018,2,21,8,0,10,1,0,,,4,,1.0
10279,1,97,5,2018,3,22,12,0,1,1,0,,,3,,1.0
10280,1,73,5,2018,7,22,8,1,1,1,1,,,2,,
10281,1,97,5,2018,2,11,1,0,10,1,0,,,1,,
10282,1,115,5,2018,4,16,24,0,2,1,0,,,1,1.0,
10283,1,13,5,2018,7,23,35,0,1,1,1,,,1,1.0,
10284,1,63,5,2018,7,12,12,0,1,1,0,,,2,1.0,
10285,1,89,5,2018,1,12,1,0,1,1,0,,,2,,
10286,1,53,5,2018,3,17,12,0,1,1,0,8.0,39.0,2,,1.0
10287,1,11,5,2018,4,6,42,0,2,1,0,2.0,58.0,1,1.0,
10288,1,125,5,2018,4,19,33,0,1,1,1,,,1,,
10289,1,97,5,2018,5,2,18,0,10,1,1,,,1,1.0,
10290,1,95,5,2018,7,15,24,0,1,1,0,27.0,45.0,1,,
10291,1,95,5,2018,1,14,12,0,1,1,0,,,5,1.0,
10292,1,49,5,2018,2,13,12,0,1,1,0,,,2,,1.0
10293,1,73,5,2018,3,8,12,0,2,1,0,,,4,1.0,1.0
10294,1,99,5,2018,3,11,1,0,1,1,0,,,1,1.0,
10295,1,101,5,2018,5,17,12,0,1,1,1,,,2,,1.0
10296,1,121,5,2018,6,10,12,0,1,1,1,10.0,27.0,6,,
10297,1,107,1,2018,7,11,12,0,2,1,0,,,5,,
10298,1,101,2,2018,5,13,32,0,10,1,0,,,1,,
10299,1,125,1,2018,1,3,12,0,1,3,2,,,3,,
10300,1,103,6,2018,5,15,12,0,10,1,0,8.0,,5,,
10301,1,9,6,2018,4,14,24,0,1,1,0,5.0,,1,,
10302,1,125,6,2018,2,3,8,0,1,1,0,,,2,,
10303,1,127,6,2018,2,0,35,1,1,1,1,8.0,,1,,
10304,1,3,6,2018,1,23,52,0,1,1,0,,,1,,
10305,1,53,5,2018,5,9,1,0,1,1,1,,,2,,
10306,1,43,5,2018,3,7,34,0,2,1,0,13.0,,1,1.0,
10307,1,39,4,2018,3,7,12,0,1,1,0,18.0,,3,,
10308,1,77,4,2018,5,20,58,0,10,3,0,8.0,47.0,5,1.0,
10309,1,91,5,2018,4,11,12,0,1,2,0,28.0,,3,,
10312,1,97,5,2018,7,19,30,0,1,1,0,,,1,1.0,
10313,1,121,5,2018,1,14,8,0,10,1,0,10.0,,2,,
10314,1,125,5,2018,3,16,59,0,1,1,1,8.0,,1,1.0,
10315,1,13,5,2018,4,10,1,0,1,1,0,,,1,,
10316,1,51,5,2018,4,22,14,0,10,1,0,20.0,,1,,1.0
10317,1,5,5,2018,4,16,8,0,1,1,0,4.0,8.0,2,,
10318,1,99,5,2018,6,12,12,0,1,1,0,4.0,22.0,3,,
10319,1,121,5,2018,6,17,34,0,10,1,1,7.0,,2,1.0,1.0
10320,1,49,5,2018,1,16,42,0,10,1,0,23.0,,1,1.0,
10321,1,37,5,2018,1,20,11,0,10,1,1,21.0,,1,1.0,
10322,1,27,5,2018,1,23,34,0,2,2,1,,,2,1.0,
10323,1,117,5,2018,2,0,42,0,10,1,1,6.0,,1,,
10324,1,9,5,2018,2,17,33,0,1,1,0,34.0,,1,,
10325,1,73,5,2018,4,13,10,0,1,2,0,17.0,,2,,
10326,1,51,5,2018,4,16,12,0,10,1,0,,,3,,
10327,1,89,5,2018,4,9,25,0,10,1,0,3.0,,1,1.0,
10328,1,113,5,2018,5,21,8,0,1,1,0,10.0,,2,,1.0
10329,1,113,5,2018,5,17,1,0,1,1,0,8.0,,2,1.0,
10330,1,15,5,2018,5,13,12,0,10,1,0,10.0,,4,,
10331,1,59,6,2018,7,6,35,0,10,1,0,9.0,,1,,1.0
10332,1,79,6,2018,1,5,1,0,1,1,1,11.0,32.0,2,,
10333,1,9,6,2018,2,8,12,0,1,1,0,7.0,,7,,
10334,1,47,6,2018,3,8,42,0,1,1,0,,,1,1.0,1.0
10335,1,79,6,2018,3,15,12,0,1,1,0,23.0,61.0,3,,
10336,1,117,6,2018,4,16,1,0,1,1,1,15.0,,1,1.0,
10337,1,19,6,2018,4,18,12,0,1,2,0,9.0,,3,,
10338,1,73,6,2018,5,14,12,0,1,1,0,11.0,,2,1.0,
10339,1,73,6,2018,5,7,12,0,1,1,0,6.0,41.0,2,1.0,
10340,1,31,6,2018,5,13,42,0,1,1,0,13.0,,1,,
10341,1,51,6,2018,5,6,12,1,1,1,0,6.0,,2,,1.0
10342,1,5,6,2018,7,12,12,0,2,1,0,9.0,33.0,4,,
10343,1,15,6,2018,7,20,8,0,10,1,0,10.0,,4,,
10344,1,71,6,2018,7,20,12,0,1,1,2,10.0,,2,,
10345,1,91,6,2018,7,22,12,0,1,1,0,,,2,1.0,
10346,1,83,6,2018,1,1,34,0,1,1,1,28.0,37.0,2,1.0,
10347,1,83,6,2018,2,5,12,0,1,1,0,25.0,,2,,
10348,1,97,6,2018,2,11,12,0,1,1,0,,,4,,1.0
10349,1,1,6,2018,2,18,9,0,10,1,0,10.0,,2,,
10350,1,81,6,2018,2,23,12,0,1,2,1,,,2,,
10351,1,57,6,2018,2,22,42,0,10,1,1,,,2,,
10352,1,121,6,2018,3,15,12,0,1,1,0,4.0,,2,,
10353,1,107,6,2018,3,14,42,0,2,1,0,30.0,,5,1.0,
10354,1,7,6,2018,4,19,12,0,1,1,1,15.0,,2,,
10355,1,103,6,2018,5,2,42,0,1,1,0,11.0,,1,,
10356,1,27,6,2018,6,7,42,0,1,1,1,10.0,,1,1.0,1.0
10357,1,115,6,2018,2,16,12,0,10,1,0,25.0,38.0,5,,
10358,1,113,6,2018,6,21,8,0,1,1,0,15.0,,2,,
10359,1,95,6,2018,7,19,42,0,1,1,0,13.0,,1,1.0,
10360,1,85,6,2018,1,1,38,0,1,1,1,45.0,,1,1.0,
10361,1,97,6,2018,1,1,12,0,10,1,2,3.0,,4,,
10362,1,117,6,2018,5,5,34,0,1,1,1,45.0,,1,1.0,1.0
10363,1,101,6,2018,5,7,12,0,1,1,0,20.0,,5,,1.0
10364,1,3,3,2018,3,5,34,0,1,1,0,19.0,32.0,47,,
10365,1,63,4,2018,2,20,12,1,1,2,1,,,3,,
10366,1,83,4,2018,6,17,12,0,2,1,0,10.0,,4,,
10367,1,43,4,2018,2,18,53,0,1,1,1,,,1,,
10368,1,103,4,2018,6,16,18,0,1,1,0,10.0,,1,,
10369,1,111,4,2018,7,2,12,0,10,1,1,5.0,40.0,2,,1.0
10370,1,97,3,2018,1,4,34,0,1,1,0,,,1,,
10371,1,97,3,2018,1,2,42,0,1,1,1,,,1,,
10372,1,117,3,2018,3,10,33,0,1,1,0,13.0,44.0,2,,1.0
10373,1,21,3,2018,4,4,11,0,1,1,0,43.0,40.0,1,,
10374,1,101,3,2018,3,7,12,0,2,1,0,14.0,32.0,3,1.0,
10375,1,47,3,2018,3,8,34,0,1,1,0,25.0,,1,,
10376,1,103,4,2018,6,23,8,1,1,1,0,,,2,,
10377,1,15,4,2018,5,16,12,0,1,1,0,4.0,59.0,3,,
10378,1,97,4,2018,4,8,12,0,1,1,0,,,3,,
10379,1,97,4,2018,3,21,12,0,10,1,0,16.0,,2,,
10380,1,103,4,2018,7,16,12,0,1,1,0,4.0,,5,,
10381,1,97,3,2018,7,14,1,0,1,2,0,,,3,,1.0
10382,1,3,3,2018,6,21,12,0,10,1,2,13.0,,3,1.0,
10383,1,93,6,2018,4,4,12,0,10,1,1,10.0,,2,,1.0
10384,1,97,6,2018,3,10,52,0,1,1,0,8.0,,1,1.0,
10385,1,73,7,2018,2,19,38,0,1,1,0,4.0,24.0,1,,
10386,1,73,7,2018,5,18,12,0,1,1,0,17.0,33.0,8,,
10387,1,81,7,2018,2,5,12,0,1,2,0,,,5,1.0,
10388,1,121,7,2018,7,1,12,0,10,1,0,20.0,,2,1.0,1.0
10389,1,97,7,2018,7,5,8,0,1,1,0,15.0,,3,,
10390,1,63,7,2018,6,16,42,0,1,1,0,,,1,,
10391,1,73,6,2018,2,99,12,0,1,1,0,9.0,33.0,2,,1.0
10392,1,97,6,2018,4,15,12,0,10,1,0,,,2,,
10393,1,89,6,2018,7,21,30,0,10,1,0,10.0,,1,1.0,
10394,1,73,6,2018,1,18,33,0,10,1,0,10.0,,1,1.0,1.0
10395,1,89,6,2018,3,20,8,0,1,1,0,18.0,,2,,
10396,1,27,6,2018,5,15,16,0,6,1,0,7.0,,1,,1.0
10397,1,121,6,2018,6,12,12,0,1,1,0,10.0,,2,,1.0
