ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
10001,1,5,1,2011,3,16,2,34,0,1,1,1,,,1,,
10002,1,73,1,2011,3,23,16,35,0,1,1,0,,,1,,
10003,1,97,1,2011,4,9,15,12,0,2,2,1,,,5,1.0,1.0
10005,1,15,1,2011,7,15,14,34,0,1,1,0,,,1,,1.0
10006,1,71,1,2011,7,6,2,34,0,1,1,0,,,2,,
10007,1,101,1,2011,3,18,12,30,0,1,1,0,,,3,,
10008,1,9,1,2011,5,4,5,42,0,1,2,0,,,2,,1.0
10009,1,97,1,2011,6,14,12,8,0,1,1,0,,,4,,
10010,1,71,1,2011,7,2,5,42,0,1,1,1,,,1,1.0,
10011,1,127,1,2011,7,6,2,12,0,2,1,0,,,2,,1.0
10012,1,83,1,2011,7,18,15,8,0,1,1,0,,,3,,
10013,1,89,1,2011,1,16,16,42,0,1,1,0,,,1,,
10014,1,79,1,2011,1,0,4,8,0,1,1,0,,,2,,
10015,1,7,1,2011,2,7,4,42,0,1,1,0,,,1,,
10016,1,89,1,2011,2,10,14,12,0,1,1,0,,,3,,
10017,1,45,1,2011,3,17,2,8,0,1,1,0,,,2,,
10018,1,115,1,2011,6,3,1,34,0,1,1,1,,,2,1.0,1.0
10019,1,77,1,2011,1,6,5,34,0,1,1,0,,,1,1.0,1.0
10020,1,85,1,2011,1,20,5,42,0,3,1,0,,,1,1.0,
10021,1,127,1,2011,3,13,3,34,0,2,1,0,,,2,1.0,
10022,1,113,1,2011,5,15,15,12,0,1,1,0,,,3,,
10023,1,65,1,2011,5,21,4,1,0,1,1,1,,,1,,
10024,1,129,1,2011,6,11,4,42,0,1,1,0,,,1,,
10025,1,123,1,2011,6,8,3,1,0,1,1,0,,,1,1.0,
10026,1,55,1,2011,7,13,15,42,0,10,1,1,,,1,1.0,1.0
10027,1,101,1,2011,7,8,11,12,0,1,1,0,,,3,1.0,
10028,1,77,1,2011,7,15,2,12,0,1,1,1,,,5,,1.0
10029,1,97,1,2011,7,18,14,12,0,1,1,0,,,5,,1.0
10030,1,97,1,2011,7,17,15,12,0,1,2,0,,,7,,
10031,1,97,1,2011,1,7,5,1,0,1,1,0,,,1,1.0,
10032,1,103,1,2011,1,22,6,42,0,1,1,0,,,1,1.0,1.0
10033,1,15,1,2011,2,22,6,42,0,1,1,0,,,1,1.0,
10034,1,51,1,2011,3,16,3,32,0,1,1,1,,,1,1.0,1.0
10035,1,81,1,2011,6,16,11,12,0,1,3,0,,,6,1.0,
10036,1,125,1,2011,6,11,5,12,0,1,1,0,,,2,,
10037,1,61,1,2011,6,22,3,34,0,1,1,1,,,1,,
10038,1,1,1,2011,7,0,12,12,0,1,1,1,,,3,,1.0
10039,1,61,1,2011,4,8,4,32,0,1,1,0,,,2,1.0,
10040,1,43,1,2011,4,22,2,12,0,1,1,0,,,4,,
10041,1,71,1,2011,6,3,2,8,0,1,1,1,,,2,,
10042,1,59,1,2011,6,21,2,12,0,1,1,1,30.0,,4,,1.0
10043,1,89,1,2011,1,17,15,8,0,1,1,0,,,2,,
10044,1,47,2,2011,3,7,2,12,0,1,1,0,2.0,25.0,2,,
10045,1,97,2,2011,4,19,12,8,0,10,1,2,2.0,,4,,
10046,1,73,2,2011,5,23,11,59,0,2,1,1,,,3,,1.0
10047,1,95,2,2011,3,11,3,8,0,2,1,0,,,2,,
10048,1,41,2,2011,7,0,4,35,0,2,1,1,23.0,19.0,1,1.0,
10049,1,73,1,2011,3,0,11,30,0,1,1,0,,,1,,
10050,1,73,1,2011,4,17,16,19,0,1,1,0,,,1,,
10051,1,73,2,2011,5,13,14,12,0,1,1,0,,,2,,2.0
10052,1,117,2,2011,4,17,14,12,0,1,1,0,21.0,24.0,3,,
10053,1,131,2,2011,5,19,3,42,0,1,1,1,,,1,1.0,
10054,1,115,2,2011,5,14,2,12,0,3,2,0,0.0,63.0,5,1.0,
10055,1,73,2,2011,5,19,11,24,0,3,1,0,,,1,1.0,
10056,1,77,2,2011,6,9,4,12,0,3,2,1,,,3,,1.0
10057,1,119,2,2011,6,2,1,42,0,3,1,0,15.0,32.0,4,1.0,
10058,1,79,2,2011,7,2,6,1,0,2,1,1,,,3,1.0,
10059,1,37,2,2011,1,15,3,12,0,1,1,0,26.0,121.0,4,,
10060,1,3,2,2011,1,4,2,12,0,1,1,0,5.0,27.0,4,,
10061,1,85,2,2011,2,2,4,42,0,1,1,1,14.0,,1,1.0,
10062,1,5,2,2011,3,6,4,12,0,1,2,0,20.0,,3,2.0,
10063,1,97,2,2011,5,19,14,42,0,1,1,1,21.0,,1,,
10064,1,3,2,2011,5,17,6,12,0,1,1,0,25.0,42.0,2,,
10065,1,115,2,2011,5,6,4,12,0,4,1,0,0.0,31.0,6,1.0,1.0
10066,1,83,2,2011,6,1,12,42,0,1,1,1,,,1,1.0,
10067,1,67,2,2011,6,14,6,42,0,1,1,0,,,3,1.0,
10068,1,71,2,2011,6,21,6,42,0,1,1,1,,,1,,
10069,1,71,2,2011,6,9,3,53,0,1,1,0,27.0,28.0,2,1.0,1.0
10070,1,81,2,2011,6,19,4,32,0,1,1,1,,,1,1.0,
10071,1,89,2,2011,6,18,15,12,0,1,1,0,15.0,26.0,4,1.0,
10072,1,119,2,2011,7,3,4,42,0,1,2,1,,,2,1.0,
10073,1,57,2,2011,1,19,2,12,0,1,2,0,23.0,,3,,
10074,1,35,2,2011,2,7,4,12,1,1,1,0,17.0,71.0,5,1.0,
10075,1,133,2,2011,3,12,2,1,0,1,1,1,13.0,,1,1.0,1.0
10076,1,89,2,2011,7,0,12,1,0,1,1,0,6.0,13.0,3,1.0,
10077,1,101,2,2011,5,11,12,12,0,1,1,0,,22.0,3,,
10078,1,95,2,2011,1,17,2,8,0,1,1,0,4.0,,7,,1.0
10079,1,97,2,2011,3,5,11,25,0,10,1,1,9.0,,3,,1.0
10080,1,73,2,2011,7,6,14,32,0,1,1,0,,,1,,
10081,1,125,1,2011,1,17,14,35,0,3,1,0,,,1,,1.0
10082,1,97,1,2011,7,18,4,12,0,1,1,0,14.0,35.0,8,,
10083,1,73,2,2011,2,12,12,12,0,1,1,0,5.0,30.0,4,,
10084,1,55,2,2011,4,7,5,12,0,1,1,0,,,3,,
10085,1,123,2,2011,7,17,6,58,0,1,1,0,31.0,15.0,1,,
10086,1,113,2,2011,5,16,4,12,0,1,1,0,,,2,1.0,
10087,1,53,2,2011,6,22,3,12,0,1,2,1,,,6,,1.0
10088,1,77,2,2011,6,12,3,12,0,10,1,0,,,2,,
10089,1,33,2,2011,6,15,12,12,0,10,1,0,,,3,,
10090,1,3,2,2011,7,17,1,1,0,1,1,1,30.0,15.0,3,,
10091,1,47,2,2011,2,0,5,8,0,1,1,0,,,2,,
10092,1,121,2,2011,2,15,2,1,0,1,1,0,,,1,1.0,
10093,1,25,2,2011,3,18,4,42,0,1,1,1,,,1,1.0,
10094,1,35,2,2011,3,10,1,1,0,1,1,0,8.0,21.0,3,,1.0
10095,1,125,2,2011,3,11,14,12,0,1,2,0,,,6,1.0,1.0
10096,1,95,2,2011,3,21,5,9,0,1,1,1,,,2,,1.0
10097,1,85,2,2011,5,5,6,8,0,10,1,0,0.0,,2,,
10098,1,43,2,2011,7,14,2,12,0,1,2,0,12.0,44.0,6,1.0,
10099,1,13,2,2011,1,21,5,11,0,1,1,1,,,1,1.0,
10100,1,73,2,2011,2,15,12,12,0,1,1,0,,,2,,
10101,1,95,3,2011,6,18,2,8,0,1,1,0,4.0,26.0,3,,
10102,1,97,3,2011,4,17,15,35,0,1,1,1,14.0,22.0,1,1.0,1.0
10103,1,3,3,2011,5,21,1,25,0,1,1,0,18.0,12.0,3,,
10104,1,33,3,2011,5,17,12,12,0,10,1,0,,,4,,
10105,1,101,3,2011,7,2,12,12,0,2,1,1,,29.0,3,,
10106,1,119,3,2011,7,13,4,42,0,2,1,0,,,1,1.0,
10107,1,83,3,2011,1,21,4,1,0,1,1,1,18.0,38.0,1,,
10108,1,97,3,2011,7,10,11,12,0,10,1,0,20.0,11.0,7,1.0,
10109,1,109,3,2011,2,17,3,12,0,1,3,0,9.0,24.0,3,,
10110,1,129,3,2011,3,11,6,12,0,1,2,0,25.0,36.0,4,1.0,
10111,1,111,3,2011,6,18,3,12,0,1,1,0,5.0,30.0,3,,
10112,1,81,3,2011,2,16,5,1,0,1,1,0,,,1,,1.0
10113,1,97,3,2011,1,20,12,12,0,1,1,1,4.0,30.0,4,1.0,1.0
10114,1,97,3,2011,2,15,14,12,0,1,1,0,9.0,22.0,5,,
10115,1,93,3,2011,5,7,4,12,0,1,1,0,18.0,36.0,2,,
10116,1,77,3,2011,5,20,16,1,0,1,1,1,,,1,,1.0
10117,1,125,2,2011,4,8,12,12,0,1,1,0,3.0,,2,,
10118,1,97,2,2011,4,20,99,12,0,10,1,1,28.0,34.0,3,,
10119,1,97,2,2011,6,22,16,12,0,1,1,0,7.0,,2,1.0,2.0
10120,1,73,2,2011,4,1,13,12,0,1,1,0,8.0,29.0,4,1.0,
10121,1,125,3,2011,6,5,12,8,0,1,1,0,4.0,,4,,
10122,1,43,3,2011,3,10,2,12,0,10,1,0,,,4,1.0,
10123,1,87,3,2011,5,6,6,35,0,10,1,1,,,1,1.0,
10124,1,89,3,2011,1,18,14,12,0,10,1,0,7.0,24.0,4,,
10125,1,71,3,2011,3,18,6,42,0,1,1,0,,,1,1.0,
10126,1,15,3,2011,4,10,5,12,0,1,1,0,50.0,39.0,2,,
10127,1,97,3,2011,6,17,14,12,0,10,1,0,9.0,,3,,
10128,1,47,3,2011,7,5,4,42,0,2,1,1,23.0,,1,,
10129,1,21,3,2011,7,18,3,33,0,2,1,0,9.0,,1,1.0,
10130,1,7,3,2011,7,13,2,12,0,2,1,0,11.0,55.0,5,1.0,
10131,1,91,3,2011,1,3,4,19,0,2,1,0,,,1,1.0,
10132,1,9,3,2011,4,5,6,34,0,2,1,0,,,1,1.0,1.0
10133,1,97,3,2011,7,4,15,59,0,1,1,0,11.0,,1,1.0,
10134,1,53,3,2011,7,3,4,38,0,1,1,1,17.0,,1,1.0,
10135,1,83,3,2011,1,13,12,12,0,10,1,0,10.0,26.0,9,,
10136,1,71,3,2011,4,22,2,1,0,1,1,0,,,1,,
10137,1,89,3,2011,7,2,14,12,0,10,1,0,5.0,26.0,2,1.0,
10138,1,73,3,2011,1,0,11,12,0,1,1,0,11.0,30.0,2,,1.0
10139,1,21,3,2011,1,17,4,12,0,1,1,0,,,6,,
10140,1,13,3,2011,2,12,5,1,0,1,1,0,4.0,8.0,1,,
10141,1,55,3,2011,4,5,12,12,0,1,1,1,,,2,,
10142,1,97,3,2011,6,20,12,8,0,1,1,0,3.0,17.0,2,,
10143,1,97,3,2011,6,19,14,8,0,1,1,0,7.0,12.0,3,,
10144,1,97,3,2011,7,4,14,30,0,5,1,1,6.0,,1,1.0,
10145,1,71,3,2011,6,2,2,12,0,1,1,1,14.0,2.0,2,1.0,
10146,1,67,3,2011,7,4,4,42,0,1,3,0,,,3,,
10147,1,105,3,2011,7,23,4,12,0,1,1,1,,,3,,
10148,1,127,3,2011,7,2,3,52,0,1,1,0,,,1,,
10149,1,33,3,2011,1,3,15,42,0,1,1,0,,,1,1.0,
10150,1,97,3,2011,2,7,11,1,0,1,1,0,,,4,,
10151,1,91,3,2011,3,11,3,35,0,1,1,0,,,1,,
10152,1,9,3,2011,4,5,3,12,0,1,1,0,,,1,,1.0
10153,1,89,3,2011,4,0,12,59,0,1,1,0,12.0,,2,,
10154,1,125,3,2011,5,9,14,12,0,1,1,0,8.0,,2,,
10155,1,95,3,2011,5,8,4,12,0,10,1,0,,,2,,
10156,1,9,3,2011,6,5,3,1,0,1,1,0,,,1,,
10157,1,73,3,2011,6,17,11,1,0,1,1,0,0.0,33.0,5,,
10158,1,97,3,2011,6,3,4,35,0,1,1,1,,,2,,
10159,1,71,3,2011,6,14,3,12,0,1,1,1,8.0,,2,1.0,
10160,1,21,3,2011,7,15,1,12,0,2,5,1,19.0,51.0,8,2.0,
10161,1,131,3,2011,7,6,5,1,0,1,1,0,,,1,,
10162,1,55,3,2011,1,13,2,12,0,10,1,0,4.0,,6,,
10163,1,39,3,2011,1,13,5,12,0,2,1,0,,,2,1.0,
10164,1,121,3,2011,2,14,5,12,0,10,1,0,18.0,,3,,
10165,1,133,3,2011,3,6,5,12,0,10,1,0,28.0,79.0,2,,
10166,1,97,3,2011,3,15,5,42,0,10,1,0,10.0,21.0,3,,
10167,1,7,3,2011,4,14,6,42,0,1,1,0,,,1,,
10168,1,121,4,2011,7,0,1,12,0,1,1,1,,,2,1.0,
10169,1,57,4,2011,7,21,2,34,0,1,1,1,22.0,37.0,1,1.0,
10170,1,101,2,2011,7,0,14,8,0,1,1,1,8.0,,4,,
10171,1,73,2,2011,4,0,12,8,0,1,1,0,,,3,,
10172,1,73,3,2011,3,2,15,30,4,1,1,0,,,1,,
10173,1,87,3,2011,4,23,4,42,0,1,1,0,,,2,1.0,
10174,1,115,3,2011,1,17,4,12,0,1,1,1,21.0,26.0,5,,
10175,1,73,4,2011,7,6,11,24,0,1,1,0,8.0,,1,1.0,
10176,1,73,3,2011,3,11,11,12,0,10,1,0,2.0,,2,,
10177,1,73,3,2011,2,7,12,12,0,1,1,0,4.0,54.0,2,,
10178,1,73,4,2011,7,15,11,12,0,1,1,0,8.0,36.0,3,1.0,
10179,1,81,4,2011,6,7,11,12,0,10,1,0,2.0,,2,,
10180,1,33,4,2011,6,16,16,53,0,1,1,0,,,1,,
10181,1,43,4,2011,2,17,6,53,0,10,1,1,7.0,38.0,3,1.0,
10182,1,115,4,2011,6,7,1,59,0,10,1,0,,,1,,
10183,1,37,4,2011,4,16,3,12,2,1,2,1,8.0,28.0,7,1.0,1.0
10184,1,129,4,2011,4,20,6,8,0,1,1,0,,,2,1.0,1.0
10185,1,33,4,2011,7,10,12,35,0,1,1,0,,,1,,
10186,1,63,4,2011,7,2,4,42,0,10,1,0,,,1,1.0,
10187,1,101,4,2011,7,9,14,12,0,10,1,0,2.0,42.0,4,,
10188,1,97,4,2011,1,23,4,1,0,1,2,1,,,2,,
10189,1,7,4,2011,4,22,4,42,0,1,1,0,,,1,1.0,
10190,1,97,4,2011,6,0,14,34,0,10,1,1,27.0,,1,,
10191,1,55,4,2011,5,12,12,12,0,1,1,0,3.0,,2,,
10192,1,117,4,2011,4,12,14,12,1,1,1,1,10.0,32.0,3,1.0,
10193,1,77,4,2011,1,6,4,32,0,1,1,0,,,1,,
10194,1,31,4,2011,2,14,5,38,0,1,1,0,,,1,1.0,
10195,1,97,4,2011,2,8,14,12,0,10,1,0,7.0,10.0,3,,
10196,1,111,4,2011,3,21,4,1,0,1,1,0,,,1,,
10197,1,89,4,2011,3,20,15,8,0,1,1,0,14.0,16.0,2,,
10198,1,1,4,2011,5,2,2,42,0,1,1,0,21.0,,1,1.0,
10199,1,89,4,2011,6,23,12,12,0,1,1,0,,,5,,
10200,1,55,4,2011,7,19,6,34,0,10,1,1,,,1,1.0,
10201,1,97,4,2011,7,14,12,12,0,1,1,1,13.0,19.0,3,,1.0
10202,1,121,4,2011,3,12,6,32,0,1,1,0,,,2,1.0,
10203,1,89,4,2011,4,16,15,12,0,1,1,0,8.0,53.0,2,,
10204,1,127,4,2011,7,23,3,12,0,1,1,0,,,4,,
10205,1,83,4,2011,7,13,2,12,0,1,1,0,24.0,37.0,9,,
10206,1,25,4,2011,7,19,4,1,0,1,1,1,36.0,,1,1.0,
10207,1,49,4,2011,4,2,3,52,0,99,1,0,,,1,,
10208,1,73,4,2011,7,0,15,30,4,1,1,0,27.0,21.0,2,1.0,
10209,1,65,4,2011,1,14,4,38,0,1,1,1,,,1,,
10210,1,63,4,2011,6,12,5,42,0,10,1,1,9.0,34.0,1,1.0,
10211,1,87,4,2011,7,6,6,42,0,1,1,1,18.0,54.0,1,1.0,
10212,1,123,4,2011,2,20,6,1,0,1,1,1,,,1,,
10213,1,87,4,2011,4,8,2,12,0,1,1,0,16.0,43.0,2,,
10214,1,33,4,2011,6,22,12,8,0,1,1,0,,,2,,
10215,1,15,4,2011,7,7,11,12,0,10,1,0,,,9,,
10216,1,29,4,2011,1,19,5,34,0,1,1,1,,,1,,
10217,1,127,4,2011,6,11,3,12,0,1,1,0,0.0,81.0,5,,
10218,1,73,4,2011,1,19,15,8,0,1,1,0,6.0,,2,,
10219,1,45,5,2011,5,7,5,12,0,1,1,0,9.0,,2,1.0,
10220,1,117,5,2011,6,8,14,12,0,1,1,0,,,2,,
10221,1,97,5,2011,7,17,14,30,0,1,1,1,9.0,12.0,1,1.0,1.0
10222,1,127,5,2011,2,8,5,42,0,10,1,0,28.0,35.0,4,,
10223,1,73,5,2011,5,21,14,12,0,1,1,0,,,3,,
10224,1,73,5,2011,6,13,11,52,0,1,1,0,,,1,,1.0
10225,1,13,5,2011,1,8,1,12,0,1,1,0,8.0,22.0,2,,
10226,1,73,4,2011,6,0,14,30,0,10,1,0,9.0,,1,,
10227,1,73,6,2011,5,14,16,10,0,1,1,0,,,1,,
10228,1,33,4,2011,7,22,12,8,0,1,1,0,,,2,,1.0
10229,1,73,5,2011,6,15,15,1,0,10,1,0,7.0,31.0,4,1.0,
10230,1,127,5,2011,2,20,6,42,0,1,1,0,,,1,1.0,
10231,1,133,4,2011,2,21,4,12,0,10,2,1,34.0,,4,,
10232,1,43,5,2011,4,17,12,23,0,1,1,0,,,9,,
10233,1,81,4,2011,7,19,4,42,0,1,1,1,,,1,1.0,
10234,1,47,4,2011,1,19,6,12,0,1,1,0,,,5,,
10235,1,83,4,2011,2,9,6,12,0,1,2,0,,,3,,
10236,1,17,5,2011,6,4,2,12,0,1,1,0,28.0,34.0,3,,
10237,1,21,5,2011,7,19,4,30,0,1,2,1,,,2,1.0,
10238,1,99,5,2011,7,22,4,8,0,1,1,0,,,2,,1.0
10239,1,105,5,2011,7,4,4,8,0,1,1,1,,,2,,
10240,1,33,5,2011,1,13,4,12,0,1,1,0,,,2,,
10241,1,15,5,2011,2,14,6,35,0,1,1,1,34.0,48.0,2,1.0,
10242,1,77,5,2011,2,15,15,8,0,1,1,0,16.0,,2,,
10243,1,15,5,2011,4,18,6,42,0,1,1,0,10.0,20.0,4,1.0,
10244,1,81,5,2011,4,5,11,42,0,1,1,0,9.0,25.0,1,,
10245,1,43,5,2011,6,10,6,42,0,2,1,0,,,1,1.0,
10246,1,75,5,2011,4,23,3,42,0,1,1,1,,,2,1.0,1.0
10247,1,97,5,2011,1,19,14,34,0,1,1,1,6.0,40.0,2,,
10248,1,41,5,2011,1,0,2,53,0,1,1,1,7.0,13.0,2,1.0,
10249,1,81,5,2011,1,15,4,12,0,1,1,0,,,5,,
10250,1,97,5,2011,2,6,4,42,0,1,1,0,,,1,,
10251,1,21,5,2011,2,13,4,1,0,10,1,1,7.0,,1,,
10252,1,99,5,2011,3,20,4,1,0,1,1,0,,,1,,
10253,1,53,3,2011,1,21,6,58,0,1,1,1,37.0,26.0,3,,1.0
10254,1,97,5,2011,3,2,4,43,0,1,1,1,,,1,,1.0
10255,1,97,5,2011,4,19,15,53,0,1,1,1,18.0,,2,1.0,1.0
10256,1,95,5,2011,1,99,12,33,0,10,1,1,5.0,,1,,
10257,1,43,5,2011,5,13,12,12,0,1,1,0,,,3,,
10258,1,97,5,2011,7,22,12,12,0,1,1,1,,,2,,
10259,1,95,5,2011,3,21,12,18,0,1,1,1,,,1,1.0,
10260,1,95,5,2011,2,8,14,12,0,10,1,0,26.0,35.0,3,,
10261,1,73,5,2011,1,11,12,32,0,1,1,0,4.0,,1,,
10262,1,91,5,2011,5,14,12,12,0,2,1,0,24.0,29.0,3,,
10263,1,3,5,2011,3,18,12,12,0,1,1,0,3.0,,6,,
10264,1,49,6,2011,2,13,12,9,0,1,1,0,,,2,,
10265,1,101,5,2011,1,9,14,12,0,1,1,0,12.0,37.0,6,,
10266,1,3,5,2011,2,13,2,12,0,1,1,0,21.0,20.0,2,,
10267,1,45,5,2011,6,9,14,12,0,10,1,0,,,2,,
10268,1,89,5,2011,2,8,15,8,0,10,1,0,4.0,16.0,2,,
10269,1,43,5,2011,4,0,1,8,0,1,1,0,,,3,,
10270,1,115,5,2011,6,3,1,23,0,1,1,1,9.0,,1,1.0,
10271,1,1,5,2011,6,12,2,12,0,1,1,1,20.0,,2,1.0,
10272,1,55,5,2011,7,20,2,42,0,1,1,0,,,2,,
10273,1,55,5,2011,7,22,6,42,0,1,1,1,,,3,1.0,
10274,1,61,5,2011,7,10,4,12,0,1,1,0,7.0,32.0,2,1.0,
10275,1,51,5,2011,7,19,5,34,0,1,2,1,,,2,1.0,
10276,1,99,5,2011,7,10,3,41,0,1,1,0,,38.0,2,,
10277,1,125,5,2011,7,14,14,12,0,1,1,0,,,2,,
10278,1,119,5,2011,7,21,4,12,0,1,1,1,28.0,,6,,
10279,1,89,5,2011,2,6,15,53,0,1,1,1,,,1,1.0,1.0
10280,1,81,5,2011,2,18,6,35,0,1,1,1,,,1,1.0,
10281,1,129,5,2011,7,16,6,10,0,1,1,0,,,4,,
10282,1,89,5,2011,7,20,16,9,0,1,1,1,17.0,29.0,3,1.0,
10283,1,27,5,2011,2,19,4,1,0,1,1,1,15.0,34.0,2,1.0,
10284,1,109,5,2011,3,2,3,1,0,1,1,1,,,1,1.0,
10285,1,83,6,2011,4,16,12,58,0,1,3,0,12.0,,6,1.0,
10286,1,21,6,2011,5,0,4,35,0,1,1,0,21.0,,1,1.0,
10287,1,125,6,2011,5,13,15,30,0,1,1,0,,,1,,
10288,1,43,6,2011,6,19,1,42,0,1,1,0,,,3,,
10289,1,43,6,2011,1,16,1,12,0,1,1,0,10.0,44.0,6,1.0,
10290,1,23,6,2011,2,16,4,12,0,1,1,0,,,6,,
10291,1,69,6,2011,2,14,12,12,0,1,1,0,1.0,14.0,5,,
10292,1,69,6,2011,4,6,6,42,0,1,1,0,,,1,,1.0
10293,1,113,6,2011,6,19,4,42,0,1,1,0,,,1,,1.0
10294,1,65,6,2011,6,5,6,38,0,1,1,0,,,1,,1.0
10295,1,117,6,2011,6,12,3,12,0,10,3,0,24.0,43.0,5,,1.0
10296,1,9,6,2011,1,13,2,12,0,1,1,0,29.0,31.0,3,,
10297,1,37,6,2011,1,18,3,34,0,10,1,1,,,1,,
10298,1,125,4,2011,1,1,14,42,0,1,1,0,14.0,,1,,1.0
10299,1,41,6,2011,7,8,2,33,0,1,1,0,6.0,6.0,1,,
10300,1,51,6,2011,1,23,11,12,0,1,1,1,,,12,1.0,
10301,1,101,5,2011,3,23,12,8,0,1,1,0,,,2,,
10302,1,133,6,2011,7,19,12,12,0,1,1,0,3.0,20.0,3,,2.0
10303,1,89,6,2011,4,11,12,12,0,2,1,0,6.0,25.0,4,,
10304,1,73,5,2011,4,16,11,12,0,1,4,0,,,8,,
10305,1,103,5,2011,5,6,3,12,0,10,2,0,11.0,28.0,4,,
10306,1,103,5,2011,5,21,6,1,0,1,1,0,18.0,,1,1.0,
10307,1,115,5,2011,6,5,1,1,0,10,1,1,8.0,,1,1.0,
10308,1,125,5,2011,7,17,16,42,0,1,1,1,,,2,,
10309,1,89,5,2011,7,14,15,42,0,1,1,0,,,1,,
10310,1,51,5,2011,1,17,6,1,0,1,1,1,14.0,25.0,1,1.0,
10311,1,121,5,2011,1,17,5,42,0,1,1,1,,,1,1.0,
10312,1,55,5,2011,1,19,4,34,0,1,1,1,,,2,,
10313,1,97,5,2011,1,6,1,12,1,5,1,0,20.0,,4,,
10314,1,17,5,2011,2,19,6,42,0,1,1,1,11.0,33.0,2,1.0,
10315,1,39,6,2011,4,23,3,32,0,1,1,1,,,1,,
10316,1,71,6,2011,5,7,4,1,0,1,1,0,21.0,,1,,
10317,1,39,6,2011,6,21,5,41,0,1,1,1,12.0,,1,,
10318,1,7,6,2011,7,0,6,42,0,1,2,1,,,7,1.0,
10319,1,21,6,2011,1,14,1,12,0,1,1,0,8.0,,3,,
10320,1,127,6,2011,3,9,2,1,0,1,1,0,,65.0,1,,
10321,1,89,6,2011,4,10,15,12,0,1,1,0,10.0,21.0,2,,1.0
10322,1,39,6,2011,4,99,2,1,0,1,1,0,6.0,9.0,1,,
10323,1,51,6,2011,6,5,4,1,0,1,1,1,,,2,1.0,
10324,1,113,6,2011,7,18,12,1,0,1,1,0,6.0,29.0,3,,
10325,1,131,6,2011,7,16,4,12,0,1,2,1,,,2,1.0,2.0
10326,1,1,6,2011,7,23,3,12,0,1,1,1,,,2,,
10327,1,103,6,2011,1,10,12,12,0,1,1,1,15.0,35.0,2,,1.0
10328,1,79,6,2011,1,1,4,32,0,1,1,1,37.0,28.0,2,1.0,1.0
10329,1,73,6,2011,1,3,11,12,0,1,1,0,8.0,,2,,2.0
10330,1,125,6,2011,3,14,15,32,0,2,1,0,17.0,,3,1.0,
10331,1,3,6,2011,5,12,6,9,0,1,1,0,,,2,,
10332,1,73,6,2011,6,16,4,42,0,10,1,0,8.0,29.0,1,,
10333,1,103,6,2011,7,6,6,34,0,1,1,0,21.0,48.0,1,1.0,
10334,1,97,6,2011,1,5,3,34,0,1,1,1,15.0,,1,,
10335,1,15,6,2011,7,21,1,12,0,1,1,0,,,10,1.0,
10336,1,69,6,2011,2,20,12,12,0,1,1,0,5.0,20.0,2,,
10337,1,9,6,2011,2,21,2,18,0,1,1,0,9.0,,1,,
10338,1,53,6,2011,3,7,3,12,0,10,1,1,7.0,25.0,3,1.0,
10339,1,59,6,2011,3,21,4,12,0,1,2,1,10.0,39.0,2,,1.0
10340,1,37,6,2011,4,20,2,42,0,1,1,1,,,1,1.0,
10341,1,3,6,2011,1,6,5,1,0,1,1,1,,,1,1.0,1.0
10342,1,37,6,2011,1,9,6,35,0,10,1,1,,,1,1.0,
10343,1,101,6,2011,1,4,14,33,0,1,1,0,10.0,26.0,2,,
10344,1,97,6,2011,1,4,4,42,0,1,1,1,,,1,,
10345,1,29,6,2011,2,17,3,42,0,1,1,0,,,1,1.0,
10346,1,33,6,2011,2,23,12,8,0,1,1,0,,,4,,
10347,1,3,6,2011,3,12,14,12,0,1,1,0,7.0,,2,,
10348,1,101,6,2011,3,21,4,12,0,1,1,1,,,2,1.0,
10349,1,51,6,2011,3,16,4,12,0,1,1,0,,,4,,
10350,1,39,6,2011,3,18,4,12,0,1,3,0,27.0,45.0,6,,
10351,1,25,6,2011,4,20,2,12,0,1,1,1,,,3,,1.0
10352,1,103,6,2011,4,11,5,12,0,1,1,0,11.0,22.0,2,,1.0
10353,1,77,6,2011,5,7,12,12,0,1,1,0,,,2,,1.0
10354,1,115,6,2011,6,3,3,32,0,1,1,1,11.0,,1,1.0,
10355,1,73,6,2011,1,17,3,1,0,1,1,0,6.0,15.0,1,1.0,
10356,1,73,6,2011,2,15,2,1,0,1,1,0,5.0,40.0,2,,
10357,1,85,6,2011,2,6,1,12,0,1,1,0,22.0,130.0,2,,
10358,1,53,6,2011,3,17,2,1,0,10,1,0,10.0,24.0,2,,
10359,1,73,6,2011,7,23,11,8,0,1,1,1,,,2,,1.0
10360,1,107,6,2011,4,21,3,43,0,1,1,1,,,1,,
10361,1,103,3,2011,3,18,11,12,0,1,1,0,4.0,14.0,10,,
10362,1,15,6,2011,1,1,14,12,0,10,1,1,,,3,,2.0
10363,1,25,6,2011,6,17,2,12,0,1,1,0,19.0,26.0,2,,
10364,1,17,6,2011,6,3,15,43,0,1,1,1,5.0,,1,,1.0
10365,1,101,6,2011,7,22,12,42,0,1,1,1,,,1,,
10366,1,79,6,2011,3,23,12,8,0,1,1,0,,,5,,
