ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
10060,1,95,2,2013,7,21,6,8,0,1,1,0,,,2,,
10061,1,21,2,2013,7,23,3,12,0,10,1,2,,,5,,1.0
10062,1,9,2,2013,1,5,2,12,0,10,1,0,,,2,,
10063,1,15,2,2013,1,22,16,33,0,1,1,0,,,1,1.0,
10064,1,71,2,2013,2,11,6,18,0,10,1,0,,,1,,
10065,1,71,2,2013,3,10,3,12,0,1,1,0,,,3,,
10066,1,77,2,2013,4,20,3,42,0,10,1,0,,,1,1.0,1.0
10067,1,97,2,2013,4,23,6,12,0,2,1,1,,,3,,1.0
10068,1,89,2,2013,6,11,15,59,0,10,1,0,,,1,1.0,
10069,1,47,2,2013,6,16,2,46,0,10,1,1,,,1,,1.0
10070,1,65,2,2013,7,2,3,34,0,1,1,1,,,1,,
10071,1,125,2,2013,1,14,16,8,0,2,1,0,,,3,,
10072,1,73,2,2013,4,17,14,12,0,1,1,0,,,5,,
10073,1,97,2,2013,7,21,11,43,0,1,1,1,,,2,1.0,
10074,1,73,1,2013,2,18,5,12,0,10,1,0,,,4,,1.0
10075,1,63,1,2013,6,7,11,14,0,1,1,0,,,4,1.0,
10076,1,73,1,2013,4,2,14,33,0,1,1,0,,,1,1.0,
10077,1,123,1,2013,5,11,4,35,0,1,1,0,,,1,,
10078,1,73,1,2013,6,17,15,17,0,10,2,0,,,5,,
10079,1,125,1,2013,1,3,14,42,0,1,1,1,,,1,,1.0
10080,1,73,2,2013,7,5,11,24,0,1,1,0,,,1,,
10081,1,73,2,2013,3,19,13,12,0,1,2,0,,,5,1.0,
10082,1,3,2,2013,4,10,2,12,0,1,1,0,,,3,,
10083,1,3,2,2013,5,17,4,42,0,1,1,1,,,1,,
10084,1,115,2,2013,6,17,6,34,0,1,1,1,,,2,,
10085,1,73,2,2013,2,17,5,42,0,2,1,0,,,1,,
10086,1,3,2,2013,2,12,13,12,0,2,1,0,,,4,,
10087,1,73,2,2013,3,11,11,1,0,2,1,0,,,1,,
10088,1,43,2,2013,7,0,1,34,0,1,1,1,,,1,1.0,
10089,1,79,2,2013,7,20,2,34,0,1,1,1,,,2,1.0,1.0
10090,1,109,2,2013,7,10,3,38,0,1,1,0,,,1,,
10091,1,21,2,2013,1,7,3,42,0,1,1,0,,,1,,
10092,1,101,2,2013,2,7,4,12,0,1,2,0,,,2,,1.0
10093,1,19,2,2013,5,23,6,42,0,2,1,0,,,2,1.0,
10094,1,97,2,2013,1,2,4,34,0,10,1,1,,,1,1.0,
10095,1,115,2,2013,1,0,6,42,0,10,1,1,,,2,1.0,
10096,1,101,2,2013,1,20,14,40,0,1,1,1,,,1,,1.0
10097,1,9,2,2013,5,12,3,42,0,1,1,0,,,2,1.0,
10098,1,125,2,2013,4,2,14,30,0,1,1,1,,,1,,
10099,1,3,2,2013,5,4,4,42,0,1,1,1,,,1,1.0,1.0
10100,1,43,2,2013,7,11,4,42,0,10,1,0,,,2,1.0,
10101,1,117,2,2013,1,12,3,38,0,1,1,0,,,1,,
10102,1,63,2,2013,4,22,6,42,0,1,1,1,,,2,1.0,1.0
10103,1,21,2,2013,5,14,1,12,0,10,1,0,,,5,,1.0
10104,1,97,2,2013,5,15,14,12,0,1,1,0,,,8,,1.0
10105,1,97,3,2013,1,6,14,35,0,10,1,1,,,1,,
10106,1,103,2,2013,3,22,3,53,0,1,1,1,,,1,1.0,
10107,1,69,2,2013,2,18,13,23,0,2,1,0,,,1,,
10108,1,99,2,2013,3,22,4,42,0,10,1,1,,,1,1.0,
10109,1,105,2,2013,5,19,4,12,0,10,1,0,,,3,,
10110,1,55,3,2013,1,1,13,32,0,1,1,0,,,1,1.0,
10111,1,73,3,2013,2,16,15,39,0,10,1,0,,,1,,
10112,1,121,3,2013,6,23,2,12,0,1,2,1,,,7,,2.0
10113,1,97,3,2013,1,18,13,8,0,1,1,0,,,2,,
10114,1,55,3,2013,1,19,13,12,0,1,1,1,,,3,,1.0
10115,1,7,3,2013,1,23,2,1,0,10,1,0,,,3,,
10116,1,63,3,2013,1,12,4,19,0,1,1,0,,,1,,
10117,1,93,3,2013,3,18,5,30,0,1,1,0,,,1,1.0,
10118,1,91,3,2013,3,13,2,32,0,2,1,0,,,1,,
10119,1,23,3,2013,4,9,2,1,0,1,1,1,,,1,1.0,
10120,1,113,3,2013,5,7,6,5,0,1,1,0,,,1,,
10121,1,93,3,2013,6,10,3,12,0,1,1,0,,,3,,1.0
10122,1,115,3,2013,1,3,4,8,0,1,2,1,,,2,,
10123,1,1,3,2013,6,15,3,12,0,1,2,0,,,4,,
10124,1,73,3,2013,7,0,14,42,0,10,1,0,,,1,1.0,
10125,1,101,2,2013,3,3,13,12,0,10,1,1,,,5,,1.0
10126,1,93,3,2013,4,14,4,32,0,1,1,1,,,3,1.0,1.0
10127,1,101,3,2013,7,22,13,1,0,1,1,1,,,1,,
10128,1,3,3,2013,1,14,2,8,0,10,1,0,,,3,,
10129,1,119,3,2013,1,16,6,1,0,1,1,1,,,1,,
10130,1,97,3,2013,2,14,14,12,0,1,1,0,,,15,,
10131,1,5,3,2013,2,19,3,32,0,2,1,0,,,2,1.0,
10132,1,133,3,2013,3,15,6,42,0,1,1,0,,,2,1.0,
10133,1,111,3,2013,4,9,2,52,0,1,1,0,,,2,,
10134,1,17,3,2013,4,9,4,32,0,1,1,0,,,1,1.0,
10135,1,97,3,2013,5,6,11,8,0,1,1,0,,,2,,
10136,1,117,3,2013,6,11,14,12,0,1,1,0,,,3,,
10137,1,87,3,2013,7,20,4,32,0,1,1,1,,,2,1.0,
10138,1,51,3,2013,1,20,3,42,0,10,1,0,,,1,,
10139,1,127,3,2013,2,7,6,42,0,2,1,0,,,1,1.0,
10140,1,127,3,2013,2,8,3,12,0,2,2,0,,,3,,
10141,1,29,3,2013,5,17,3,12,0,1,3,0,,,3,,
10142,1,91,3,2013,6,6,2,42,0,10,1,1,,,1,,
10143,1,37,3,2013,6,21,2,12,0,10,2,0,,,5,1.0,
10144,1,55,3,2013,5,15,2,12,0,1,1,0,,,2,,
10145,1,73,2,2013,3,18,13,8,0,2,1,0,,,5,,
10146,1,73,2,2013,5,5,13,12,0,10,1,0,,,4,,
10147,1,55,3,2013,2,10,11,12,0,1,1,0,,,3,,
10148,1,23,3,2013,3,7,3,12,0,1,1,1,,,3,,1.0
10149,1,91,3,2013,5,3,2,12,0,1,1,1,,,2,,1.0
10150,1,97,3,2013,3,7,1,24,0,1,1,0,,,2,,
10151,1,73,2,2013,7,5,14,53,0,5,1,1,,,2,,
10152,1,121,3,2013,3,13,2,12,0,2,1,0,,,5,,
10153,1,45,3,2013,6,22,2,12,0,1,1,1,,,2,,1.0
10154,1,97,3,2013,7,1,11,1,0,1,1,0,,,1,,
10155,1,73,3,2013,6,15,11,12,0,1,1,0,,,3,,
10156,1,33,3,2013,7,1,6,8,0,1,1,0,,,4,,
10157,1,101,3,2013,2,23,1,52,0,10,1,1,,,3,,1.0
10158,1,27,3,2013,2,15,3,35,0,2,1,0,,,2,,
10159,1,3,3,2013,1,12,4,1,0,1,1,0,,,1,,
10160,1,103,3,2013,7,4,2,19,0,2,1,0,,,1,1.0,
10161,1,65,3,2013,1,19,4,42,0,1,1,1,,,1,,
10162,1,83,3,2013,3,2,11,12,0,10,1,1,,,2,,
10163,1,89,3,2013,4,0,13,42,0,1,1,0,,,1,1.0,
10164,1,111,3,2013,5,17,4,38,0,1,1,1,,,1,,1.0
10165,1,97,3,2013,6,23,16,12,0,1,2,1,,,3,1.0,
10166,1,89,3,2013,1,12,14,12,0,2,1,0,,,2,,
10167,1,121,1,2013,3,7,13,12,0,10,1,0,,,3,,
10168,1,111,3,2013,1,16,5,34,0,1,1,0,,,1,1.0,
10169,1,131,3,2013,2,13,3,12,2,1,1,0,,,2,,
10170,1,65,3,2013,3,17,3,42,0,1,1,0,,,3,1.0,
10171,1,115,3,2013,3,13,14,42,0,10,1,0,,,2,,
10172,1,39,3,2013,5,21,3,12,0,1,1,0,,,3,,
10173,1,1,3,2013,7,12,1,12,0,1,1,0,,,6,,
10174,1,31,3,2013,6,8,2,12,0,1,1,0,,,2,,
10175,1,3,4,2013,2,16,13,12,0,1,1,0,,,11,,
10176,1,73,4,2013,3,17,13,12,0,1,1,0,,,3,,1.0
10177,1,35,4,2013,5,7,4,12,0,2,2,0,,,2,,
10178,1,23,4,2013,6,12,2,12,0,1,1,0,,,2,,
10179,1,9,4,2013,6,14,3,12,0,1,2,0,,,6,,
10180,1,41,4,2013,6,8,2,42,0,10,1,0,,,1,,
10181,1,97,4,2013,7,15,15,12,0,1,1,0,,,4,,
10182,1,113,4,2013,7,4,2,1,0,1,1,0,,,1,,
10183,1,9,4,2013,7,21,6,12,0,1,2,0,,,3,,1.0
10184,1,49,4,2013,7,4,4,23,0,1,1,1,,,1,,1.0
10185,1,117,4,2013,7,18,4,42,0,1,1,0,,,1,1.0,
10186,1,83,4,2013,1,19,1,12,0,1,1,0,,,2,1.0,1.0
10187,1,97,4,2013,1,0,15,8,0,1,1,0,,,2,,
10188,1,25,4,2013,2,7,4,12,0,5,1,0,,,3,,
10189,1,127,4,2013,6,14,1,1,0,1,1,0,,,1,,
10190,1,65,4,2013,6,16,6,42,0,1,1,0,,,2,1.0,1.0
10191,1,125,4,2013,6,12,13,12,0,1,1,0,,,2,,
10192,1,89,4,2013,7,16,13,24,0,1,1,0,,,1,,
10193,1,1,4,2013,2,3,2,34,0,2,1,0,,,2,,
10194,1,89,4,2013,3,14,12,1,0,10,1,0,,,1,1.0,
10195,1,55,4,2013,5,10,13,30,0,1,1,0,,,1,,1.0
10196,1,51,4,2013,2,12,3,42,0,1,1,0,,,1,,
10197,1,123,4,2013,6,23,14,12,0,1,2,1,,,4,1.0,1.0
10198,1,97,4,2013,6,3,14,30,0,1,1,0,,,3,1.0,1.0
10199,1,55,4,2013,2,17,13,12,0,1,1,0,,,3,,1.0
10200,1,35,4,2013,5,4,2,12,0,10,1,0,,,3,,
10201,1,105,2,2013,3,18,3,1,0,2,1,0,,,6,1.0,
10202,1,73,2,2013,5,12,11,24,0,1,1,0,,,1,1.0,
10203,1,95,3,2013,7,19,3,8,0,1,1,1,,,2,,
10204,1,95,4,2013,7,12,13,12,0,1,2,0,,,6,,
10205,1,73,4,2013,5,4,11,8,4,10,2,0,,,3,,
10206,1,109,4,2013,4,16,4,42,0,1,2,0,,,5,1.0,
10207,1,79,4,2013,3,7,2,12,0,1,1,0,,,4,,
10208,1,11,4,2013,7,22,4,1,0,1,1,1,,,1,1.0,1.0
10209,1,71,4,2013,2,12,3,12,0,10,1,0,,,3,1.0,
10210,1,73,4,2013,7,21,14,30,0,1,1,0,,,1,,1.0
10211,1,21,4,2013,1,12,3,42,0,2,1,0,,,2,1.0,
10212,1,73,4,2013,3,16,11,12,0,1,1,0,,,5,,1.0
10213,1,3,4,2013,1,0,1,8,0,10,1,0,,,2,,1.0
10214,1,59,4,2013,1,15,2,12,0,10,1,0,,,7,,1.0
10215,1,83,4,2013,1,14,1,34,0,10,1,0,,,2,,
10216,1,101,4,2013,2,7,13,12,0,10,1,0,,,3,,
10217,1,117,4,2013,4,16,3,8,0,1,1,0,,,4,,
10218,1,49,4,2013,5,11,3,42,0,1,1,0,,,1,,
10219,1,97,4,2013,5,0,14,34,0,1,1,1,,,1,1.0,
10220,1,115,4,2013,3,8,1,8,0,10,1,0,,,2,,
10221,1,87,4,2013,6,23,4,30,0,1,1,1,,,3,,
10222,1,125,4,2013,6,7,1,8,0,2,1,0,,,1,,1.0
10223,1,53,4,2013,6,7,3,30,0,2,1,0,,,3,1.0,
10224,1,33,4,2013,7,10,4,59,0,1,1,0,,,1,1.0,
10225,1,3,4,2013,7,20,3,30,0,1,1,1,,,1,1.0,
10226,1,23,4,2013,1,5,4,35,0,1,1,1,,,1,,
10227,1,73,4,2013,3,20,11,12,0,1,1,0,,,2,1.0,
10228,1,103,4,2013,3,22,5,12,0,1,1,1,,,2,1.0,
10229,1,69,4,2013,3,19,13,12,0,1,1,0,,,4,,
10230,1,69,4,2013,4,15,6,10,0,10,1,0,,,1,,
10231,1,19,4,2013,4,23,2,34,0,10,1,0,,,2,,
10232,1,45,4,2013,5,15,13,12,0,1,1,2,,,3,,
10233,1,77,4,2013,5,23,6,59,0,1,1,0,,,1,,
10234,1,97,4,2013,7,23,16,9,0,1,1,1,,,2,,
10235,1,97,4,2013,1,0,11,12,0,10,1,0,,,2,2.0,
10236,1,73,4,2013,1,15,11,12,0,2,1,0,,,3,,
10237,1,103,4,2013,2,9,16,19,0,10,1,0,,,1,,
10238,1,3,4,2013,2,17,4,38,0,2,1,0,,,3,1.0,
10239,1,77,4,2013,2,21,4,34,0,1,1,0,,,2,1.0,
10240,1,83,4,2013,3,19,3,12,0,1,1,0,,,2,,1.0
10241,1,57,5,2013,2,20,3,12,0,10,1,0,,,4,,1.0
10242,1,33,5,2013,5,10,13,12,0,1,1,0,,,2,,
10243,1,121,5,2013,4,18,15,12,0,1,2,1,,,3,,
10244,1,101,5,2013,6,1,13,8,0,1,1,0,,,4,,
10245,1,79,5,2013,7,2,2,8,0,2,1,0,,,2,,
10246,1,15,5,2013,1,5,3,12,0,10,1,1,,,3,1.0,1.0
10247,1,77,5,2013,2,7,6,34,0,2,1,0,,,1,,
10248,1,61,5,2013,3,6,3,12,0,1,1,0,,,4,,
10249,1,101,5,2013,4,7,16,42,0,1,1,0,,,1,,
10250,1,71,5,2013,4,9,6,12,0,1,1,0,,,2,,
10251,1,49,5,2013,6,13,1,12,0,1,1,1,,,3,1.0,1.0
10252,1,63,5,2013,6,7,2,12,0,2,1,0,,,2,1.0,
10253,1,89,5,2013,2,21,12,12,0,1,1,0,,,2,1.0,
10254,1,87,5,2013,7,17,14,12,0,1,1,1,,,2,1.0,
10255,1,129,5,2013,4,10,3,12,0,1,1,0,,,2,,
10256,1,125,4,2013,6,14,1,12,0,1,2,0,,,5,,1.0
10257,1,73,4,2013,3,4,16,42,0,1,1,0,,,2,,
10258,1,73,4,2013,2,23,13,8,0,1,1,0,,,2,,
10259,1,73,5,2013,1,12,16,10,0,10,2,0,,,2,,
10260,1,13,5,2013,5,16,1,21,0,1,1,0,,,4,,1.0
10261,1,19,5,2013,5,20,4,1,0,1,1,1,,,2,1.0,1.0
10262,1,125,5,2013,2,14,13,5,0,1,1,0,,,1,,
10263,1,95,5,2013,3,17,13,12,0,1,1,0,,,3,,1.0
10264,1,33,5,2013,3,13,13,12,0,1,2,0,,,4,,
10265,1,27,5,2013,4,17,3,12,0,1,1,0,,,2,,
10266,1,119,5,2013,6,20,4,1,0,10,1,1,,,1,,
10267,1,43,5,2013,5,17,16,9,0,10,1,0,,,4,,
10268,1,121,5,2013,5,14,16,5,0,1,1,0,,,2,1.0,1.0
10269,1,63,5,2013,4,16,4,1,0,1,4,1,,,8,,1.0
10270,1,69,5,2013,2,22,16,30,0,1,1,1,,,1,,
10271,1,125,5,2013,7,15,13,12,0,1,1,0,,,2,,
10272,1,3,5,2013,2,18,3,12,0,1,1,1,,,2,1.0,
10273,1,97,5,2013,3,9,2,12,0,1,1,0,,,3,,1.0
10274,1,81,5,2013,5,19,2,42,0,1,1,0,,,1,1.0,
10275,1,97,5,2013,6,20,13,8,0,1,1,0,,,2,,
10276,1,89,5,2013,6,18,15,32,0,1,1,0,,,1,,
10277,1,83,5,2013,6,4,2,34,0,1,2,0,,,2,,1.0
10278,1,15,5,2013,6,4,2,59,0,1,1,1,,,1,1.0,1.0
10279,1,29,5,2013,7,19,1,1,0,1,1,0,,,1,1.0,
10280,1,9,5,2013,7,14,5,42,0,1,1,0,,,2,,1.0
10281,1,89,5,2013,3,17,14,12,0,1,1,0,,,13,,
10282,1,117,5,2013,6,7,15,30,0,1,1,0,,,1,,
10283,1,75,6,2013,7,3,4,34,0,10,1,1,,,1,,
10284,1,51,6,2013,7,13,4,12,0,10,1,0,,,2,1.0,1.0
10285,1,51,6,2013,1,16,6,35,0,1,1,0,,,1,,
10286,1,71,5,2013,5,22,3,42,0,1,1,0,,,1,,
10287,1,73,5,2013,5,13,15,12,0,1,1,0,,,2,,
10288,1,3,5,2013,3,9,4,8,0,1,1,0,,,2,,
10289,1,17,5,2013,5,11,2,1,0,1,1,0,,,1,,
10290,1,127,5,2013,6,8,16,42,0,1,3,0,,,4,1.0,
10291,1,125,5,2013,6,13,2,12,0,10,1,1,,,2,,1.0
10292,1,97,6,2013,7,21,15,8,0,1,1,0,,,2,,
10293,1,25,6,2013,7,6,2,30,0,10,1,0,,,1,1.0,1.0
10294,1,107,6,2013,7,21,6,1,0,10,2,1,,,2,1.0,1.0
10295,1,47,6,2013,1,5,3,34,0,1,1,1,,,1,,1.0
10296,1,69,6,2013,2,13,14,53,0,1,1,0,,,1,1.0,
10297,1,125,6,2013,2,18,11,21,0,1,1,0,,,1,,
10298,1,97,6,2013,1,0,16,12,0,1,1,1,,,3,,2.0
10299,1,69,6,2013,4,0,3,12,0,10,1,1,,,2,,
10300,1,89,6,2013,5,20,14,12,0,10,1,0,,,4,1.0,1.0
10301,1,71,6,2013,6,15,3,12,0,2,1,0,,,2,1.0,
10302,1,97,6,2013,7,0,11,12,0,10,1,0,,,2,,1.0
10303,1,121,6,2013,7,15,6,12,0,1,1,0,,,3,1.0,
10304,1,69,6,2013,7,23,4,42,0,1,2,0,,,2,,
10305,1,3,6,2013,4,12,1,21,0,1,1,0,,,1,,
10306,1,97,6,2013,4,17,3,12,0,1,1,0,,,2,,
10307,1,79,6,2013,4,16,2,12,0,1,1,0,,,3,,
10308,1,31,6,2013,5,15,6,1,0,1,1,1,,,1,1.0,1.0
10309,1,109,6,2013,6,5,4,18,0,1,1,0,,,1,,
10310,1,103,6,2013,6,11,6,10,0,1,1,0,,,1,,
10311,1,83,6,2013,6,16,2,12,0,1,1,0,,,2,,
10312,1,85,6,2013,1,2,3,12,0,1,1,2,,,2,1.0,1.0
10313,1,97,6,2013,1,22,13,12,0,1,2,0,,,6,,2.0
10314,1,19,6,2013,2,11,2,24,0,10,1,0,,,1,,
10315,1,101,6,2013,7,2,14,5,0,1,1,1,,,1,,1.0
10316,1,3,6,2013,5,2,16,42,0,1,1,1,,,2,,
10317,1,71,6,2013,5,20,2,32,0,2,1,0,,,1,1.0,
10318,1,101,6,2013,1,21,13,12,0,10,1,2,,,3,1.0,1.0
10319,1,113,6,2013,1,15,2,24,0,10,3,0,,,7,,
10320,1,73,5,2013,1,10,11,1,0,1,1,0,,,2,,
10321,1,121,6,2013,2,17,2,12,0,1,2,0,,,4,,1.0
10322,1,87,6,2013,4,9,1,12,1,1,1,0,,,5,1.0,
10323,1,25,6,2013,6,16,2,12,0,1,3,1,,,4,,
10324,1,97,6,2013,7,16,13,42,0,1,1,0,,,1,1.0,1.0
10325,1,29,6,2013,7,22,15,42,0,1,2,1,,,2,1.0,
10326,1,85,6,2013,1,0,3,38,0,1,1,1,,,2,,
10327,1,51,6,2013,1,5,5,32,0,10,1,1,,,1,1.0,
10328,1,119,6,2013,1,3,1,14,0,1,2,0,,,5,,
10329,1,73,6,2013,1,14,16,1,0,10,1,0,,,1,,1.0
10330,1,27,6,2013,7,17,3,42,0,1,1,1,,,1,1.0,
10331,1,127,6,2013,1,2,4,42,0,1,1,0,,,1,,1.0
10332,1,73,6,2013,5,14,2,12,0,10,1,0,,,4,,
10333,1,73,6,2013,1,0,3,12,0,1,3,1,,,5,1.0,1.0
10334,1,73,6,2013,7,4,11,59,0,1,1,0,,,1,,
10335,1,21,4,2013,6,19,4,12,0,1,1,1,,,4,,1.0
10336,1,103,5,2013,5,17,3,32,0,1,1,1,,,1,,
10337,1,93,6,2013,7,5,3,12,0,1,1,0,,,2,,1.0
10338,1,49,7,2013,2,21,3,42,0,1,2,0,,,2,1.0,
10339,1,19,5,2013,6,99,4,41,0,99,3,0,,,3,,1.0
10340,1,73,5,2013,6,21,16,33,0,2,1,0,,,1,,
10341,1,125,5,2013,2,20,13,8,0,1,1,0,,,2,,
10342,1,55,5,2013,5,16,11,1,0,1,1,0,,,2,,
10343,1,43,6,2013,2,17,13,12,0,1,1,0,,,7,,
10344,1,35,6,2013,5,13,1,1,0,10,1,0,,,2,,
10345,1,77,6,2013,6,1,2,42,0,1,2,0,,,2,,
10346,1,5,6,2013,7,20,13,12,0,1,1,0,,,2,,
10347,1,3,6,2013,7,17,1,12,0,1,1,0,,,2,,
10348,1,103,6,2013,3,10,13,12,0,10,1,0,,,3,,
10349,1,83,6,2013,3,21,1,12,0,1,1,0,,,5,1.0,1.0
10350,1,5,6,2013,5,5,14,34,0,5,1,0,,,3,,
10351,1,109,6,2013,6,9,3,12,0,1,2,0,,,6,,
10352,1,119,6,2013,7,3,4,42,0,1,1,0,,,1,,
10353,1,107,6,2013,1,2,4,38,0,1,1,1,,,2,1.0,
10354,1,97,6,2013,7,23,2,12,0,1,1,0,,,6,,
10355,1,73,6,2013,2,15,14,12,0,10,1,0,,,2,,
10356,1,103,6,2013,3,11,2,12,0,1,1,0,,,2,,
10357,1,69,6,2013,3,14,2,1,0,1,1,0,,,2,,
10358,1,63,6,2013,5,15,1,12,0,1,1,0,,,2,,
10359,1,51,6,2013,1,7,5,1,0,1,2,1,,,2,1.0,1.0
10360,1,127,7,2013,2,2,99,42,0,1,1,1,,,1,1.0,
10361,1,55,7,2013,3,15,2,34,0,1,1,0,,,1,1.0,
10362,1,71,7,2013,4,14,4,1,0,10,1,0,,,1,,
10363,1,111,7,2013,5,15,2,42,0,99,1,0,,,1,,
10364,1,81,7,2013,1,11,11,8,0,2,1,0,,,4,,
10365,1,97,6,2013,6,4,11,8,1,1,1,0,,,2,,
10366,1,103,6,2013,4,4,13,12,0,10,1,0,,,3,,
10367,1,73,6,2013,1,1,11,12,0,1,1,0,,,3,,
10368,1,59,6,2013,1,13,2,12,0,1,1,0,,,7,,
10369,1,133,7,2013,2,19,4,34,0,1,1,1,,,1,,1.0
10370,1,123,7,2013,5,6,3,12,0,1,1,0,,,2,,
10371,1,25,7,2013,2,12,3,12,0,1,1,0,,,3,1.0,
10372,1,85,7,2013,4,4,6,35,0,1,1,1,,,1,1.0,1.0
10373,1,3,7,2013,7,21,2,8,0,10,1,1,,,2,,
10374,1,101,7,2013,1,2,4,30,0,2,1,1,,,1,1.0,
10375,1,93,7,2013,2,21,4,35,0,1,1,0,,,1,,
10376,1,75,7,2013,4,0,3,34,0,1,1,1,,,1,1.0,
10377,1,97,7,2013,4,22,3,34,0,10,1,0,,,1,,1.0
10378,1,97,7,2013,5,9,11,52,0,10,1,0,,,1,1.0,
10379,1,81,7,2013,7,21,2,12,0,10,1,0,,,2,,
10380,1,97,6,2013,3,16,99,12,0,1,1,0,,,2,,1.0
10381,1,87,7,2013,1,22,3,42,0,1,1,1,,,1,1.0,1.0
10382,1,97,6,2013,6,8,3,12,0,10,1,0,,,3,,1.0
10383,1,21,7,2013,1,21,4,32,0,10,1,1,,,1,1.0,1.0
10384,1,53,7,2013,2,18,2,1,0,10,1,1,,,2,1.0,1.0
10385,1,101,7,2013,3,2,16,32,0,10,1,1,,,1,,1.0
