ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
10035,1,9,1,2017,7,3,35,0,5,2,0,12.0,49.0,3,,1.0
10036,1,75,1,2017,7,11,42,0,10,1,0,,,1,,
10037,1,125,1,2017,7,18,12,0,1,1,0,,,2,,
10038,1,131,1,2017,4,11,12,0,10,1,0,,,2,,1.0
10039,1,3,1,2017,4,3,33,0,5,1,1,,,1,1.0,
10040,1,113,1,2017,6,20,8,0,10,1,0,,,3,,
10041,1,109,1,2017,7,1,42,0,10,2,1,,,2,1.0,
10042,1,73,1,2017,1,2,12,0,2,2,0,,,4,,1.0
10043,1,97,1,2017,1,18,12,0,1,1,0,13.0,52.0,4,,1.0
10044,1,3,1,2017,2,19,34,0,1,1,0,,,1,,
10045,1,75,1,2017,3,8,34,0,1,1,0,,,1,,
10046,1,71,1,2017,3,14,8,0,1,1,0,,,3,,
10047,1,73,1,2017,6,20,59,0,1,1,1,,,4,,1.0
10048,1,35,1,2017,6,16,43,0,10,1,1,,,1,,1.0
10049,1,71,1,2017,6,9,34,0,1,1,0,12.0,,1,,
10050,1,117,1,2017,7,17,33,0,1,1,0,,,4,,
10051,1,49,1,2017,1,1,12,0,10,2,1,,,2,1.0,2.0
10052,1,115,1,2017,3,5,42,0,1,1,0,,,1,1.0,
10053,1,89,1,2017,3,17,8,0,10,1,0,12.0,,3,,
10054,1,97,1,2017,6,6,12,0,10,1,1,,,2,,
10055,1,97,1,2017,5,8,12,0,1,1,0,12.0,22.0,4,,1.0
10056,1,71,1,2017,7,5,1,0,1,1,1,19.0,,1,1.0,
10057,1,89,1,2017,3,13,12,0,1,3,1,,,5,1.0,
10058,1,81,2,2017,4,20,32,0,1,1,0,,,1,1.0,1.0
10059,1,33,2,2017,4,5,1,0,10,1,0,,,1,1.0,
10060,1,55,2,2017,4,4,12,0,1,1,0,,,3,,
10061,1,77,2,2017,5,18,12,0,1,1,0,,,2,,
10062,1,115,2,2017,6,13,42,0,1,2,0,,,2,,
10063,1,9,2,2017,6,0,42,0,2,1,0,,,2,1.0,1.0
10064,1,47,2,2017,6,12,59,0,10,1,0,,,1,,
10065,1,97,2,2017,6,18,15,0,1,1,1,,,2,1.0,1.0
10066,1,47,2,2017,1,20,8,0,2,1,0,,,2,,1.0
10067,1,3,2,2017,2,21,24,0,1,1,0,,,1,,
10068,1,111,2,2017,3,17,42,0,2,1,0,,,1,,
10069,1,61,2,2017,3,19,18,0,2,2,0,,,2,,
10070,1,95,2,2017,3,14,42,0,2,1,0,,,3,1.0,
10071,1,49,2,2017,4,3,34,0,5,1,0,,,1,,
10072,1,95,2,2017,4,9,33,0,2,1,0,,,3,1.0,
10074,1,33,2,2017,5,7,1,0,10,1,0,,,1,1.0,
10075,1,121,2,2017,6,15,12,0,1,1,0,,,2,,
10076,1,5,2,2017,7,0,43,0,1,1,1,,,1,1.0,1.0
10077,1,91,2,2017,1,1,1,0,10,1,1,,,1,1.0,1.0
10078,1,9,2,2017,1,18,8,0,10,1,0,,,2,,
10079,1,103,2,2017,3,5,8,0,1,2,0,,,4,,
10080,1,43,2,2017,3,20,59,0,10,1,1,,,1,,
10081,1,95,2,2017,4,19,1,0,10,1,0,,,2,,
10082,1,113,2,2017,6,7,32,0,1,1,0,,,1,,
10083,1,127,2,2017,7,21,35,0,1,1,1,,,1,1.0,
10084,1,33,2,2017,1,14,18,0,1,2,0,,,2,1.0,
10085,1,83,2,2017,1,4,34,0,5,1,1,,,1,1.0,
10086,1,73,2,2017,1,5,1,0,1,1,0,,,1,,1.0
10087,1,73,3,2017,7,1,8,0,1,1,0,,,2,,
10088,1,9,3,2017,1,20,12,0,1,1,0,,,6,,
10089,1,9,3,2017,1,20,8,0,1,1,0,,,2,,
10090,1,87,3,2017,6,18,12,0,10,2,0,,,7,,1.0
10091,1,13,3,2017,6,15,1,0,1,1,0,,,7,,1.0
10092,1,115,3,2017,6,0,3,0,10,1,1,,,1,,
10093,1,115,3,2017,2,14,42,0,2,1,0,,,2,1.0,
10094,1,97,3,2017,5,7,59,1,1,1,0,10.0,,3,1.0,
10095,1,121,3,2017,3,18,24,0,10,1,0,,,1,1.0,1.0
10096,1,73,3,2017,3,5,30,0,2,1,0,8.0,,1,1.0,
10097,1,73,3,2017,5,0,8,0,10,1,0,7.0,,6,,1.0
10098,1,83,3,2017,6,19,34,0,1,1,0,,,1,,
10099,1,97,2,2017,3,19,12,0,10,1,0,,,2,,1.0
10100,1,15,2,2017,3,19,8,0,10,1,0,,,3,,
10101,1,113,2,2017,4,18,42,0,1,1,1,,,1,,1.0
10102,1,71,2,2017,5,22,12,0,1,1,0,8.0,,2,,
10103,1,125,3,2017,7,2,1,0,1,1,1,,,1,,
10104,1,43,3,2017,1,11,12,0,1,1,1,12.0,50.0,3,1.0,
10105,1,101,3,2017,1,2,12,0,1,1,2,5.0,,4,,
10107,1,3,3,2017,3,0,1,0,1,1,1,14.0,20.0,2,1.0,
10108,1,65,3,2017,3,5,38,0,10,1,0,,,1,,
10109,1,7,3,2017,4,16,12,0,1,2,0,,,3,,
10110,1,95,3,2017,5,22,43,0,1,1,1,,,1,,
10111,1,1,3,2017,6,16,12,0,1,1,0,,,3,,
10112,1,121,3,2017,7,9,12,0,1,1,0,,,2,,
10113,1,73,3,2017,7,0,25,0,1,1,0,19.0,,2,,
10114,1,43,3,2017,1,18,12,0,1,1,0,6.0,32.0,3,,1.0
10115,1,63,3,2017,1,2,42,0,2,1,1,,,1,1.0,
10116,1,89,3,2017,4,19,8,0,1,1,0,3.0,,2,,
10117,1,73,3,2017,5,16,12,0,10,1,0,,,5,,1.0
10118,1,1,3,2017,5,14,18,1,1,1,0,,,2,,1.0
10119,1,109,3,2017,6,22,42,0,1,1,0,,,1,1.0,
10120,1,79,3,2017,7,20,42,0,1,2,1,,,2,1.0,1.0
10121,1,105,3,2017,7,18,12,0,1,1,1,33.0,,2,,
10122,1,89,3,2017,6,15,33,0,1,1,1,10.0,23.0,1,,
10123,1,39,3,2017,1,16,12,0,1,3,1,,,4,,
10124,1,127,3,2017,1,19,1,0,1,1,0,33.0,20.0,2,,1.0
10125,1,127,3,2017,1,3,42,0,1,1,0,12.0,,1,1.0,1.0
10126,1,15,3,2017,2,17,34,0,1,1,0,,,1,,
10127,1,45,3,2017,2,5,59,0,10,1,0,,,1,,
10128,1,121,3,2017,2,14,12,0,1,1,0,,,2,,
10129,1,49,3,2017,3,15,12,0,1,1,0,4.0,70.0,3,,1.0
10130,1,115,3,2017,3,7,12,0,1,1,0,12.0,76.0,2,,
10131,1,49,3,2017,3,15,8,0,1,1,1,31.0,,2,,
10132,1,15,3,2017,4,16,59,0,1,1,0,9.0,24.0,4,,
10133,1,81,3,2017,4,14,42,0,1,1,1,6.0,,1,1.0,1.0
10134,1,55,3,2017,5,21,12,0,1,2,0,,,3,,1.0
10135,1,91,3,2017,5,10,8,0,1,1,0,,,2,,
10136,1,131,3,2017,5,17,32,0,10,1,0,,,1,,
10137,1,39,3,2017,7,7,42,0,1,1,0,10.0,,1,1.0,
10138,1,31,3,2017,7,3,8,0,1,1,0,,,2,,
10139,1,97,3,2017,1,0,1,0,1,1,1,,,1,,
10140,1,115,3,2017,1,17,1,0,1,1,0,6.0,13.0,2,,
10141,1,73,3,2017,2,11,30,0,1,1,0,8.0,,1,1.0,
10142,1,73,3,2017,1,4,8,0,10,1,0,16.0,39.0,3,1.0,1.0
10143,1,73,3,2017,2,0,8,0,10,1,1,,,2,,
10144,1,125,3,2017,3,11,12,0,10,1,1,,,2,,
10145,1,57,3,2017,3,11,12,0,1,2,0,,,3,,
10146,1,89,3,2017,4,14,12,0,1,1,0,17.0,35.0,5,1.0,
10147,1,19,3,2017,4,9,8,0,1,2,0,,,3,,
10148,1,97,3,2017,5,4,42,0,10,1,0,,,1,,
10149,1,127,3,2017,6,21,1,1,1,1,0,,,2,,1.0
10150,1,77,3,2017,6,17,12,0,1,1,0,10.0,38.0,3,,
10151,1,73,4,2017,7,23,42,0,1,1,1,,,1,,
10152,1,117,4,2017,7,19,8,0,1,1,0,,,3,,
10153,1,39,4,2017,7,18,12,0,1,1,0,,,2,1.0,1.0
10154,1,117,4,2017,7,21,42,0,1,1,1,,,2,,1.0
10155,1,127,4,2017,1,8,1,0,1,1,0,,,1,,
10156,1,57,4,2017,2,7,42,0,2,1,0,,,1,1.0,1.0
10157,1,47,4,2017,2,21,8,0,1,1,0,,,2,,
10158,1,115,4,2017,2,10,12,0,2,2,0,15.0,25.0,4,,
10159,1,95,4,2017,1,19,8,0,1,1,0,,,6,,
10160,1,73,4,2017,5,21,8,0,1,1,1,,,2,,1.0
10161,1,47,4,2017,5,14,14,0,1,1,0,,,1,,
10162,1,57,2,2017,7,4,12,0,2,2,1,,,2,,
10163,1,3,2,2017,1,13,24,0,1,1,0,,,1,,
10164,1,73,2,2017,1,12,12,0,99,1,0,,,2,,1.0
10165,1,125,2,2017,3,17,8,0,2,1,0,4.0,14.0,2,,
10167,1,71,2,2017,5,8,12,0,10,1,0,19.0,,2,,
10168,1,25,2,2017,5,16,12,0,1,1,0,14.0,3.0,4,,
10169,1,55,2,2017,5,16,42,0,1,1,0,,,1,,
10170,1,61,2,2017,6,8,12,0,1,2,0,,,6,,
10171,1,33,2,2017,7,13,1,0,1,1,0,,,1,1.0,
10172,1,33,2,2017,7,20,32,2,1,1,1,10.0,14.0,1,1.0,
10173,1,71,2,2017,1,13,59,0,1,1,1,27.0,20.0,1,1.0,
10174,1,127,2,2017,1,1,32,0,1,1,1,6.0,,1,,
10175,1,11,2,2017,7,23,12,0,1,2,0,,,4,1.0,1.0
10176,1,115,2,2017,1,2,14,0,1,1,0,24.0,,1,1.0,
10177,1,59,2,2017,1,9,12,0,1,1,0,,,3,,
10178,1,45,2,2017,3,15,12,0,1,1,0,10.0,53.0,4,,
10179,1,87,2,2017,3,21,8,0,10,1,0,,,2,,
10180,1,97,3,2017,5,18,12,0,1,1,0,6.0,28.0,2,,
10181,1,49,3,2017,6,13,12,0,1,1,0,,,3,,
10182,1,33,3,2017,6,17,12,0,1,1,0,,,7,,
10183,1,129,3,2017,6,17,35,0,1,1,0,,,1,1.0,1.0
10184,1,55,3,2017,7,15,30,0,1,2,0,,,2,1.0,1.0
10185,1,121,3,2017,1,99,35,0,1,1,1,,,1,,
10186,1,73,4,2017,6,21,12,0,99,1,1,,,5,,
10187,1,3,4,2017,3,20,12,0,1,1,0,,,2,,
10188,1,119,4,2017,7,5,1,0,1,1,0,,,1,,
10189,1,73,4,2017,7,13,1,0,1,1,0,11.0,29.0,3,,
10190,1,127,4,2017,7,20,12,0,1,1,0,17.0,14.0,7,,
10191,1,97,5,2017,5,5,8,0,10,1,0,,,2,,1.0
10192,1,125,5,2017,5,10,39,0,2,1,0,,,1,,
10193,1,125,5,2017,6,1,35,0,2,1,1,10.0,,1,1.0,
10194,1,39,5,2017,1,2,59,0,1,1,1,,,1,,
10195,1,73,4,2017,1,14,12,0,2,1,0,,,5,,
10196,1,59,5,2017,6,8,12,0,2,1,0,,,2,,
10197,1,129,5,2017,1,13,43,0,1,1,0,,,1,1.0,1.0
10198,1,3,5,2017,2,7,12,0,1,1,0,,,3,,
10199,1,73,5,2017,4,6,12,1,1,1,1,,,3,,
10200,1,73,5,2017,5,0,12,0,1,1,0,9.0,29.0,3,,
10201,1,65,3,2017,2,3,59,0,1,1,1,7.0,72.0,3,,
10202,1,89,3,2017,4,7,1,0,1,1,0,8.0,67.0,2,,
10203,1,43,3,2017,3,20,12,0,1,2,1,16.0,31.0,3,1.0,
10204,1,63,4,2017,7,23,12,0,1,1,2,,,5,,
10205,1,89,4,2017,1,21,12,0,1,1,1,6.0,24.0,4,,
10206,1,31,4,2017,1,19,38,0,1,1,1,,,1,,
10207,1,81,4,2017,5,0,42,0,10,1,1,,,2,1.0,
10208,1,109,4,2017,6,21,8,0,1,1,0,,,2,,
10209,1,85,4,2017,2,11,34,0,1,1,0,4.0,29.0,1,1.0,
10210,1,45,4,2017,6,11,1,0,1,2,0,8.0,37.0,8,,
10211,1,115,4,2017,6,14,12,0,1,1,0,,,2,,
10212,1,89,4,2017,2,15,1,0,1,1,0,14.0,,1,,
10213,1,43,4,2017,3,7,12,0,1,1,0,,,2,,
10214,1,117,4,2017,3,19,1,0,1,1,0,,,1,,1.0
10215,1,15,4,2017,3,5,59,0,1,1,0,14.0,,1,1.0,
10216,1,95,4,2017,4,20,34,0,1,1,1,,,1,,1.0
10217,1,1,4,2017,4,8,12,0,1,1,0,,,2,,
10218,1,55,4,2017,5,17,42,0,1,1,0,23.0,45.0,2,,
10219,1,89,4,2017,5,4,12,0,1,1,0,28.0,,3,,
10220,1,127,4,2017,6,19,12,0,1,1,1,16.0,28.0,2,,
10221,1,113,4,2017,6,23,8,0,1,1,0,,,2,,
10222,1,73,4,2017,6,22,12,0,1,1,0,,,5,,
10223,1,93,4,2017,6,0,24,0,10,1,0,35.0,22.0,1,1.0,
10224,1,97,4,2017,6,99,1,0,99,1,1,,,1,,
10225,1,103,4,2017,6,19,42,0,10,2,0,34.0,60.0,3,,
10226,1,73,4,2017,6,3,8,0,1,1,0,,,2,,1.0
10227,1,59,4,2017,6,20,32,0,1,1,0,,,1,1.0,1.0
10228,1,15,4,2017,6,20,12,0,1,1,1,2.0,,2,,
10229,1,47,4,2017,7,1,12,0,1,1,1,,,3,1.0,
10230,1,1,4,2017,7,14,33,0,1,1,0,,34.0,5,1.0,1.0
10231,1,89,4,2017,1,18,30,0,10,1,0,21.0,,1,,
10232,1,89,4,2017,1,3,33,0,10,1,1,7.0,43.0,2,,
10233,1,97,4,2017,3,18,12,0,1,1,0,,,2,,
10234,1,15,4,2017,3,10,12,0,1,1,0,,,2,1.0,
10235,1,19,4,2017,4,11,32,0,1,1,0,,,1,,
10236,1,95,4,2017,4,15,1,0,10,1,1,,,1,1.0,1.0
10237,1,97,4,2017,5,14,34,0,1,1,0,11.0,,1,,
10238,1,13,2,2017,1,5,24,0,1,1,0,,,3,,
10239,1,103,4,2017,5,11,32,0,1,1,0,18.0,21.0,1,,
10240,1,7,4,2017,5,17,12,0,1,2,0,,,4,,
10241,1,117,4,2017,6,17,12,0,1,2,0,,,3,,
10242,1,121,4,2017,6,5,42,0,1,1,0,7.0,,2,1.0,1.0
10243,1,13,4,2017,7,23,42,0,10,1,1,,,2,,
10244,1,1,4,2017,7,22,1,0,1,1,0,,,2,1.0,1.0
10245,1,97,4,2017,7,8,8,0,1,1,0,8.0,,2,,1.0
10246,1,13,4,2017,1,0,1,0,2,1,1,,,1,,1.0
10247,1,49,4,2017,1,11,32,0,10,1,0,4.0,,1,,
10248,1,127,4,2017,2,4,42,0,2,1,0,,,1,1.0,1.0
10249,1,21,4,2017,2,10,12,0,1,1,0,,,3,1.0,
10250,1,81,4,2017,2,21,8,0,1,1,0,4.0,,2,,
10251,1,127,4,2017,3,12,1,0,1,1,0,15.0,18.0,1,1.0,
10252,1,49,4,2017,4,13,12,0,1,1,0,9.0,43.0,2,,
10253,1,73,4,2017,5,5,8,0,2,1,0,,,2,,
10254,1,53,4,2017,7,14,5,0,1,1,0,6.0,20.0,1,,1.0
10255,1,5,4,2017,6,20,12,0,1,1,0,,,7,,
10256,1,53,4,2017,6,21,12,0,1,3,1,5.0,47.0,3,2.0,
10257,1,37,4,2017,7,21,1,0,1,1,1,77.0,,2,,
10258,1,97,4,2017,7,22,53,0,1,1,1,,,1,,
10259,1,33,4,2017,7,20,12,0,1,2,1,24.0,47.0,3,,
10260,1,73,5,2017,3,16,38,0,1,1,0,0.0,,2,,1.0
10261,1,53,5,2017,3,16,12,0,1,1,1,,,3,,1.0
10262,1,37,5,2017,3,15,34,0,1,1,0,,,1,1.0,1.0
10263,1,49,5,2017,4,14,12,0,1,1,0,23.0,43.0,2,,
10264,1,83,4,2017,5,0,8,0,10,1,0,,,2,,
10265,1,55,5,2017,5,9,1,0,1,1,0,28.0,47.0,1,,
10266,1,55,5,2017,2,12,12,0,10,1,0,14.0,87.0,3,,
10267,1,73,5,2017,6,16,12,0,1,1,0,5.0,,2,,
10268,1,117,5,2017,3,9,8,0,10,1,0,7.0,,2,,
10269,1,87,5,2017,4,16,12,0,1,1,0,12.0,51.0,6,,1.0
10270,1,1,6,2017,6,2,52,0,10,1,1,,,2,1.0,1.0
10271,1,121,6,2017,3,8,24,0,2,1,0,,,2,,
10272,1,73,6,2017,7,3,52,1,1,1,1,,,1,,
10273,1,73,6,2017,1,3,8,0,1,1,0,,,3,,
10274,1,55,6,2017,5,21,12,0,2,2,0,2.0,,3,1.0,
10275,1,25,3,2017,3,15,35,0,1,1,0,,,1,,
10276,1,81,4,2017,1,0,42,0,1,1,1,,,1,1.0,
10277,1,125,4,2017,1,19,8,0,10,1,0,,,2,,
10278,1,83,4,2017,1,22,53,0,2,1,1,9.0,,2,1.0,1.0
10279,1,55,5,2017,2,13,39,0,1,1,0,,,1,,
10280,1,21,5,2017,6,18,12,0,1,1,0,12.0,57.0,2,,1.0
10281,1,81,5,2017,1,23,42,0,1,1,1,,,1,1.0,
10282,1,43,5,2017,1,18,12,0,1,1,1,,,6,,
10283,1,97,5,2017,4,18,58,0,1,1,0,,,1,1.0,
10284,1,69,5,2017,5,19,33,0,1,1,0,5.0,,1,1.0,
10285,1,3,5,2017,6,13,12,0,2,1,0,,,2,,
10286,1,73,5,2017,7,18,42,0,1,1,0,,,2,,
10287,1,101,5,2017,7,22,12,0,1,1,1,,,4,1.0,
10288,1,121,5,2017,7,16,12,0,1,1,0,,,3,1.0,
10289,1,43,5,2017,1,9,8,0,1,1,0,,,2,,1.0
10290,1,3,5,2017,1,21,12,0,1,1,1,,,3,,2.0
10291,1,111,5,2017,2,11,59,0,1,1,0,,,1,,1.0
10292,1,69,5,2017,2,17,12,0,1,1,0,6.0,21.0,5,,
10293,1,123,5,2017,4,6,59,0,1,1,0,,,1,,
10294,1,59,5,2017,5,6,24,0,1,1,1,,,1,,
10295,1,125,5,2017,5,7,12,0,1,1,0,6.0,,3,,2.0
10296,1,43,5,2017,5,9,42,0,2,2,0,,,2,1.0,
10298,1,19,5,2017,5,13,12,0,1,1,0,20.0,53.0,2,,
10299,1,89,5,2017,5,21,12,0,1,1,0,6.0,,2,,
10300,1,49,5,2017,5,23,34,0,10,2,1,,,2,1.0,
10301,1,77,5,2017,6,13,42,0,1,1,0,26.0,16.0,2,,
10302,1,73,5,2017,6,15,12,0,1,1,0,12.0,49.0,2,,
10303,1,73,5,2017,7,4,25,0,1,1,0,6.0,,1,,
10304,1,129,5,2017,7,21,42,0,2,1,0,,,3,1.0,
10305,1,9,5,2017,1,18,12,0,1,2,0,28.0,19.0,3,,
10306,1,73,5,2017,1,10,12,0,1,1,0,,,8,,1.0
10307,1,7,5,2017,1,21,12,0,1,1,0,,,3,,
10308,1,101,5,2017,2,12,12,0,2,1,0,,,2,,
10309,1,115,5,2017,3,3,12,0,10,1,0,6.0,84.0,2,,
10310,1,127,5,2017,3,14,30,0,2,1,0,15.0,36.0,2,1.0,
10311,1,9,5,2017,3,15,12,0,2,1,0,1.0,58.0,2,1.0,
10312,1,73,5,2017,3,18,12,0,2,1,0,,,2,,1.0
10313,1,97,5,2017,3,20,12,0,1,1,1,,,2,,1.0
10314,1,9,5,2017,4,9,12,0,1,3,0,19.0,49.0,5,,
10315,1,97,5,2017,4,22,30,0,10,1,0,13.0,,1,,
10316,1,95,5,2017,4,23,8,0,2,1,0,,,4,,
10317,1,97,5,2017,4,17,12,0,10,1,0,,,3,1.0,
10318,1,91,5,2017,5,2,35,0,1,1,0,,,1,,
10319,1,125,5,2017,6,1,1,0,1,1,1,20.0,,2,1.0,
10320,1,35,5,2017,7,5,59,0,1,1,0,,,1,1.0,1.0
10321,1,55,5,2017,7,16,12,0,1,1,1,,,3,,
10322,1,95,5,2017,7,5,53,0,1,1,1,,,1,,1.0
10323,1,125,5,2017,7,19,42,0,1,1,0,4.0,,1,1.0,
10324,1,97,5,2017,2,21,8,0,10,1,0,,,4,,
10325,1,127,5,2017,3,0,12,0,1,1,0,7.0,13.0,2,,
10326,1,19,5,2017,3,12,12,0,10,1,0,,,2,,
10327,1,17,5,2017,3,16,1,0,1,1,0,7.0,,1,,
10328,1,51,5,2017,4,4,12,0,2,1,0,19.0,48.0,2,,
10329,1,125,5,2017,4,13,1,0,10,1,0,,,1,,
10330,1,103,6,2017,5,0,12,1,1,2,1,25.0,36.0,4,,
10331,1,109,6,2017,5,17,12,0,10,1,0,22.0,44.0,2,1.0,
10332,1,99,6,2017,5,16,30,0,10,1,1,9.0,19.0,5,1.0,
10333,1,113,6,2017,7,19,12,0,10,1,0,7.0,29.0,4,1.0,1.0
10334,1,73,6,2017,7,1,59,0,1,1,0,,,1,1.0,1.0
10335,1,77,6,2017,1,0,32,0,1,1,0,5.0,35.0,2,,
10336,1,117,6,2017,1,13,42,0,1,1,0,5.0,,1,,
10337,1,69,6,2017,2,1,8,0,10,1,0,,,2,,
10338,1,19,6,2017,3,12,52,0,10,1,0,10.0,58.0,1,1.0,
10339,1,27,6,2017,3,18,1,0,10,1,1,,,1,,
10340,1,31,6,2017,3,19,38,0,1,1,0,,,1,1.0,
10341,1,87,6,2017,4,22,8,0,1,1,0,,,2,,1.0
10342,1,97,6,2017,4,7,12,0,10,2,0,11.0,,2,,
10343,1,97,6,2017,4,14,12,0,1,1,0,3.0,,7,,1.0
10344,1,81,6,2017,4,7,30,0,10,1,0,,,2,,
10345,1,73,6,2017,4,16,12,0,1,1,0,4.0,21.0,3,1.0,
10346,1,43,6,2017,5,14,12,0,1,1,0,,,2,1.0,
10347,1,9,6,2017,5,15,12,0,1,2,0,31.0,39.0,6,,
10348,1,73,6,2017,6,9,12,0,1,1,0,5.0,,3,,1.0
10349,1,43,6,2017,6,15,12,0,1,2,0,,,9,,
10350,1,69,6,2017,7,20,12,0,1,1,1,,,2,1.0,
10351,1,121,6,2017,3,15,1,0,10,1,1,,,1,,
10352,1,81,6,2017,3,20,38,0,10,1,1,5.0,,2,,1.0
10353,1,121,6,2017,3,23,12,0,10,1,0,,,3,,1.0
10354,1,51,6,2017,4,21,1,0,1,1,0,6.0,,1,1.0,
10355,1,49,6,2017,5,15,12,0,2,2,0,10.0,58.0,7,1.0,
10356,1,77,6,2017,5,23,34,0,10,1,0,,,1,1.0,
10357,1,17,6,2017,6,20,5,0,1,1,0,8.0,8.0,1,,
10358,1,89,6,2017,6,16,25,0,1,1,0,,,1,1.0,
10359,1,121,6,2017,6,21,9,0,1,1,0,,,2,,
10360,1,125,6,2017,6,22,8,0,10,1,0,,,2,,
10361,1,65,6,2017,7,0,35,0,5,1,0,,,1,,
10362,1,9,6,2017,7,10,42,0,1,1,0,13.0,55.0,1,,
10363,1,51,6,2017,1,1,12,0,1,1,1,,,3,,
10364,1,33,6,2017,1,7,42,0,10,2,0,,,2,1.0,
10365,1,97,6,2017,1,21,9,0,10,1,0,6.0,,6,,
10366,1,73,6,2017,1,16,15,0,10,1,0,,,2,,
10367,1,47,6,2017,1,18,42,0,1,1,0,,,1,,
10368,1,71,6,2017,2,0,32,0,10,1,0,19.0,,1,,
10369,1,109,6,2017,2,0,12,0,1,1,1,,,2,,1.0
10370,1,117,6,2017,2,4,42,0,10,1,0,,,1,1.0,1.0
10371,1,83,6,2017,3,16,12,0,10,1,0,20.0,31.0,3,,
10372,1,125,6,2017,3,18,8,0,10,1,0,3.0,13.0,2,,
10373,1,51,6,2017,3,23,34,0,2,1,1,,,1,1.0,
10374,1,69,6,2017,3,23,12,0,2,1,0,,,2,,
10375,1,125,6,2017,4,0,34,0,10,1,1,,,1,1.0,1.0
10376,1,71,6,2017,5,13,42,0,2,1,0,24.0,,1,1.0,
10377,1,89,6,2017,6,4,35,0,2,1,1,,,1,1.0,
10378,1,133,6,2017,7,16,32,0,1,1,0,9.0,,1,,1.0
10379,1,73,6,2017,1,3,8,0,10,1,0,7.0,,2,,
10380,1,55,6,2017,1,2,52,0,1,1,1,6.0,,1,,
10381,1,85,1,2017,2,1,24,0,1,1,0,23.0,,4,,
10382,1,53,2,2017,1,14,1,0,1,2,0,10.0,,3,,
10383,1,87,3,2017,4,16,52,0,1,1,0,5.0,,1,,
10384,1,63,5,2017,3,4,57,0,10,1,0,,,3,,
10385,1,3,5,2017,6,4,42,0,1,1,0,,,1,,
10386,1,97,1,2017,5,20,42,0,1,1,1,,,1,1.0,
10387,1,21,1,2017,7,14,12,0,1,1,0,7.0,60.0,4,,
10388,1,89,1,2017,7,23,12,1,10,1,1,,,2,1.0,
10389,1,95,1,2017,2,18,12,0,10,1,0,32.0,58.0,2,,
10390,1,31,1,2017,3,12,1,0,1,1,0,21.0,28.0,1,,
10391,1,109,2,2017,5,14,12,0,1,1,0,12.0,42.0,8,,
10392,1,83,4,2017,4,12,34,0,10,1,0,,,1,,
10393,1,7,4,2017,7,20,42,0,1,1,1,,,2,,
10394,1,73,5,2017,5,11,35,0,10,1,0,8.0,40.0,1,,
