ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
62001,6,65,3,2012,7,6,14,12,0,5,1,1,,,3,1.0,1.0
62002,6,37,11,2012,3,16,13,12,0,1,1,1,,,2,,2.0
62003,6,73,5,2012,6,9,2,12,0,2,4,0,,,8,1.0,
62004,6,1,1,2012,2,23,13,8,0,1,1,0,,,2,,1.0
62005,6,77,4,2012,7,15,14,9,0,1,1,0,,,3,,
62006,6,29,4,2012,2,13,13,8,0,1,1,0,,,3,,1.0
62007,6,53,11,2012,3,99,6,59,0,1,1,0,,,1,,
62008,6,51,6,2012,5,11,2,12,1,1,1,0,,,3,1.0,
62009,6,37,6,2012,7,23,11,8,0,1,2,1,,,6,1.0,
62010,6,1,8,2012,5,17,14,14,0,1,1,0,,,3,,
62011,6,71,9,2012,1,1,13,42,0,1,5,1,,,5,1.0,
62012,6,1,7,2012,4,21,12,9,0,1,1,1,,,2,1.0,1.0
62013,6,71,4,2012,1,6,1,14,0,1,1,0,,,3,,
62014,6,77,5,2012,3,17,13,12,1,1,1,0,,,3,1.0,
62015,6,37,5,2012,3,20,14,8,0,1,1,0,,,2,,
62016,6,37,6,2012,5,23,16,12,0,1,1,1,,,2,1.0,1.0
62017,6,59,6,2012,2,18,13,8,0,1,1,0,,,2,,
62018,6,1,7,2012,4,7,14,31,0,1,1,0,,,2,1.0,1.0
62019,6,37,6,2012,1,19,16,12,0,1,1,0,,,3,1.0,
62020,6,13,8,2012,6,17,2,12,0,1,1,0,,,5,,
62021,6,65,6,2012,2,14,14,12,0,1,1,1,,,2,,
62022,6,59,7,2012,2,16,14,12,0,1,1,0,,,2,1.0,
62023,6,65,6,2012,6,21,14,8,0,1,1,0,,,2,,
62024,6,85,8,2012,1,23,13,12,0,1,2,1,,,3,1.0,1.0
62025,6,17,7,2012,1,1,2,35,0,1,1,1,,,1,1.0,
62026,6,113,7,2012,4,14,3,12,0,1,3,1,,,10,,
62027,6,71,7,2012,5,20,13,12,0,1,1,1,,,2,,
62028,6,81,7,2012,2,3,14,14,0,8,1,1,,,1,1.0,1.0
62029,6,37,7,2012,4,20,6,14,0,1,1,1,,,3,,
62030,6,37,7,2012,1,6,16,33,0,1,1,1,,,1,1.0,
62031,6,71,8,2012,1,15,16,30,0,1,1,1,,,1,1.0,
62032,6,59,7,2012,1,14,14,12,0,1,1,0,,,6,,2.0
62033,6,73,9,2012,6,13,11,8,0,1,1,0,,,3,,
62034,6,37,7,2012,2,8,11,14,0,1,1,0,,,2,,
62035,6,59,7,2012,2,10,14,12,0,1,1,0,,,2,,
62036,6,85,7,2012,6,22,13,9,0,10,1,0,,,2,,1.0
62037,6,73,9,2012,1,6,5,9,0,1,1,0,,,2,,
62038,6,17,8,2012,5,15,2,12,0,1,1,0,,,2,,
62039,6,37,7,2012,1,3,11,12,1,1,2,2,,,5,1.0,1.0
62040,6,73,7,2012,7,23,11,58,0,1,1,1,,,1,,
62041,6,71,7,2012,2,15,11,8,0,1,1,0,,,7,,
62042,6,37,9,2012,3,2,2,11,0,1,1,1,,,1,,
62043,6,77,3,2012,4,6,13,12,0,1,1,0,,,2,,1.0
62044,6,71,8,2012,5,20,12,9,0,1,1,0,,,2,,
62045,6,37,9,2012,7,3,11,35,0,1,1,0,,,1,,
62046,6,65,7,2012,3,18,16,30,0,1,1,0,,,1,1.0,
62047,6,65,8,2012,7,17,14,12,0,1,1,0,,,6,,
62048,6,65,9,2012,6,18,2,12,0,1,2,1,,,7,,
62049,6,71,9,2012,7,20,14,12,0,1,1,0,,,2,,
62050,6,59,10,2012,7,12,2,1,0,1,1,1,,,5,1.0,
62051,6,37,8,2012,1,1,13,12,0,1,1,1,,,3,1.0,
62052,6,71,9,2012,5,18,15,12,0,1,1,0,6.0,46.0,2,,
62053,6,37,10,2012,1,0,11,8,0,1,1,0,,,3,1.0,
62054,6,61,8,2012,3,14,13,25,1,1,1,1,,,1,1.0,1.0
62055,6,61,8,2012,4,17,15,38,0,1,1,0,,,2,,
62056,6,59,8,2012,4,20,13,8,0,1,1,0,,,2,,
62057,6,71,8,2012,7,15,13,12,0,1,1,0,,,3,,
62058,6,85,10,2012,1,2,13,9,0,1,1,0,,,6,,
62059,6,73,10,2012,1,12,14,12,0,1,1,0,,,3,1.0,
62060,6,13,9,2012,6,15,14,12,0,1,1,0,,,2,1.0,
62061,6,59,7,2012,3,8,16,8,0,1,1,0,,,2,,1.0
62062,6,13,8,2012,6,21,2,12,0,1,1,1,,,2,,
62063,6,1,10,2012,1,3,1,33,0,1,1,1,,,1,,
62064,6,73,10,2012,6,7,15,8,0,1,1,0,,,2,,
62065,6,27,8,2012,7,16,6,1,0,10,1,1,,,3,,
62066,6,37,9,2012,1,1,12,25,0,1,1,1,,,8,2.0,
62067,6,21,11,2012,5,2,1,12,0,10,1,0,,,2,1.0,
62068,6,73,10,2012,4,19,3,42,0,1,1,1,,,1,,
62069,6,29,10,2012,6,19,14,8,0,1,1,0,,,2,,
62070,6,45,10,2012,6,3,2,42,0,10,1,1,,,4,1.0,1.0
62071,6,65,9,2012,1,20,14,9,0,1,1,0,,,2,,
62072,6,65,10,2012,6,23,15,30,0,1,1,0,,,2,1.0,1.0
62073,6,81,10,2012,4,16,2,9,0,1,1,0,,,7,,2.0
62074,6,37,12,2012,7,20,13,39,0,2,1,0,,,3,1.0,
62075,6,47,11,2012,5,20,12,8,0,10,1,0,,,2,,
62076,6,83,10,2012,7,7,2,12,0,1,1,0,,,2,,1.0
62077,6,65,10,2012,7,21,15,1,0,10,1,1,,,2,,1.0
62078,6,11,10,2012,3,10,4,12,0,1,2,0,,,2,,
62079,6,37,10,2012,5,1,12,12,0,1,1,1,,,2,,
62080,6,29,11,2012,5,8,15,8,0,1,1,0,,,2,,
62081,6,85,11,2012,5,11,12,12,0,2,1,0,,,5,1.0,
62082,6,71,10,2012,4,19,13,8,0,1,1,0,,,2,,
62083,6,37,10,2012,1,1,16,8,0,1,1,1,,,2,,
62084,6,85,10,2012,6,17,14,8,0,1,1,0,,,2,,
62085,6,47,10,2012,6,14,13,8,0,1,1,0,,,2,,
62086,6,99,10,2012,5,14,14,8,0,1,1,0,,,2,,
62087,6,67,10,2012,6,17,11,31,0,1,1,1,,,1,1.0,
62088,6,37,11,2012,6,5,14,8,0,1,1,0,,,2,,
62089,6,73,11,2012,6,12,11,43,1,1,1,1,,,1,,
62090,6,37,10,2012,5,20,14,1,0,1,1,1,,,2,,2.0
62091,6,99,11,2012,7,3,14,42,0,10,1,0,,,2,1.0,1.0
62092,6,81,10,2012,7,0,2,35,0,5,2,0,,,3,1.0,
62093,6,85,10,2012,7,13,14,12,0,1,1,0,,,3,,
62094,6,19,11,2012,4,15,2,42,0,1,1,0,,,2,,
62095,6,29,10,2012,2,3,2,12,0,1,1,2,,,6,,
62096,6,37,11,2012,1,6,11,1,0,1,1,0,,,1,1.0,
62097,6,73,11,2012,6,7,14,12,0,10,1,0,,,3,,
62098,6,37,10,2012,7,21,13,9,0,2,1,0,,,2,,
62099,6,71,10,2012,6,4,1,12,0,1,1,0,,,2,,
62100,6,37,10,2012,2,19,14,8,0,1,1,0,,,3,,
62101,6,89,11,2012,5,1,12,12,0,1,2,1,,,3,1.0,1.0
62102,6,93,9,2012,7,13,1,12,0,1,1,0,,,2,1.0,1.0
62103,6,73,11,2012,3,11,4,1,0,1,1,0,,,1,,
62104,6,33,12,2012,4,8,2,12,0,1,1,0,,,3,,
62105,6,77,10,2012,3,9,12,9,0,1,1,0,,,2,,
62106,6,85,10,2012,7,0,12,14,0,10,3,0,,,5,,1.0
62107,6,29,10,2012,7,2,13,33,0,1,1,1,,,4,1.0,1.0
62108,6,59,11,2012,7,22,11,12,0,1,1,0,,,6,,
62109,6,73,11,2012,6,23,3,42,0,1,1,0,,,1,,
62110,6,9,11,2012,3,22,2,59,0,1,1,0,,,1,,
62111,6,59,11,2012,2,18,13,9,0,1,1,0,,,2,,
62112,6,19,11,2012,1,22,6,12,0,1,1,0,,,2,,2.0
62113,6,115,11,2012,4,23,2,35,0,10,1,1,,,2,,
62114,6,37,11,2012,6,22,2,12,0,1,1,1,,,2,,
62115,6,29,11,2012,4,7,14,8,0,1,1,0,,,2,,
62116,6,37,11,2012,5,14,3,12,0,10,1,1,,,3,,
62117,6,113,11,2012,1,1,1,8,0,1,1,0,,,2,,
62118,6,83,11,2012,7,23,12,8,0,1,1,0,,,13,,1.0
62119,6,65,11,2012,1,2,16,33,0,1,1,1,,,1,1.0,
62120,6,67,11,2012,6,23,3,8,0,1,1,0,,,2,,1.0
62121,6,73,11,2012,7,17,4,12,0,1,1,1,,,5,,1.0
62122,6,79,11,2012,1,21,3,8,0,1,1,0,,,2,,
62123,6,101,11,2012,7,23,4,42,0,2,1,0,,,2,1.0,
62124,6,95,11,2012,6,17,15,8,0,2,1,0,,,2,1.0,
62125,6,47,11,2012,5,4,2,12,0,1,1,0,,,2,,
62126,6,37,11,2012,2,14,13,12,0,1,1,0,,,2,1.0,1.0
62127,6,17,11,2012,7,20,5,35,0,1,1,1,,,1,,
62128,6,37,11,2012,7,9,12,33,4,2,1,0,,,2,1.0,
62129,6,37,11,2012,2,0,12,12,0,10,1,1,,,2,,
62130,6,99,11,2012,5,14,4,8,0,10,1,0,,,3,1.0,1.0
62131,6,37,11,2012,2,19,11,12,0,1,1,0,,,2,,
62132,6,71,11,2012,7,9,1,12,0,1,1,1,,,10,,1.0
62133,6,37,11,2012,3,10,13,12,0,1,1,0,,,2,1.0,
62134,6,47,11,2012,7,23,14,12,0,1,1,1,,,6,,
62135,6,19,11,2012,3,19,3,30,0,1,1,1,,,2,,1.0
62136,6,65,11,2012,2,4,11,12,1,1,1,0,,,2,1.0,
62137,6,29,11,2012,7,23,2,12,0,1,1,0,,,2,,
62138,6,65,11,2012,7,17,2,15,0,1,1,0,,,2,,
62139,6,17,11,2012,1,20,3,12,0,1,2,1,,,5,,
62140,6,101,11,2012,1,17,14,8,0,1,1,0,,,2,,
62141,6,37,11,2012,6,14,13,1,0,1,1,0,,,3,,1.0
62142,6,33,11,2012,3,14,2,12,0,2,1,0,,,3,,1.0
62143,6,61,11,2012,2,7,4,8,0,1,1,0,,,3,,
62144,6,59,11,2012,2,23,13,8,0,1,1,0,,,2,,
62145,6,59,11,2012,4,18,14,8,0,1,1,0,,,2,,
62146,6,73,11,2012,5,2,3,35,0,1,1,1,,,1,1.0,
62147,6,37,11,2012,1,19,4,24,0,1,1,1,,,2,1.0,
62148,6,61,11,2012,4,6,4,12,0,1,1,1,,,3,,
62149,6,19,11,2012,6,4,15,8,0,5,1,0,,,2,1.0,
62150,6,37,11,2012,7,2,14,8,0,5,1,0,,,2,1.0,
62151,6,31,11,2012,2,9,13,12,0,1,1,0,,,2,,1.0
62152,6,29,11,2012,2,22,1,12,0,1,3,1,,,3,,
62153,6,19,11,2012,6,23,14,8,0,2,1,0,,,3,1.0,
62154,6,65,11,2012,7,1,2,30,0,1,1,1,,,1,,
62155,6,37,11,2012,6,15,14,12,0,1,2,0,,,3,1.0,
62156,6,57,11,2012,7,13,16,9,0,1,1,0,,,2,,
62157,6,7,11,2012,2,12,3,8,0,1,1,0,,,2,,
62158,6,115,11,2012,6,20,4,1,0,1,1,1,,,1,,1.0
62159,6,59,9,2012,5,1,13,8,0,1,1,1,,,2,,1.0
62160,6,65,11,2012,2,16,13,12,0,1,1,0,,,2,,
62161,6,19,11,2012,7,6,12,12,0,5,1,0,,,2,,1.0
62162,6,9,11,2012,1,13,2,12,0,2,1,0,,,4,,1.0
62163,6,85,11,2012,7,17,15,42,0,1,1,1,,,1,1.0,
62164,6,85,11,2012,2,17,12,12,0,1,1,0,,,2,1.0,
62165,6,37,11,2012,7,10,14,8,0,2,1,0,,,4,,
62166,6,29,11,2012,3,22,14,8,0,1,1,0,,,2,,
62167,6,81,11,2012,7,11,14,43,0,1,1,0,,,3,1.0,1.0
62168,6,67,8,2012,2,20,13,9,0,1,1,0,,,3,,
62169,6,53,11,2012,7,15,2,12,0,1,1,0,,,4,,
62170,6,73,11,2012,6,6,3,1,0,2,1,0,,,3,1.0,
62171,6,47,11,2012,6,8,4,42,0,10,2,0,,,3,,
62172,6,37,11,2012,4,14,14,12,0,1,2,0,,,3,,
62173,6,95,11,2012,7,17,13,8,0,1,1,1,,,2,,1.0
62174,6,37,11,2012,7,18,14,33,0,2,3,1,,,3,1.0,
62175,6,37,11,2012,3,22,11,25,0,1,1,0,,,1,,
62176,6,37,11,2012,1,0,1,42,0,1,1,0,,,2,1.0,1.0
62177,6,97,11,2012,2,17,13,8,0,1,1,0,,,2,,
62178,6,71,9,2012,5,0,14,8,0,1,1,0,,,2,,
62179,6,59,11,2012,2,18,13,9,0,1,1,0,,,3,,
62180,6,73,11,2012,1,12,2,1,0,1,1,0,,,1,1.0,
62181,6,115,11,2012,3,17,2,12,0,10,1,0,,,2,1.0,
62182,6,37,11,2012,4,4,14,33,0,1,1,1,,,4,,
62183,6,19,11,2012,1,17,4,1,0,1,1,0,,,2,,
62184,6,73,11,2012,4,2,2,12,0,10,1,1,,,4,1.0,1.0
62185,6,37,11,2012,1,19,11,38,0,1,1,0,,,1,,
62186,6,19,11,2012,3,7,5,12,0,5,1,0,,,2,,
62187,6,81,9,2012,6,23,2,35,0,1,1,1,,,2,,1.0
62188,6,73,12,2012,2,2,14,59,0,10,1,1,,,2,1.0,
62189,6,85,11,2012,7,20,13,12,0,1,1,1,,,2,,1.0
62190,6,83,11,2012,7,21,2,42,0,1,1,1,,,2,,
62191,6,71,11,2012,4,14,4,12,0,1,1,1,,,4,,1.0
62192,6,39,11,2012,3,7,2,18,0,5,3,0,,,4,1.0,
62193,6,19,11,2012,4,5,5,12,0,1,1,0,,,3,,1.0
62194,6,37,11,2012,2,22,13,8,0,1,1,0,,,2,,
62195,6,73,11,2012,4,6,14,8,0,10,1,0,,,3,,
62196,6,37,12,2012,7,11,13,12,0,10,1,1,,,2,,1.0
62197,6,39,11,2012,1,8,2,12,0,5,1,0,,,7,,1.0
62198,6,59,11,2012,3,19,14,8,0,1,1,0,,,2,,
62199,6,35,11,2012,2,1,2,43,0,1,2,0,,,2,,
62200,6,21,11,2012,5,2,4,1,0,1,1,0,,,1,,
62201,6,107,11,2012,4,7,4,12,0,10,1,0,,,3,,
62202,6,81,11,2012,2,8,14,9,0,5,1,0,,,2,,
62203,6,67,11,2012,4,9,11,12,0,2,1,0,,,3,,
62204,6,59,12,2012,1,22,13,12,0,2,1,1,,,2,1.0,
62205,6,19,11,2012,5,16,4,12,0,10,1,1,,,3,1.0,2.0
62206,6,41,11,2012,6,10,12,35,0,1,1,0,,,1,,
62207,6,37,11,2012,7,2,14,33,0,5,1,1,,,1,1.0,1.0
62208,6,37,11,2012,5,21,4,35,0,1,1,0,,,1,,
62209,6,83,12,2012,2,4,2,35,0,10,1,0,,,1,,1.0
62210,6,37,11,2012,6,18,13,8,0,10,1,0,,,2,,
62211,6,29,12,2012,2,10,4,42,0,10,1,1,,,1,,
62212,6,69,12,2012,3,17,2,1,0,10,1,0,,,1,,
62213,6,69,11,2012,3,15,2,12,0,1,2,0,,,4,,
62214,6,79,12,2012,2,22,2,1,0,10,1,1,,,1,,1.0
62215,6,37,11,2012,5,17,4,12,0,1,1,1,,,6,1.0,
62216,6,23,12,2012,4,7,16,38,0,2,1,1,,,1,1.0,
62217,6,1,12,2012,4,15,14,12,0,10,1,1,,,2,,
62218,6,57,12,2012,2,19,2,12,0,10,1,1,,,3,,
62219,6,47,12,2012,4,17,2,34,0,1,1,0,,,3,,
62220,6,71,12,2012,5,11,2,35,0,2,1,0,,,1,,
62221,6,37,12,2012,7,9,13,12,0,1,1,0,,,4,,1.0
62222,6,17,9,2012,6,99,2,42,0,1,1,0,,,1,,
62223,6,29,11,2012,6,19,3,8,0,2,1,0,,,2,,
62224,6,65,11,2012,6,21,15,9,0,1,1,0,,,2,,
62225,6,31,12,2012,5,17,6,8,0,1,1,0,,,2,,1.0
62226,6,73,12,2012,3,3,6,8,0,10,1,0,,,2,,
62227,6,41,12,2012,4,20,2,42,0,10,1,0,,,2,,
62228,6,71,9,2012,7,2,14,8,0,1,1,0,,,2,,1.0
62229,6,79,12,2012,3,16,2,12,0,1,1,0,,,3,,1.0
62230,6,59,12,2012,3,21,14,8,0,10,1,0,,,4,,
62231,6,47,12,2012,7,9,12,12,0,1,1,0,,,5,,
62232,6,57,12,2012,2,8,1,1,0,1,1,0,,,1,,
62233,6,21,12,2012,6,3,1,1,0,1,1,0,,,1,,1.0
62234,6,85,9,2012,7,11,12,1,0,1,1,0,,,1,,
62235,6,37,12,2012,7,15,16,8,0,1,1,0,,,4,1.0,
62236,6,21,12,2012,6,23,6,30,0,5,1,0,,,1,1.0,
62237,6,37,12,2012,4,14,16,12,0,1,1,0,,,2,,1.0
62238,6,17,12,2012,7,1,14,12,0,4,1,1,,,4,1.0,
62239,6,73,12,2012,5,17,4,53,0,1,1,1,,,1,1.0,
62240,6,107,12,2012,2,14,2,42,0,1,1,1,,,1,,
62241,6,73,12,2012,7,7,12,25,0,2,1,0,,,2,1.0,
62242,6,13,11,2012,1,2,11,12,0,10,1,1,,,4,1.0,
62243,6,81,12,2012,7,12,11,35,0,2,1,0,,,4,1.0,
62244,6,65,12,2012,5,17,13,8,0,1,1,0,,,3,,
62245,6,37,12,2012,6,16,13,12,0,1,1,0,,,2,,
62246,6,73,12,2012,1,99,3,43,0,10,1,1,,,2,,
62247,6,67,12,2012,4,4,15,8,0,2,1,0,,,3,,
62248,6,79,12,2012,7,18,3,8,0,1,1,0,,,4,,
62249,6,29,12,2012,2,17,3,8,0,10,1,0,,,3,,
62250,6,37,12,2012,5,3,13,8,0,2,1,1,,,2,,
62251,6,67,12,2012,2,21,2,43,0,1,1,1,,,2,,
62252,6,29,12,2012,1,1,12,52,0,1,1,0,,,1,1.0,1.0
62253,6,37,12,2012,3,4,14,8,0,2,1,0,,,2,,
62254,6,67,12,2012,1,11,2,12,1,1,1,0,,,8,2.0,
62255,6,37,12,2012,3,2,13,30,0,10,1,1,,,3,1.0,1.0
62256,6,17,9,2012,5,22,4,12,0,1,1,1,,,2,,
62257,6,59,12,2012,3,5,13,8,0,2,1,0,,,2,,1.0
62258,6,19,12,2012,2,10,12,1,0,1,1,0,,,1,,1.0
62259,6,71,7,2012,1,20,14,9,0,1,1,0,,,6,,
62260,6,107,12,2012,4,9,4,8,0,1,1,0,,,2,,
62261,6,37,12,2012,1,17,14,15,0,1,1,0,,,2,,1.0
62262,6,67,12,2012,2,17,12,8,0,1,1,0,,,2,,1.0
62263,6,29,12,2012,4,13,6,42,0,1,1,0,,,1,,
62264,6,37,12,2012,4,13,13,12,0,1,1,0,,,3,,2.0
62265,6,37,12,2012,4,15,13,8,0,1,1,0,,,2,,1.0
62266,6,59,12,2012,4,17,13,12,0,1,1,0,,,2,,
62267,6,37,12,2012,6,17,14,30,0,1,2,0,,,3,1.0,1.0
62268,6,65,2,2012,1,18,1,12,0,10,1,0,,,8,,
62269,6,73,11,2012,6,0,14,14,0,10,1,1,,,2,1.0,1.0
62270,6,29,12,2012,6,16,2,12,0,10,1,0,,,2,1.0,1.0
62271,6,65,12,2012,6,23,16,12,0,1,1,1,,,10,1.0,1.0
62272,6,79,12,2012,7,8,4,42,0,2,1,1,,,1,,1.0
62273,6,29,12,2012,6,19,16,44,1,1,1,0,,,1,1.0,
62274,6,61,11,2012,2,7,2,35,0,1,1,0,,,2,,
62275,6,85,12,2012,6,20,6,30,0,10,1,1,,,2,1.0,1.0
62276,6,29,3,2012,3,19,13,9,0,1,1,0,,,2,,1.0
62277,6,37,12,2012,1,3,16,5,0,1,1,1,,,2,1.0,
62278,6,19,12,2012,6,99,4,8,0,10,1,0,,,2,,
62279,6,71,4,2012,3,14,14,1,0,1,1,0,,,1,,
62280,6,87,12,2012,1,20,13,33,0,1,1,0,,,3,1.0,
62281,6,73,8,2012,5,17,13,12,0,1,1,0,,,2,,
62282,6,65,8,2012,1,8,13,15,0,1,1,0,,,2,,
62283,6,65,5,2012,5,14,15,1,0,1,1,1,,,2,1.0,
62284,6,67,8,2012,6,15,2,9,0,1,1,0,,,2,,1.0
62285,6,13,7,2012,4,19,16,42,0,1,1,0,,,1,1.0,1.0
62286,6,67,7,2012,2,22,15,59,0,10,1,0,,,3,1.0,1.0
62287,6,37,9,2012,2,10,13,9,0,1,1,0,,,2,,
62288,6,101,11,2012,4,7,5,1,0,1,1,0,,,1,,
62289,6,73,9,2012,2,21,13,8,0,1,1,0,,,2,,
62290,6,65,6,2012,4,15,15,46,0,1,1,1,,,4,1.0,
62291,6,71,6,2012,2,22,16,8,0,10,1,0,,,2,,
62292,6,71,9,2012,4,8,1,12,0,10,1,0,,,2,1.0,
62293,6,13,9,2012,7,18,14,8,0,1,1,0,,,3,,
62294,6,71,7,2012,2,22,13,1,0,10,1,1,,,2,1.0,
62295,6,59,11,2012,7,9,6,38,0,10,1,0,,,1,1.0,
62296,6,51,6,2012,2,21,12,18,0,1,1,0,,,1,,
62297,6,71,7,2012,2,14,14,12,0,1,1,0,,,2,1.0,1.0
62298,6,37,6,2012,6,2,12,1,0,1,1,1,,,1,1.0,1.0
62299,6,73,12,2012,1,18,14,8,0,1,1,0,,,2,,
62300,6,37,7,2012,4,0,2,31,0,1,1,0,,,1,1.0,
62301,6,37,9,2012,6,7,12,12,0,1,1,0,,,2,,
62302,6,65,9,2012,6,23,15,8,0,1,1,0,,,3,,
62303,6,59,9,2012,4,17,16,8,0,1,1,0,,,2,1.0,
62304,6,71,10,2012,2,22,14,12,0,1,1,2,,,3,1.0,1.0
62305,6,37,12,2012,2,15,14,8,0,1,1,0,,,6,,
62306,6,99,9,2012,4,19,13,8,0,1,1,0,,,4,,
62307,6,71,9,2012,5,16,13,12,0,1,1,0,,,2,,
62308,6,65,10,2012,1,19,13,8,0,1,1,0,,,3,1.0,1.0
62309,6,19,9,2012,1,22,6,58,0,1,1,1,,,1,1.0,
62310,6,73,10,2012,3,14,15,12,0,1,1,1,,,2,1.0,
62311,6,65,8,2012,6,10,13,31,0,1,1,0,,,1,1.0,
62312,6,67,10,2012,6,99,2,1,0,1,1,1,,,1,,1.0
62313,6,65,10,2012,6,1,15,18,1,1,1,1,,,2,,
62314,6,59,10,2012,1,19,13,25,0,1,1,1,,,1,,1.0
62315,6,65,5,2012,7,23,16,1,0,1,1,0,,,4,,
62316,6,65,9,2012,7,5,14,8,0,1,1,1,,,2,,1.0
62317,6,59,10,2012,6,2,12,25,0,1,1,1,,,2,,
62318,6,65,4,2012,2,22,13,46,0,1,1,0,,,1,,
62319,6,71,10,2012,2,14,2,35,0,1,2,0,,,3,,
62320,6,67,10,2012,2,19,2,8,0,1,1,0,,,3,,
62321,6,13,10,2012,6,10,16,5,0,1,1,1,,,1,1.0,1.0
62322,6,73,10,2012,4,18,15,15,0,1,1,0,,,2,,
62323,6,37,9,2012,1,5,11,12,0,1,1,0,,,2,,2.0
62324,6,111,11,2012,7,14,13,12,0,1,1,0,,,2,1.0,1.0
62325,6,59,11,2012,1,18,14,8,0,1,1,0,,,2,,
62326,6,59,11,2012,1,10,13,9,0,1,1,0,,,2,,1.0
62327,6,73,10,2012,1,20,12,12,0,10,1,0,,,2,1.0,
62328,6,55,11,2012,6,9,14,14,0,1,1,1,,,1,,
62329,6,59,10,2012,4,20,14,33,0,1,1,1,,,3,1.0,
62330,6,73,10,2012,1,2,11,33,0,1,1,1,,,1,,1.0
62331,6,37,10,2012,1,19,11,20,0,1,1,1,,,1,1.0,
62332,6,67,11,2012,1,11,13,8,0,1,1,0,,,3,,
62333,6,77,11,2012,3,14,2,38,0,1,1,0,,,2,1.0,1.0
62334,6,77,11,2012,5,3,2,42,0,2,1,1,,,1,1.0,1.0
62335,6,85,11,2012,4,6,13,8,0,2,1,0,,,3,1.0,1.0
62336,6,71,12,2012,3,17,14,8,0,1,1,0,,,2,,
62337,6,67,9,2012,7,20,2,9,0,1,1,0,,,2,,
62338,6,67,11,2012,7,19,13,12,0,1,1,0,,,4,,
62339,6,67,2,2012,7,16,11,33,0,10,1,0,,,3,1.0,1.0
62340,6,25,10,2012,1,16,13,12,0,1,1,1,,,2,,
62341,6,99,11,2012,4,18,14,8,0,1,1,0,,,2,,
62342,6,1,6,2012,4,9,13,21,0,1,2,0,,,2,1.0,
62343,6,13,11,2012,2,16,6,12,0,1,1,0,,,2,1.0,
62344,6,19,11,2012,7,7,1,12,0,1,3,0,,,12,,1.0
62345,6,95,12,2012,3,23,2,8,0,10,1,1,,,2,1.0,
62346,6,99,11,2012,7,17,12,8,0,10,1,0,,,2,,1.0
62347,6,67,11,2012,7,19,15,43,0,2,1,1,,,1,1.0,
62348,6,59,6,2012,4,8,14,12,0,1,1,0,,,3,1.0,
62349,6,77,11,2012,4,10,12,12,1,1,1,0,,,6,1.0,
62350,6,37,12,2012,4,23,11,8,0,2,1,0,,,2,,
62351,6,67,4,2012,6,22,6,9,0,1,1,0,,,2,,1.0
62352,6,37,11,2012,1,19,12,12,0,1,1,0,,,4,,1.0
62353,6,71,7,2012,3,13,13,33,0,1,1,0,,,6,1.0,
62354,6,71,7,2012,1,12,15,12,0,1,1,0,,,7,,
62355,6,37,11,2012,2,0,11,8,0,1,1,0,,,3,,
62356,6,71,11,2012,2,4,11,12,0,10,1,0,,,3,1.0,1.0
62357,6,35,11,2012,5,17,2,8,0,2,1,0,,,10,,
62358,6,37,11,2012,7,8,11,14,0,1,1,0,,,2,,
62359,6,13,11,2012,3,14,11,14,0,10,1,0,,,3,,
62360,6,65,10,2012,4,19,14,8,0,1,1,0,,,2,,
62361,6,37,7,2012,4,5,13,12,0,1,1,0,,,3,,
62362,6,65,11,2012,4,17,14,8,0,1,1,0,,,2,,
62363,6,59,10,2012,6,18,13,33,0,1,1,1,,,1,,
62364,6,29,11,2012,5,14,12,38,0,10,1,0,,,2,,
62365,6,15,12,2012,6,20,2,12,0,10,1,1,,,2,,
62366,6,29,11,2012,5,20,13,12,0,1,1,0,,,3,,
62367,6,45,8,2012,6,7,15,9,0,1,1,0,,,2,,
62368,6,105,10,2012,5,2,5,42,0,1,1,1,,,4,1.0,
62369,6,59,12,2012,4,5,13,8,0,5,1,0,,,2,1.0,1.0
62370,6,37,12,2012,3,11,14,12,0,10,1,0,,,5,,
62371,6,65,9,2012,1,15,15,12,0,1,1,0,,,3,,
62372,6,13,12,2012,6,15,2,12,0,1,2,0,,,3,,
62373,6,59,12,2012,2,22,12,8,0,1,1,0,,,2,1.0,1.0
62374,6,71,12,2012,3,9,14,12,0,1,1,0,,,2,,
62375,6,93,10,2012,7,14,2,12,0,1,1,0,,,3,,
62376,6,53,12,2012,3,18,14,8,0,1,1,0,,,2,,
62377,6,37,12,2012,5,0,15,10,0,1,1,0,,,1,,
62378,6,99,10,2012,4,18,4,1,0,10,1,0,,,2,,
62379,6,71,12,2012,4,7,15,18,0,10,1,0,,,1,,
62380,6,31,11,2012,4,18,1,12,0,1,1,0,,,5,1.0,1.0
62381,6,37,12,2012,3,5,13,12,0,1,1,0,,,2,,1.0
62382,6,65,12,2012,5,5,2,8,0,2,1,0,,,2,,
62383,6,73,12,2012,7,6,12,39,0,2,1,0,,,2,1.0,
62384,6,73,12,2012,5,6,11,14,0,2,1,0,,,2,,
62385,6,17,5,2012,5,99,2,17,0,99,1,1,,,1,,
62386,6,37,11,2012,7,1,11,8,0,1,1,0,,,3,,
62387,6,89,11,2012,5,15,6,8,0,2,1,0,,,2,,
