ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
10145,1,49,3,2012,7,18,5,12,0,1,1,1,,,3,,
10146,1,117,3,2012,7,8,3,12,0,1,1,0,,,5,,
10147,1,47,3,2012,1,19,15,1,0,10,1,0,,,1,,
10148,1,15,3,2012,1,17,2,12,0,10,1,0,,,6,,
10149,1,33,3,2012,3,15,2,12,0,1,1,0,,,4,,
10150,1,1,3,2012,3,20,12,8,0,1,1,0,,,3,,
10151,1,3,3,2012,3,7,2,34,0,10,1,0,,,1,1.0,
10152,1,101,3,2012,5,18,2,12,0,1,1,0,,,7,,
10153,1,97,3,2012,5,5,16,9,0,5,1,0,,,2,,
10154,1,97,3,2012,6,10,16,12,0,1,1,0,,,7,1.0,1.0
10155,1,97,3,2012,6,15,3,12,0,1,1,0,,,3,,1.0
10156,1,1,3,2012,7,2,4,34,0,1,1,0,,,1,1.0,
10157,1,97,3,2012,7,21,12,8,0,1,1,1,,,3,,
10158,1,95,3,2012,1,17,4,32,0,1,1,0,,,1,1.0,
10159,1,3,2,2012,3,18,6,9,0,1,1,1,,,2,,
10160,1,3,2,2012,4,12,15,12,0,10,1,0,,,2,,
10161,1,15,3,2012,1,0,2,42,0,1,1,1,,,1,1.0,
10162,1,95,3,2012,2,19,2,12,0,1,2,1,,,2,1.0,
10163,1,89,3,2012,4,19,4,34,0,1,1,0,,,1,1.0,
10164,1,97,3,2012,4,23,16,42,0,10,1,0,,,3,1.0,
10165,1,35,3,2012,7,10,1,1,0,1,1,0,,,7,,1.0
10166,1,19,3,2012,4,14,14,12,0,1,1,0,,,2,,
10167,1,101,3,2012,5,15,12,1,0,1,1,0,,,2,,
10168,1,125,3,2012,1,10,2,12,0,1,1,0,,,4,,
10169,1,47,3,2012,5,23,5,42,0,2,1,1,,,1,,
10170,1,21,3,2012,6,17,1,12,0,10,1,0,,,4,1.0,
10171,1,117,3,2012,6,10,14,12,0,2,1,0,,,3,,
10172,1,21,3,2012,7,16,5,34,0,1,1,0,,,1,1.0,
10173,1,127,3,2012,7,15,2,12,0,1,1,0,,,3,,
10174,1,81,3,2012,1,5,2,8,0,1,1,0,,,2,,1.0
10175,1,85,3,2012,1,17,3,1,0,1,1,0,,,1,1.0,
10176,1,125,3,2012,3,19,16,14,0,1,1,1,,,1,,1.0
10177,1,3,3,2012,4,9,4,34,0,1,1,0,,,1,,
10178,1,73,3,2012,5,19,4,12,0,1,1,0,,,3,,
10179,1,43,3,2012,5,21,3,12,0,1,2,0,,,3,,
10180,1,125,3,2012,7,16,14,8,0,1,1,1,,,5,,
10181,1,125,3,2012,7,18,14,12,0,1,1,0,,,4,,1.0
10182,1,93,3,2012,7,20,4,34,0,2,1,0,,,2,,
10183,1,73,3,2012,7,7,14,42,0,10,1,0,,,1,1.0,
10184,1,45,3,2012,7,2,4,58,0,10,1,1,,,1,1.0,
10185,1,117,4,2012,1,0,2,12,0,10,1,0,,,4,,
10186,1,31,4,2012,3,8,14,33,0,1,1,0,,,1,,
10187,1,45,4,2012,3,2,12,42,0,1,1,0,,,1,,
10188,1,55,4,2012,7,5,14,58,0,1,1,0,,,1,1.0,
10189,1,73,4,2012,3,12,14,8,0,1,1,0,,,2,,
10190,1,117,4,2012,1,17,3,35,0,1,1,1,,,1,1.0,
10191,1,1,4,2012,2,17,6,42,0,1,1,0,,,1,1.0,1.0
10192,1,73,4,2012,2,14,4,42,0,1,1,0,,,1,,
10193,1,39,4,2012,4,16,4,12,0,1,1,0,,,4,,1.0
10194,1,73,4,2012,5,15,6,34,0,10,1,1,,,1,,
10195,1,1,4,2012,5,11,4,42,0,1,1,1,,,1,1.0,
10196,1,87,4,2012,6,23,3,59,0,1,1,1,,,1,1.0,1.0
10197,1,49,4,2012,7,19,5,23,0,1,1,1,,,1,1.0,1.0
10198,1,125,4,2012,7,12,2,42,0,1,1,0,,,2,,
10199,1,1,4,2012,3,4,4,34,0,1,1,0,,,1,,
10200,1,49,4,2012,5,15,6,12,0,1,1,0,,,3,1.0,
10201,1,27,4,2012,6,12,4,42,0,1,1,0,,,1,,
10202,1,1,3,2012,6,23,1,12,0,10,1,0,,,3,,
10203,1,97,4,2012,1,1,16,8,0,1,1,0,,,4,,
10204,1,97,4,2012,7,23,11,12,0,10,1,1,,,3,2.0,1.0
10205,1,89,1,2012,5,15,15,9,0,1,1,0,,,2,,
10206,1,73,3,2012,6,21,12,8,0,2,2,0,,,3,,1.0
10207,1,109,3,2012,5,13,5,42,0,1,1,0,,,1,,
10208,1,103,3,2012,3,16,2,12,0,1,1,0,,,2,,
10209,1,73,4,2012,2,16,12,12,0,1,1,0,,,2,1.0,1.0
10210,1,77,4,2012,2,14,4,32,0,1,2,0,,,2,1.0,
10211,1,53,4,2012,5,13,3,34,0,1,2,1,,,3,1.0,
10212,1,79,4,2012,6,23,2,12,0,1,1,0,,,4,,
10213,1,5,4,2012,6,18,4,1,0,1,1,1,,,2,1.0,
10214,1,3,4,2012,7,10,11,57,0,1,1,0,,,4,1.0,
10215,1,117,4,2012,7,18,3,24,0,1,1,1,,,1,1.0,
10216,1,97,4,2012,1,13,2,12,0,1,1,0,,,3,,
10217,1,127,4,2012,3,17,5,12,0,2,1,0,,,7,1.0,1.0
10218,1,125,4,2012,3,6,4,12,0,10,1,0,,,7,1.0,
10219,1,77,4,2012,3,8,2,8,0,2,1,0,,,2,,
10220,1,117,4,2012,4,8,14,12,0,10,1,0,,,4,,
10221,1,19,4,2012,4,21,4,12,0,1,1,0,,,2,,
10222,1,77,4,2012,5,21,6,42,0,1,1,1,,,1,,
10223,1,97,4,2012,5,22,14,33,0,10,1,1,,,1,,
10224,1,85,4,2012,7,6,5,58,0,10,1,1,,,1,1.0,1.0
10225,1,97,4,2012,7,3,6,32,0,10,1,1,,,2,,1.0
10226,1,73,4,2012,2,13,4,12,0,1,1,0,,,2,,1.0
10227,1,47,4,2012,2,15,2,12,0,1,1,0,,,19,1.0,1.0
10228,1,127,4,2012,2,11,3,42,0,1,1,0,,,2,,
10229,1,9,4,2012,3,4,2,42,0,1,1,0,,,1,,
10230,1,117,4,2012,4,5,4,42,0,1,1,0,,,1,,
10231,1,35,4,2012,6,21,4,42,0,1,1,1,,,1,1.0,
10232,1,127,4,2012,7,17,6,42,0,1,1,0,,,1,,
10233,1,119,4,2012,1,19,4,42,0,1,1,1,,,1,,1.0
10234,1,55,4,2012,1,6,3,12,0,1,1,1,,,2,1.0,
10235,1,89,4,2012,7,1,14,30,0,10,1,1,,,1,,
10236,1,29,4,2012,1,20,14,8,0,1,1,0,,,2,,
10237,1,97,4,2012,2,2,14,1,0,1,1,0,,,1,1.0,
10238,1,73,4,2012,7,17,11,59,4,1,1,1,,,3,1.0,
10239,1,73,4,2012,1,10,15,59,0,1,1,0,12.0,27.0,1,,
10240,1,89,4,2012,2,10,2,12,0,1,1,0,,,2,1.0,
10241,1,81,4,2012,6,22,2,1,0,1,1,1,,,1,,
10242,1,73,5,2012,4,12,15,35,0,1,1,0,,,1,,
10243,1,97,5,2012,5,7,11,52,0,10,1,0,,,1,1.0,
10244,1,125,5,2012,7,20,14,8,0,1,1,0,,,4,,
10245,1,7,5,2012,2,8,15,12,0,1,1,0,,,3,,
10246,1,51,5,2012,6,21,4,34,0,10,1,0,,,1,1.0,
10247,1,89,5,2012,7,23,12,8,0,2,1,0,,,2,,
10248,1,89,5,2012,7,3,4,30,0,10,1,0,,,1,,
10249,1,103,5,2012,3,20,1,1,0,1,1,0,,,1,,
10250,1,21,5,2012,3,15,6,35,0,1,1,1,,,1,1.0,
10251,1,89,5,2012,5,12,3,12,0,2,1,0,,,3,,
10252,1,73,5,2012,6,15,11,12,0,1,1,0,,,3,,1.0
10253,1,121,5,2012,7,13,4,42,0,1,1,1,,,1,1.0,
10254,1,125,5,2012,2,14,5,12,0,2,1,0,,,3,1.0,
10255,1,117,5,2012,2,12,1,24,0,1,1,0,,,1,,
10257,1,51,5,2012,2,6,3,34,0,10,1,0,,,1,1.0,
10258,1,113,5,2012,3,2,12,42,0,10,1,1,,,1,1.0,
10259,1,37,5,2012,4,13,4,42,0,10,1,0,,,1,,
10260,1,97,5,2012,5,18,5,8,0,1,1,0,,,3,1.0,
10261,1,49,5,2012,5,12,4,12,0,1,1,0,,,2,,
10262,1,29,5,2012,6,22,3,35,0,1,1,1,,,4,,
10263,1,45,5,2012,6,13,12,43,0,1,1,0,,,5,,
10264,1,101,5,2012,7,13,16,8,0,1,1,0,,,5,,1.0
10265,1,113,5,2012,1,20,4,1,0,1,2,0,,,2,1.0,
10266,1,111,5,2012,1,3,3,30,0,1,1,0,,,1,,
10267,1,55,5,2012,1,16,4,12,0,1,1,0,,,5,1.0,
10268,1,11,3,2012,6,7,16,12,0,2,1,0,,,2,,1.0
10269,1,125,4,2012,5,11,2,12,0,1,1,0,,,2,,
10270,1,73,4,2012,6,22,15,1,0,1,1,0,,,1,,1.0
10271,1,73,4,2012,2,22,15,42,0,2,2,0,,,2,,
10272,1,7,5,2012,3,6,2,12,0,10,1,0,,,4,,
10273,1,81,5,2012,7,8,3,12,0,10,1,1,,,4,,1.0
10274,1,73,5,2012,1,7,14,12,0,1,1,1,,,3,,1.0
10275,1,77,5,2012,3,3,4,8,0,1,1,0,,,2,,
10276,1,53,5,2012,4,5,3,12,0,1,1,0,,,2,,
10277,1,9,5,2012,7,22,3,12,0,1,1,0,,,3,,
10278,1,81,5,2012,7,18,6,12,0,1,1,0,,,3,,
10279,1,97,5,2012,1,6,16,42,0,1,1,0,,,1,1.0,
10280,1,89,5,2012,1,1,5,42,0,1,1,0,,,1,,1.0
10281,1,99,5,2012,2,13,4,12,0,10,1,0,,,4,1.0,
10282,1,97,5,2012,4,0,15,8,0,10,1,0,,,2,,1.0
10283,1,109,5,2012,5,12,6,34,0,1,1,0,,,1,1.0,1.0
10284,1,127,5,2012,6,23,2,52,0,1,1,1,,,1,,
10285,1,133,5,2012,7,14,4,42,0,1,1,0,,,1,1.0,
10286,1,89,5,2012,1,2,11,1,0,1,1,0,,,1,,1.0
10287,1,49,5,2012,5,7,6,34,0,10,1,0,,,1,,
10288,1,89,5,2012,5,12,15,33,0,1,1,0,,,1,,
10289,1,43,5,2012,3,17,1,42,0,1,1,0,,,1,,
10290,1,73,5,2012,1,16,4,35,0,1,1,0,,,1,,1.0
10291,1,117,5,2012,4,16,14,12,0,1,2,0,,,4,,1.0
10292,1,85,5,2012,4,18,1,42,0,1,1,0,,,1,,
10293,1,103,5,2012,4,11,6,32,0,1,1,1,,,1,,
10294,1,73,5,2012,5,14,14,12,0,1,1,0,,,3,,
10295,1,121,5,2012,5,8,2,12,0,1,1,0,,,2,,
10296,1,73,5,2012,1,5,14,19,0,1,1,1,,,3,1.0,
10297,1,103,5,2012,2,15,12,1,0,1,1,0,,,1,,
10298,1,97,6,2012,7,0,4,12,0,1,1,2,,,2,,
10299,1,23,6,2012,1,16,6,42,0,1,1,0,,,1,,
10300,1,43,6,2012,1,21,5,34,0,10,1,1,,,1,1.0,
10301,1,127,6,2012,2,0,3,42,0,10,1,0,,,1,,1.0
10302,1,59,6,2012,3,12,2,12,0,1,1,0,,,3,,
10303,1,97,6,2012,7,23,12,33,0,10,1,1,,,1,1.0,
10304,1,89,6,2012,1,15,16,12,0,2,1,0,,,5,1.0,1.0
10305,1,115,6,2012,7,7,3,34,0,1,1,0,,,1,,
10306,1,73,6,2012,1,1,11,30,0,1,1,0,,,2,,
10307,1,131,6,2012,5,10,2,12,0,1,1,0,,,4,,
10308,1,89,6,2012,7,2,15,34,0,1,1,0,,,1,,
10309,1,73,6,2012,2,11,15,1,0,2,1,0,,,1,1.0,1.0
10310,1,25,4,2012,2,12,12,12,0,1,1,0,,,3,,
10311,1,79,6,2012,6,17,6,38,0,1,1,1,,,1,,1.0
10312,1,3,5,2012,1,1,16,33,0,1,1,1,,,1,,1.0
10313,1,89,5,2012,7,9,3,12,0,1,1,0,,,4,,
10314,1,77,5,2012,4,17,6,35,0,1,1,1,,,4,1.0,
10315,1,9,6,2012,6,23,6,34,0,10,1,0,,,3,1.0,1.0
10316,1,53,6,2012,2,8,3,12,1,1,1,0,,,2,,
10317,1,101,6,2012,3,14,14,12,0,1,2,1,,,5,,
10318,1,9,6,2012,7,19,6,34,0,10,1,1,,,2,,
10319,1,11,6,2012,1,2,4,35,0,10,1,1,,,1,,
10320,1,55,6,2012,1,11,2,12,0,2,1,0,,,6,,2.0
10321,1,49,6,2012,1,13,1,35,0,2,1,0,,,5,1.0,
10322,1,101,6,2012,1,3,14,33,0,2,1,1,,,2,1.0,1.0
10323,1,9,6,2012,3,21,12,12,0,1,1,0,,,3,,
10324,1,3,6,2012,4,10,1,12,2,1,1,0,,,4,,
10325,1,125,6,2012,4,22,6,35,0,1,1,0,,,4,1.0,
10326,1,95,6,2012,4,6,6,53,0,1,1,0,,,1,1.0,
10327,1,95,6,2012,5,15,3,12,0,10,1,0,,,6,1.0,
10328,1,15,6,2012,5,6,12,9,0,10,1,0,,,2,,
10329,1,97,6,2012,5,20,3,12,0,2,1,1,,,4,1.0,
10330,1,71,6,2012,6,10,4,12,0,1,1,0,,,3,1.0,
10331,1,5,6,2012,7,22,3,12,0,1,1,1,,,5,,
10332,1,93,6,2012,7,17,6,1,0,1,1,0,,,1,,
10333,1,115,6,2012,7,8,14,12,0,1,1,1,,,3,,1.0
10334,1,83,6,2012,2,12,2,23,0,10,1,0,,,2,,
10335,1,99,6,2012,3,7,4,42,0,1,1,0,,,1,,
10336,1,103,6,2012,4,7,4,42,0,1,1,0,,,1,,1.0
10337,1,79,6,2012,4,5,6,32,0,1,1,0,,,1,1.0,
10338,1,41,6,2012,5,17,5,12,0,10,1,0,,,2,1.0,
10339,1,97,6,2012,6,13,14,12,0,1,1,0,,,2,,
10340,1,73,6,2012,7,1,4,35,0,10,2,1,,,4,1.0,
10341,1,123,6,2012,2,21,2,8,0,10,1,0,,,2,,1.0
10342,1,73,6,2012,5,5,12,9,0,1,1,0,,,2,,
10343,1,73,5,2012,5,20,16,34,0,1,1,0,,,1,1.0,
10344,1,73,6,2012,7,21,11,21,0,1,1,0,,,1,,
10345,1,115,5,2012,6,23,15,1,0,1,1,1,,,2,,
10346,1,97,6,2012,1,13,12,12,0,1,1,0,,,2,,1.0
10347,1,91,6,2012,5,13,12,12,0,1,1,0,,,5,1.0,
10348,1,73,6,2012,1,21,16,33,0,1,1,0,,,1,,
10349,1,73,6,2012,7,16,15,12,0,1,1,0,,,2,,
10350,1,17,6,2012,7,4,16,1,0,1,1,1,,,1,,1.0
10351,1,21,6,2012,4,4,3,1,0,1,1,0,,,1,,1.0
10352,1,3,6,2012,7,5,4,42,0,1,1,1,,,1,,
10353,1,39,6,2012,7,12,3,12,0,1,1,0,,,7,,
10354,1,125,6,2012,4,1,3,53,0,1,1,1,,,1,1.0,
10355,1,89,6,2012,1,1,2,8,0,1,1,0,,,2,,1.0
10356,1,77,6,2012,5,0,4,1,0,1,1,1,,,1,1.0,1.0
10357,1,101,6,2012,6,3,4,42,0,1,1,1,,,1,,
10358,1,39,6,2012,7,21,6,1,0,1,1,1,,,1,1.0,
10359,1,129,6,2012,7,4,4,34,0,1,1,1,,,3,1.0,
10360,1,53,6,2012,1,2,3,12,0,1,1,1,,,2,,
10361,1,3,6,2012,1,0,16,12,0,1,1,2,,,2,,1.0
10362,1,85,6,2012,3,21,4,1,0,1,1,1,,,1,1.0,
10363,1,33,6,2012,4,15,2,12,0,1,1,0,,,2,,
10364,1,53,6,2012,4,12,6,12,0,1,1,0,,,3,1.0,1.0
10365,1,79,6,2012,7,4,2,35,0,1,1,1,,,1,,
10366,1,49,6,2012,5,0,5,34,0,1,1,1,,,2,1.0,
10367,1,39,6,2012,6,19,3,12,0,1,1,0,,,9,,1.0
10368,1,127,6,2012,5,18,2,12,0,1,1,0,,,2,,
10369,1,31,6,2012,5,15,14,12,0,1,1,0,,,3,,
10370,1,121,6,2012,7,17,16,42,0,1,1,1,,,3,1.0,1.0
10371,1,63,7,2012,4,16,16,34,0,1,1,0,,,1,,
10372,1,55,7,2012,7,1,12,43,0,1,1,0,,,1,1.0,
10373,1,53,7,2012,2,6,3,12,0,1,1,0,,,4,,
10374,1,73,7,2012,3,21,11,42,0,1,1,0,,,1,,
10376,1,51,7,2012,3,13,12,12,0,1,1,0,,,3,,
10377,1,115,7,2012,4,16,4,42,0,10,1,0,,,3,1.0,
10378,1,73,7,2012,1,5,16,1,0,1,1,0,,,1,1.0,
10379,1,3,7,2012,6,1,3,59,0,1,1,1,,,1,1.0,
10380,1,117,7,2012,5,12,1,12,0,1,2,0,,,6,,
10381,1,73,7,2012,6,15,14,12,0,1,1,0,,,4,,1.0
10382,1,97,7,2012,3,21,14,8,0,10,1,0,,,2,,
10383,1,121,7,2012,5,0,12,8,0,1,1,0,,,2,,
10384,1,89,7,2012,6,19,11,25,0,1,1,0,,,2,,
10385,1,71,7,2012,3,16,2,34,0,1,1,1,,,1,,
10386,1,89,4,2012,5,17,2,12,0,10,1,0,,,3,,
10387,1,75,8,2012,4,13,4,30,0,1,1,0,6.0,69.0,1,1.0,
10388,1,51,6,2012,3,13,12,12,0,1,1,0,,,2,,1.0
