ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,Unnamed: 53,person_count,SPEEDREL,L_STATUS
50254,5,23,8,2014,3,15,6,35,0,1,1,0,8.0,,,1,,
50255,5,9,8,2014,3,15,2,12,0,1,1,0,20.0,58.0,,3,1.0,1.0
50256,5,115,8,2014,4,12,11,52,0,1,1,0,5.0,,,1,,
50257,5,143,8,2014,5,9,13,12,0,1,1,0,,,,3,,
50258,5,123,8,2014,6,11,1,34,0,1,1,1,22.0,,,2,,1.0
50259,5,141,8,2014,6,16,6,34,0,1,1,1,18.0,,,2,,
50260,5,141,8,2014,7,4,2,32,0,1,1,1,11.0,,,1,,
50261,5,107,8,2014,7,16,4,1,0,1,1,1,24.0,25.0,,1,,1.0
50262,5,69,8,2014,7,19,6,1,0,1,1,0,47.0,,,3,1.0,
50263,5,115,8,2014,1,11,3,42,0,1,1,0,,,,1,1.0,
50264,5,67,8,2014,1,13,4,12,0,1,1,0,,,,2,,
50265,5,51,8,2014,2,11,16,38,0,8,1,0,8.0,,,1,1.0,
50266,5,133,8,2014,3,0,4,1,0,1,1,0,14.0,,,1,,
50267,5,7,8,2014,3,16,4,1,0,1,1,1,5.0,,,1,,
50268,5,21,8,2014,4,17,4,9,0,1,1,0,,,,2,,1.0
50269,5,143,8,2014,7,11,3,42,0,1,1,0,12.0,,,1,,
50270,5,75,8,2014,6,22,4,38,0,1,1,1,,,,1,,
50271,5,103,8,2014,6,16,3,12,0,1,1,0,,,,2,,
50272,5,131,8,2014,7,18,4,34,0,1,1,0,,,,3,,
50273,5,97,8,2014,7,18,3,35,0,1,1,1,,,,1,1.0,
50274,5,51,8,2014,1,1,6,34,0,1,1,0,,,,2,,1.0
50275,5,19,8,2014,1,18,1,12,0,1,1,0,18.0,,,2,,
50276,5,149,8,2014,1,20,6,34,0,1,1,1,17.0,41.0,,2,1.0,
50277,5,79,8,2014,2,5,2,12,0,1,1,0,15.0,,,2,,
50278,5,69,8,2014,2,11,13,12,0,1,1,0,5.0,17.0,,3,,
50279,5,45,8,2014,2,12,13,12,0,1,1,0,3.0,,,2,,
50280,5,9,8,2014,3,19,4,12,0,1,2,0,13.0,22.0,,5,,1.0
50281,5,143,8,2014,4,22,3,34,0,1,1,1,,,,2,,1.0
50282,5,113,8,2014,5,11,2,12,0,1,1,0,6.0,,,2,,
50283,5,111,8,2014,5,7,4,1,0,1,1,0,,,,1,,
50284,5,33,8,2014,5,99,6,1,4,1,1,1,21.0,,,1,,1.0
50285,5,119,8,2014,6,15,12,1,0,1,1,0,7.0,,,2,,
50286,5,51,1,2014,5,12,13,12,0,1,1,0,4.0,,,3,,
50287,5,87,9,2014,2,16,2,12,0,1,1,0,27.0,58.0,,3,,
50288,5,59,9,2014,2,20,6,35,0,1,1,1,11.0,,,2,,1.0
50289,5,35,9,2014,3,15,4,5,0,1,1,0,28.0,,,1,,1.0
50290,5,125,9,2014,3,12,6,12,0,2,1,0,20.0,42.0,,2,1.0,
50291,5,19,9,2014,3,12,3,12,0,2,1,0,11.0,93.0,,5,,
50292,5,33,9,2014,5,15,1,59,0,1,1,0,11.0,61.0,,1,,
50293,5,119,9,2014,1,17,6,12,0,1,1,1,16.0,,,4,,1.0
50294,5,69,9,2014,2,4,6,42,0,1,1,0,11.0,,,1,,
50295,5,59,9,2014,2,11,3,12,0,1,1,0,39.0,,,3,,1.0
50296,5,85,9,2014,4,17,2,1,0,1,1,0,10.0,,,1,,1.0
50297,5,51,9,2014,5,6,13,12,0,2,1,1,6.0,,,2,,1.0
50298,5,45,9,2014,5,23,2,8,0,1,1,0,,,,2,,
50299,5,129,9,2014,6,15,2,12,0,1,1,0,9.0,,,3,,
50300,5,31,9,2014,7,20,2,12,0,1,2,1,13.0,,,3,,
50301,5,125,9,2014,1,1,11,25,0,1,1,0,8.0,39.0,,3,1.0,1.0
50302,5,107,9,2014,4,9,13,33,2,1,1,0,4.0,,,2,,
50303,5,65,9,2014,7,18,4,12,0,1,1,0,7.0,64.0,,2,,1.0
50304,5,35,9,2014,1,0,6,32,0,1,1,0,7.0,,,1,,
50305,5,125,9,2014,1,1,6,1,0,1,1,1,20.0,,,1,,1.0
50306,5,57,9,2014,1,2,16,42,0,1,1,1,5.0,47.0,,2,1.0,1.0
50307,5,55,9,2014,6,22,2,12,0,1,1,0,5.0,,,4,,
50308,5,119,9,2014,2,1,11,24,0,1,1,1,,,,1,,
50309,5,27,9,2014,2,14,2,12,0,1,1,0,,,,2,,
50310,5,13,9,2014,2,20,6,12,0,1,1,1,5.0,,,4,,1.0
50311,5,63,9,2014,2,22,6,34,0,1,1,0,22.0,,,6,,
50312,5,79,9,2014,3,18,2,12,0,1,1,0,8.0,48.0,,4,,1.0
50313,5,123,9,2014,4,0,1,8,0,1,1,0,30.0,,,2,,1.0
50314,5,121,9,2014,4,14,2,12,0,1,1,0,10.0,55.0,,3,,
50315,5,23,9,2014,5,7,4,1,0,1,1,0,,,,1,,
50316,5,85,9,2014,5,12,4,42,0,1,1,0,1.0,62.0,,1,,
50317,5,7,9,2014,5,17,4,12,0,1,1,0,15.0,,,3,,
50318,5,63,9,2014,5,23,3,1,0,1,1,1,,,,1,,1.0
50319,5,35,9,2014,6,13,13,12,0,1,1,1,5.0,,,4,,1.0
50320,5,149,9,2014,7,11,2,12,4,1,1,1,7.0,,,3,,
50321,5,63,9,2014,7,12,6,12,4,1,1,0,13.0,,,6,,
50322,5,101,9,2014,7,14,4,1,0,1,1,0,19.0,,,2,,
50323,5,115,9,2014,7,17,4,38,0,1,1,0,,,,1,,1.0
50324,5,95,9,2014,3,11,4,12,0,1,1,0,4.0,,,3,,
50325,5,145,9,2014,7,16,4,35,0,1,1,0,,,,1,,
50326,5,55,10,2014,4,2,3,12,0,1,2,1,7.0,,,2,,
50327,5,133,10,2014,5,20,4,34,0,2,1,0,12.0,,,2,1.0,
50328,5,55,10,2014,6,6,13,12,0,1,1,0,4.0,,,4,,
50329,5,63,10,2014,6,14,3,35,0,1,1,1,,,,1,,
50330,5,119,10,2014,1,0,16,1,0,1,1,1,4.0,,,1,,1.0
50331,5,63,10,2014,3,18,4,35,0,1,1,1,8.0,,,2,,
50332,5,121,10,2014,5,19,14,1,0,2,1,0,6.0,,,1,,
50333,5,27,10,2014,5,20,2,12,0,1,1,0,,,,2,,
50334,5,59,10,2014,6,16,3,12,0,1,1,0,16.0,51.0,,3,,1.0
50335,5,33,10,2014,2,2,5,23,0,1,1,1,,,,1,,
50336,5,119,10,2014,2,9,4,42,0,2,1,0,9.0,,,1,,
50337,5,143,10,2014,2,18,2,12,0,2,3,1,12.0,22.0,,4,,
50338,5,27,10,2014,4,6,2,42,0,1,1,0,,,,1,,1.0
50339,5,31,10,2014,4,9,16,12,0,1,1,0,3.0,,,3,,
50340,5,7,10,2014,4,16,4,12,0,1,1,0,12.0,,,2,,
50341,5,125,10,2014,4,17,6,42,0,1,1,0,10.0,,,1,,1.0
50342,5,51,10,2014,6,19,4,12,0,1,1,1,,,,4,,
50343,5,119,10,2014,7,18,11,25,0,1,1,1,6.0,,,3,,
50344,5,125,10,2014,7,21,14,12,0,1,1,1,,,,5,,1.0
50345,5,59,10,2014,1,17,3,23,0,1,1,0,9.0,,,2,,
50346,5,145,10,2014,2,12,4,38,0,1,1,0,5.0,,,1,,
50347,5,53,10,2014,3,7,2,32,0,1,1,0,10.0,,,3,,
50348,5,143,10,2014,4,18,3,53,0,1,1,0,,,,1,,
50349,5,57,10,2014,6,12,3,5,0,1,1,0,,,,2,,
50350,5,85,10,2014,6,15,2,12,0,1,1,0,13.0,,,3,,1.0
50351,5,129,10,2014,7,13,4,12,0,1,1,0,42.0,,,2,,1.0
50352,5,119,10,2014,1,1,16,8,0,1,1,0,,,,2,,1.0
50353,5,5,10,2014,1,15,4,1,0,1,1,0,16.0,,,1,,
50354,5,91,10,2014,1,20,16,8,0,1,1,0,6.0,,,2,,
50355,5,71,10,2014,2,8,6,8,0,1,1,0,18.0,,,2,,
50356,5,79,10,2014,2,13,6,35,0,1,1,1,25.0,,,3,,
50357,5,109,10,2014,2,15,3,8,0,1,1,0,33.0,40.0,,3,,
50358,5,113,10,2014,3,6,2,12,0,2,1,0,15.0,,,2,,
50359,5,111,10,2014,3,7,3,12,0,2,1,0,28.0,,,3,,
50360,5,59,10,2014,4,19,3,12,0,1,2,0,12.0,,,8,,1.0
50361,5,75,10,2014,5,9,2,12,0,1,1,0,40.0,68.0,,6,,
50362,5,33,10,2014,5,19,1,12,0,1,1,0,5.0,,,3,,
50363,5,65,10,2014,6,11,4,35,0,1,1,0,,,,1,,
50364,5,45,10,2014,6,11,4,34,0,1,1,0,5.0,,,1,,
50365,5,13,10,2014,6,23,2,42,0,1,1,0,,,,1,,1.0
50366,5,121,11,2014,7,8,3,12,0,1,1,0,33.0,79.0,,3,,
50367,5,31,11,2014,7,17,13,12,0,1,1,0,,,,3,,
50368,5,1,11,2014,7,22,6,35,0,1,1,1,14.0,,,4,,
50369,5,91,11,2014,1,9,16,38,0,1,1,0,6.0,,,1,,
50370,5,87,11,2014,2,5,3,42,0,1,1,1,33.0,,,1,,1.0
50371,5,7,11,2014,2,19,2,35,0,1,1,0,,,,1,,
50372,5,33,11,2014,3,9,3,52,0,2,1,1,,,,1,1.0,1.0
50373,5,3,11,2014,3,15,4,12,0,1,1,0,12.0,,,2,,
50374,5,57,11,2014,3,18,11,12,0,2,5,0,1.0,,,6,,
50375,5,35,11,2014,4,11,13,12,4,2,2,1,5.0,,,10,,
50376,5,33,11,2014,5,14,3,32,0,1,1,1,7.0,22.0,,2,,1.0
50377,5,149,11,2014,5,16,16,12,0,1,1,0,,,,5,1.0,1.0
50378,5,107,11,2014,5,19,2,12,0,1,1,1,37.0,,,2,,
50379,5,141,11,2014,6,9,2,12,0,1,1,0,,,,3,,
50380,5,131,11,2014,7,13,4,12,0,1,1,1,,,,4,,1.0
50381,5,131,11,2014,7,18,16,8,0,1,1,0,12.0,,,3,,
50382,5,53,11,2014,1,13,2,12,0,1,1,0,20.0,,,4,,
50383,5,125,11,2014,2,6,2,12,0,1,1,0,30.0,,,2,,
50384,5,33,11,2014,2,15,4,12,0,1,1,0,12.0,,,2,,
50385,5,35,11,2014,2,22,1,12,0,1,1,0,15.0,,,2,,
50386,5,67,11,2014,4,12,3,42,0,1,1,0,,,,1,,
50387,5,119,11,2014,5,4,12,8,0,1,1,0,12.0,,,3,,
50388,5,37,11,2014,5,5,4,12,0,1,1,0,18.0,,,6,1.0,
50389,5,29,11,2014,5,19,1,12,0,1,1,0,6.0,30.0,,3,,
50390,5,69,11,2014,7,18,13,8,0,1,1,0,1.0,14.0,,4,,1.0
50391,5,39,11,2014,2,4,4,21,0,1,1,0,45.0,63.0,,3,,
50392,5,93,11,2014,2,4,11,12,0,1,1,0,13.0,,,3,,1.0
50393,5,139,11,2014,3,17,16,42,0,1,1,0,20.0,73.0,,3,,
50394,5,51,11,2014,6,20,14,12,0,1,1,0,,,,5,,
50395,5,139,11,2014,6,14,13,12,0,1,1,0,1.0,,,2,,
50396,5,119,11,2014,6,18,13,8,0,2,1,0,4.0,,,2,,
50397,5,51,11,2014,7,0,2,59,0,99,1,1,,,,1,,
50398,5,91,11,2014,7,1,1,12,0,1,3,0,8.0,,,8,,
50399,5,111,11,2014,1,6,14,9,0,1,1,0,8.0,,,2,,
50400,5,121,11,2014,2,9,6,12,0,1,1,0,24.0,,,2,,
50401,5,51,11,2014,3,18,2,12,0,1,1,0,14.0,,,6,,1.0
50402,5,23,11,2014,4,8,4,35,0,1,1,0,38.0,,,2,,
50403,5,39,11,2014,5,12,4,1,0,1,1,0,,,,1,,
50404,5,7,11,2014,5,17,4,11,0,1,1,0,12.0,28.0,,4,,
50405,5,119,11,2014,6,15,15,59,0,1,1,0,8.0,,,3,,1.0
50406,5,57,11,2014,6,19,3,12,0,1,2,1,10.0,,,2,,
50407,5,143,12,2014,3,4,1,24,0,8,1,0,4.0,51.0,,1,1.0,
50408,5,107,12,2014,3,6,13,8,0,5,1,0,,,,2,,1.0
50409,5,125,12,2014,6,5,2,12,0,5,1,0,15.0,,,2,,
50410,5,69,12,2014,6,12,3,12,0,2,1,0,8.0,,,4,,
50411,5,45,12,2014,7,15,2,8,4,1,1,1,,,,2,,
50412,5,133,12,2014,7,22,3,24,0,1,1,0,,,,1,,
50413,5,29,12,2014,1,5,3,1,0,1,1,0,,,,1,,
50414,5,45,12,2014,1,7,1,8,4,1,1,0,,,,5,,
50415,5,37,12,2014,2,14,14,9,0,1,1,0,5.0,,,2,,
50416,5,37,12,2014,3,7,4,24,0,5,1,0,7.0,,,1,,
50417,5,23,12,2014,3,17,3,12,0,1,1,1,4.0,,,2,,
50418,5,69,12,2014,4,11,3,1,0,1,1,1,8.0,,,1,,
50419,5,119,12,2014,5,20,4,38,0,1,1,0,13.0,,,1,,
50420,5,113,12,2014,6,6,2,12,0,8,1,0,,,,2,,
50421,5,69,12,2014,6,21,13,8,0,8,1,1,4.0,,,2,,1.0
50422,5,55,12,2014,7,17,2,12,0,1,2,0,6.0,35.0,,5,,
50423,5,119,12,2014,1,5,6,42,0,5,1,1,5.0,,,1,,
50424,5,93,12,2014,1,11,12,1,0,1,3,0,37.0,,,4,,
50425,5,19,12,2014,1,12,6,24,0,1,1,1,14.0,,,1,1.0,
50426,5,63,12,2014,4,10,14,33,0,1,1,0,4.0,,,1,,
50427,5,19,12,2014,4,23,1,32,0,2,1,0,,,,1,,
50428,5,97,12,2014,1,0,4,35,0,1,1,1,,,,1,,
50429,5,119,12,2014,5,17,11,8,0,1,1,0,6.0,,,2,,
50430,5,145,12,2014,1,2,16,42,0,1,1,0,21.0,,,1,1.0,1.0
50431,5,121,12,2014,2,19,16,17,0,1,1,0,6.0,,,3,,
50432,5,123,12,2014,3,22,1,34,0,1,1,0,12.0,,,1,,
50433,5,59,12,2014,4,14,2,12,0,1,1,0,11.0,,,2,,
50434,5,119,1,2014,6,18,3,8,0,2,1,1,5.0,,,3,,1.0
50435,5,119,5,2014,3,19,13,12,0,1,1,0,3.0,,,5,,
50436,5,5,9,2014,7,22,4,53,0,1,1,1,10.0,,,1,,
50437,5,85,10,2014,7,19,6,42,0,2,1,1,28.0,,,2,1.0,
50438,5,145,11,2014,5,16,5,12,0,1,1,0,10.0,,,3,,
60001,6,65,1,2014,6,8,4,12,0,1,1,0,,,,2,1.0,1.0
60002,6,53,1,2014,4,5,14,33,0,1,1,1,,,,2,1.0,
60003,6,75,1,2014,6,5,11,8,0,1,1,0,,,,2,,
60004,6,23,1,2014,4,7,2,24,0,10,1,0,,,,1,,
60005,6,73,1,2014,5,16,11,1,0,1,1,0,,,,2,1.0,
60006,6,23,1,2014,6,13,2,12,0,1,1,0,,,,3,,
60007,6,1,1,2014,6,6,11,1,0,1,1,0,,,,3,1.0,
60008,6,73,1,2014,2,22,14,8,0,1,1,0,,,,4,,
60009,6,71,1,2014,4,16,2,59,0,1,1,1,,,,1,1.0,
60010,6,113,1,2014,3,6,12,8,0,1,1,0,,,,6,,
60011,6,107,1,2014,4,21,2,11,0,1,1,0,,,,4,,
60012,6,37,1,2014,5,3,11,24,0,1,1,0,,,,1,,1.0
60013,6,95,1,2014,6,17,14,8,0,1,1,0,,,,4,,
60014,6,95,1,2014,5,11,4,30,0,1,1,0,,,,2,1.0,1.0
60015,6,5,1,2014,5,16,2,41,0,1,1,0,,,,1,,
60016,6,73,1,2014,6,14,6,1,0,1,1,0,,,,1,,
60017,6,37,1,2014,6,22,2,33,0,1,1,1,,,,1,1.0,
60018,6,101,1,2014,6,99,6,34,0,1,1,1,,,,1,1.0,1.0
60019,6,37,1,2014,7,2,13,33,0,1,1,1,,,,5,1.0,
60020,6,79,1,2014,1,0,3,42,0,1,1,0,,,,1,,1.0
60021,6,71,1,2014,2,17,1,1,0,1,1,0,,,,4,1.0,
60022,6,45,1,2014,2,17,2,1,0,1,1,1,,,,2,,
60023,6,19,1,2014,3,16,2,38,0,10,2,0,,,,3,1.0,1.0
60024,6,37,1,2014,3,21,13,39,0,1,1,1,,,,3,,1.0
60025,6,89,1,2014,4,20,2,59,0,10,1,1,,,,1,,
60026,6,65,1,2014,5,17,1,42,0,1,1,0,,,,1,,
60027,6,59,1,2014,6,13,13,33,0,1,2,0,,,,2,1.0,1.0
60028,6,73,1,2014,6,16,15,39,0,1,1,0,,,,2,,
60029,6,19,1,2014,7,23,4,14,0,1,1,1,,,,2,1.0,1.0
60030,6,37,1,2014,2,17,12,1,0,1,1,0,,,,2,2.0,1.0
60031,6,37,1,2014,4,0,14,12,0,1,1,0,,,,2,,1.0
60032,6,37,1,2014,5,17,15,12,0,1,1,0,,,,3,,1.0
60033,6,29,1,2014,6,3,13,12,0,1,1,2,,,,2,,
60034,6,37,1,2014,7,14,15,12,0,1,1,0,,,,2,1.0,
60035,6,29,1,2014,7,14,4,12,0,1,1,0,,,,10,,2.0
60036,6,37,1,2014,1,13,2,1,0,1,1,0,,,,3,1.0,
60037,6,19,1,2014,1,17,3,12,0,1,1,1,,,,2,1.0,
60038,6,37,1,2014,3,7,15,12,0,1,1,0,,,,2,1.0,
60039,6,73,1,2014,3,14,13,33,0,1,1,0,,,,3,,
60040,6,37,1,2014,3,22,13,12,0,1,1,1,,,,2,1.0,
60041,6,7,1,2014,4,15,2,12,0,10,1,0,,,,3,,
60042,6,73,1,2014,6,22,13,8,0,10,1,0,,,,2,,
60043,6,37,1,2014,7,18,12,8,0,1,1,1,,,,3,,
60044,6,103,1,2014,7,22,1,8,0,1,1,0,,,,3,,
60045,6,59,1,2014,1,13,16,15,0,1,1,0,,,,4,,
60046,6,65,1,2014,1,15,14,9,0,1,1,1,,,,2,,1.0
60047,6,65,1,2014,1,18,13,8,0,1,1,0,,,,5,,
60048,6,65,1,2014,2,17,12,15,0,1,1,0,,,,2,,
60049,6,77,1,2014,4,11,13,8,0,10,1,0,,,,2,1.0,1.0
60050,6,19,1,2014,4,14,15,9,0,1,1,0,,,,2,,
60051,6,37,1,2014,5,4,13,33,0,1,1,0,,,,2,1.0,1.0
60052,6,7,1,2014,4,3,14,42,0,1,1,1,,,,1,1.0,
60053,6,59,1,2014,4,2,13,33,0,1,1,1,,,,1,1.0,
60054,6,107,1,2014,6,14,2,12,0,1,1,0,,,,2,,1.0
60055,6,81,1,2014,7,17,12,12,0,1,1,0,,,,7,1.0,
60056,6,77,1,2014,6,6,13,12,0,1,1,0,,,,2,1.0,
60057,6,37,1,2014,6,8,13,12,0,10,1,0,,,,2,,
60058,6,37,1,2014,6,99,2,43,0,1,1,1,,,,1,,
60059,6,37,1,2014,7,2,14,33,0,1,1,1,,,,1,1.0,
60060,6,37,1,2014,6,22,14,8,0,1,1,0,,,,3,,1.0
60061,6,73,1,2014,6,23,12,1,0,1,3,1,,,,6,1.0,
60062,6,45,1,2014,7,4,2,33,0,1,1,1,,,,1,1.0,
60063,6,65,1,2014,6,23,11,43,0,1,1,1,,,,1,,1.0
60064,6,87,1,2014,7,4,12,8,0,10,1,0,,,,2,,
60065,6,85,1,2014,6,23,11,8,0,10,1,0,,,,2,,
60066,6,77,1,2014,2,6,2,12,1,1,1,0,,,,3,,1.0
60067,6,37,1,2014,1,2,14,33,0,5,3,1,,,,4,1.0,
60068,6,101,1,2014,2,8,2,12,1,1,1,0,,,,4,,
60069,6,71,1,2014,2,15,2,1,0,1,1,0,,,,4,,
60070,6,37,1,2014,7,8,13,8,0,1,1,0,,,,2,,
60071,6,37,1,2014,3,17,4,15,0,1,1,0,,,,2,,
60072,6,67,1,2014,2,18,2,59,0,1,2,1,,,,2,1.0,
60073,6,37,1,2014,3,18,2,8,0,1,1,0,,,,2,,
60074,6,37,1,2014,2,20,11,12,0,1,1,0,,,,3,1.0,
60075,6,17,1,2014,7,11,3,42,0,2,1,0,,,,1,,
60076,6,73,1,2014,3,15,11,1,0,1,1,0,,,,2,1.0,
60077,6,65,1,2014,2,18,2,8,0,1,1,0,,,,3,,1.0
60078,6,65,1,2014,7,22,4,12,0,1,1,1,,,,2,,1.0
60079,6,37,1,2014,3,19,14,9,0,1,1,0,,,,3,,
60080,6,51,1,2014,3,12,2,12,0,1,1,0,,,,2,,
60081,6,107,1,2014,2,21,4,59,0,1,1,0,,,,1,1.0,1.0
60082,6,37,1,2014,5,21,14,8,0,1,1,0,,,,2,,
60084,6,29,1,2014,3,14,5,12,0,1,1,0,,,,3,,
60085,6,67,1,2014,1,17,2,12,0,1,1,0,,,,2,,1.0
60086,6,87,1,2014,4,13,3,12,0,1,1,0,,,,2,1.0,
60087,6,67,1,2014,7,14,13,42,0,1,1,0,,,,1,,
60088,6,73,1,2014,4,19,3,8,0,1,1,0,,,,3,,
60089,6,73,1,2014,3,1,14,33,0,1,1,0,,,,1,1.0,
60090,6,77,1,2014,1,17,2,35,0,1,1,1,,,,1,,
60091,6,83,1,2014,7,99,2,59,0,1,1,1,,,,1,1.0,
60092,6,7,1,2014,1,10,4,35,0,1,1,0,,,,1,,
60093,6,37,1,2014,1,20,14,8,0,1,1,0,,,,2,,
60094,6,73,1,2014,3,13,12,12,0,1,1,0,,,,2,,
60095,6,81,1,2014,1,16,13,9,0,1,1,0,,,,2,,1.0
60096,6,85,1,2014,1,99,2,52,0,10,1,1,,,,1,,
60097,6,77,1,2014,1,4,11,35,0,1,1,1,,,,1,,
60098,6,7,1,2014,2,0,2,42,0,1,1,1,,,,1,1.0,1.0
60099,6,43,1,2014,6,17,2,12,0,1,1,0,,,,4,,
60100,6,71,1,2014,1,8,4,12,0,1,1,0,,,,2,,
60101,6,37,1,2014,1,23,14,44,0,1,1,1,,,,3,1.0,1.0
60102,6,37,1,2014,1,19,13,12,0,1,1,0,,,,2,,
60103,6,77,1,2014,6,22,4,1,0,1,1,0,,,,3,1.0,
60104,6,85,1,2014,4,18,12,12,0,1,1,0,,,,4,1.0,2.0
60105,6,107,1,2014,3,9,3,12,0,1,1,0,,,,2,,
60106,6,37,1,2014,7,0,13,30,0,1,2,1,,,,4,,
60107,6,97,1,2014,4,20,2,35,0,1,1,1,,,,1,1.0,
60108,6,73,1,2014,4,7,16,8,0,1,1,0,,,,4,,
60109,6,37,1,2014,4,18,14,8,0,1,1,0,,,,2,,
60110,6,37,1,2014,5,5,14,9,0,1,1,0,,,,2,,
60111,6,85,1,2014,1,20,2,24,0,1,1,1,,,,1,1.0,
60112,6,65,1,2014,4,18,15,12,0,1,1,0,,,,5,1.0,1.0
60113,6,37,1,2014,1,20,14,8,0,1,1,0,,,,2,,1.0
60114,6,73,1,2014,6,5,15,18,0,10,1,0,,,,1,,1.0
60115,6,97,1,2014,5,10,4,1,0,1,1,0,,,,1,1.0,
60116,6,1,1,2014,6,22,11,24,0,1,1,1,,,,1,,
60117,6,65,1,2014,5,9,4,35,0,1,1,0,,,,1,1.0,
60118,6,47,1,2014,7,0,2,12,0,1,1,0,,,,3,,2.0
60119,6,37,1,2014,1,0,12,12,0,1,1,1,,,,6,,
60120,6,65,1,2014,6,7,1,1,0,1,1,0,,,,5,,1.0
60121,6,37,1,2014,7,13,4,42,0,1,1,1,,,,2,1.0,
60122,6,67,1,2014,7,17,13,8,0,1,1,0,,,,2,,
60123,6,77,1,2014,7,2,5,30,0,1,1,1,,,,1,1.0,1.0
60124,6,71,1,2014,2,6,12,8,0,1,1,0,,,,2,,
60125,6,37,1,2014,6,8,16,8,0,1,1,0,,,,6,,
60126,6,29,1,2014,7,22,2,24,0,1,1,1,,,,2,1.0,1.0
60127,6,7,1,2014,1,0,4,42,0,1,2,1,,,,3,1.0,
60128,6,37,1,2014,2,7,14,14,0,1,1,0,,,,1,1.0,1.0
60129,6,85,1,2014,7,2,13,33,0,1,1,1,,,,1,1.0,
60130,6,73,1,2014,2,8,14,33,1,1,1,0,,,,3,,
60131,6,73,1,2014,1,19,4,8,0,1,2,1,,,,2,,
60132,6,5,1,2014,6,13,4,12,0,1,1,0,,,,4,,
60133,6,37,1,2014,2,16,14,8,0,1,1,0,,,,2,,
60134,6,65,1,2014,3,14,4,59,0,1,1,1,,,,1,1.0,
60135,6,95,1,2014,2,14,13,25,1,1,1,0,,,,3,1.0,
60136,6,59,1,2014,6,22,15,33,0,1,1,1,,,,2,1.0,
60137,6,39,1,2014,2,16,2,12,0,1,1,0,,,,3,,
60138,6,65,1,2014,6,16,4,12,0,10,1,0,,,,4,1.0,
60139,6,95,1,2014,6,16,1,12,0,1,1,0,,,,2,1.0,
60140,6,59,1,2014,2,19,13,14,0,1,1,0,,,,1,,
60141,6,65,1,2014,6,18,14,8,0,1,1,0,,,,2,,
60142,6,41,1,2014,2,19,15,33,0,1,1,1,,,,1,1.0,
60143,6,25,1,2014,2,99,12,32,0,1,1,0,,,,1,,1.0
60144,6,37,1,2014,4,2,14,33,0,1,1,0,,,,2,,
60145,6,43,1,2014,3,15,2,12,0,1,2,0,,,,2,,
60146,6,109,1,2014,4,15,2,12,0,10,1,0,,,,2,,
60147,6,73,1,2014,4,17,14,8,0,10,1,0,,,,2,,1.0
60148,6,65,1,2014,4,19,2,42,0,1,2,0,,,,3,,
60149,6,37,1,2014,7,14,11,25,0,1,1,0,,,,1,1.0,
60150,6,29,1,2014,6,21,6,14,0,1,1,0,,,,1,,1.0
60151,6,85,1,2014,4,14,13,9,0,1,1,0,,,,4,,
60152,6,59,1,2014,6,11,14,14,0,1,1,1,,,,1,,
60153,6,71,1,2014,5,2,2,12,0,1,1,0,,,,5,,1.0
60154,6,71,1,2014,5,22,2,24,0,1,1,1,,,,1,,
60155,6,83,1,2014,5,6,2,12,0,2,2,0,,,,3,1.0,
60156,6,37,1,2014,3,14,11,8,0,1,1,0,,,,4,,
60157,6,67,1,2014,5,11,2,42,0,1,1,1,,,,1,1.0,
60158,6,71,1,2014,3,21,14,12,0,1,1,0,5.0,,,2,,
60160,6,37,1,2014,5,15,14,12,0,2,1,0,,,,3,,
60161,6,37,1,2014,5,17,13,1,0,2,1,0,,,,2,,
60162,6,101,1,2014,5,19,14,8,0,10,1,0,,,,2,,1.0
60163,6,37,1,2014,1,22,11,8,0,1,1,0,,,,2,,
60164,6,77,1,2014,5,22,4,43,0,10,1,1,,,,3,1.0,
60165,6,1,1,2014,6,0,14,30,0,1,1,0,,,,2,1.0,1.0
60166,6,85,1,2014,5,23,12,12,0,10,1,1,,,,2,1.0,
60167,6,23,1,2014,3,8,2,8,0,2,1,0,,,,2,,
60168,6,37,1,2014,3,9,14,8,0,10,1,0,,,,2,,
60169,6,73,1,2014,6,0,14,12,0,10,1,0,,,,3,,1.0
60170,6,65,1,2014,6,11,11,12,4,1,1,0,,,,2,1.0,
60171,6,43,2,2014,7,2,2,42,0,1,1,1,,,,3,1.0,
60172,6,7,2,2014,1,0,2,1,0,1,2,1,,,,5,,
60173,6,47,1,2014,3,14,13,8,0,1,1,0,,,,2,,
60174,6,85,2,2014,7,3,12,38,0,1,1,1,,,,1,,1.0
60175,6,25,2,2014,1,2,1,38,0,1,1,0,,,,1,,
60176,6,11,1,2014,7,22,4,52,0,1,1,0,,,,1,,
60177,6,99,1,2014,3,14,3,12,0,10,1,1,,,,3,,1.0
60178,6,33,2,2014,7,5,2,1,0,1,1,0,,,,1,,
60179,6,71,2,2014,1,2,11,35,0,10,1,1,,,,1,,
60180,6,53,1,2014,1,99,12,24,0,1,1,0,,,,2,,
60181,6,59,1,2014,6,19,6,33,0,1,1,1,,,,1,1.0,
60182,6,73,1,2014,1,14,14,12,0,10,1,0,,,,3,1.0,
60183,6,59,2,2014,1,6,2,9,0,1,1,0,,,,2,,
