ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,Unnamed: 53,person_count,SPEEDREL,L_STATUS
481053,48,113,5,2014,6,14,16,30,0,10,1,0,,,,1,1.0,
481054,48,113,5,2014,6,12,16,12,0,1,1,0,5.0,8.0,,4,1.0,1.0
481055,48,201,5,2014,6,8,6,12,0,2,1,0,5.0,53.0,,3,1.0,1.0
481056,48,293,5,2014,6,8,3,12,0,10,1,0,15.0,17.0,,2,,
481057,48,353,5,2014,6,4,1,1,0,1,1,0,,,,1,,
481058,48,451,5,2014,7,23,13,8,0,1,1,0,,,,2,,
481059,48,477,5,2014,6,15,2,12,0,2,1,0,,,,5,1.0,1.0
481060,48,113,5,2014,7,23,12,8,0,1,1,0,,,,7,,
481061,48,283,5,2014,5,11,1,8,0,1,2,1,,,,2,,
481062,48,113,5,2014,6,13,16,12,0,10,1,0,6.0,23.0,,4,,
481063,48,293,5,2014,7,21,6,1,0,1,1,0,,,,1,,1.0
481064,48,375,5,2014,7,21,3,12,0,1,1,0,34.0,35.0,,5,,
481066,48,69,5,2014,1,19,3,12,0,6,2,2,38.0,39.0,,3,,
481067,48,209,5,2014,1,2,11,33,0,1,1,1,,,,1,1.0,
481068,48,161,5,2014,1,18,1,1,0,1,1,0,,,,1,,
481069,48,201,5,2014,1,4,6,32,0,2,1,1,,,,2,,1.0
481070,48,371,5,2014,1,16,1,1,0,1,2,0,35.0,56.0,,4,1.0,1.0
481071,48,401,5,2014,1,20,2,1,0,10,1,0,,,,1,,1.0
481072,48,409,5,2014,1,12,1,1,0,1,1,0,,,,1,,
481073,48,439,5,2014,1,1,11,24,1,1,1,1,,,,2,1.0,
481074,48,451,5,2014,1,1,12,24,0,1,1,0,,,,1,1.0,
481075,48,201,5,2014,2,23,13,30,0,10,1,0,,,,1,,
481076,48,313,5,2014,2,5,4,12,0,1,1,0,25.0,96.0,,4,,
481077,48,5,5,2014,3,11,13,12,0,1,2,0,,,,3,1.0,
481078,48,29,5,2014,3,23,11,25,0,2,1,1,,,,1,1.0,
481079,48,29,5,2014,3,20,12,8,0,2,1,0,,,,2,,
481080,48,113,5,2014,3,15,11,45,4,10,1,0,8.0,35.0,,5,,
481081,48,201,5,2014,3,23,13,8,0,1,1,0,,,,3,,
481082,48,235,5,2014,3,7,3,12,0,1,1,0,17.0,46.0,,4,1.0,1.0
481083,48,363,5,2014,3,16,3,12,0,1,1,0,,,,2,,
481084,48,85,5,2014,4,18,16,8,0,1,1,0,3.0,11.0,,2,,
481085,48,309,5,2014,4,5,16,12,0,10,1,0,,,,4,,1.0
481086,48,329,5,2014,4,21,13,59,0,1,1,1,,,,2,,1.0
481087,48,347,5,2014,4,13,2,14,0,1,1,0,,,,1,,
481088,48,29,5,2014,5,0,11,8,0,1,1,0,,,,3,,
481089,48,41,5,2014,6,17,2,12,0,1,1,1,,,,2,,
481090,48,85,5,2014,6,17,14,24,0,1,2,0,4.0,19.0,,3,1.0,
481091,48,135,5,2014,6,22,11,12,0,1,2,0,,,,2,,1.0
481092,48,183,5,2014,6,12,13,8,0,1,1,0,5.0,14.0,,2,,
481093,48,193,5,2014,6,8,2,12,1,1,2,0,,,,7,1.0,
481094,48,201,5,2014,6,5,4,12,0,1,1,0,,,,3,,
481095,48,361,5,2014,6,17,13,12,0,1,1,0,,,,3,,
481096,48,113,5,2014,7,1,11,33,0,1,1,1,1.0,27.0,,1,1.0,1.0
481097,48,113,5,2014,7,22,11,1,0,1,1,1,4.0,,,2,,1.0
481098,48,201,5,2014,7,5,12,12,0,1,1,1,,,,2,,
481099,48,439,5,2014,7,21,13,8,0,1,1,0,,,,3,,
481100,48,453,5,2014,7,7,13,9,0,1,1,0,8.0,21.0,,3,1.0,
481101,48,29,5,2014,1,1,11,33,0,1,1,1,,,,2,1.0,1.0
481102,48,201,5,2014,1,8,6,32,0,10,1,0,11.0,18.0,,1,1.0,
481103,48,201,5,2014,1,19,6,42,0,1,2,1,,,,4,,1.0
481104,48,201,5,2014,1,20,12,8,0,1,1,1,,,,2,,1.0
481105,48,201,5,2014,1,19,16,1,0,1,1,1,,,,1,,1.0
481106,48,201,5,2014,1,2,16,8,0,1,1,0,,,,2,,1.0
481107,48,201,5,2014,1,16,13,12,0,1,1,0,6.0,,,2,,
481108,48,201,5,2014,1,8,12,12,0,1,1,0,6.0,16.0,,2,1.0,
481109,48,339,5,2014,1,7,6,12,0,1,1,0,,,,2,,1.0
481110,48,439,5,2014,1,19,16,12,0,1,1,1,,,,3,1.0,1.0
481111,48,27,5,2014,2,18,16,9,0,1,1,0,7.0,13.0,,2,,
481112,48,71,5,2014,2,9,5,12,0,1,1,0,17.0,41.0,,3,,
481113,48,113,5,2014,2,20,16,12,0,1,1,0,4.0,24.0,,6,1.0,
481114,48,201,5,2014,2,14,12,25,0,1,1,0,,,,1,,
481115,48,229,5,2014,2,23,1,59,0,1,1,1,,,,1,,1.0
481116,48,1,5,2014,3,6,6,42,0,1,1,1,,,,1,1.0,
481117,48,15,5,2014,3,8,2,32,0,10,1,0,,,,1,1.0,
481118,48,61,5,2014,3,2,16,33,0,1,1,0,,,,1,,
481119,48,167,5,2014,3,2,16,38,0,1,1,0,22.0,19.0,,3,1.0,1.0
481120,48,183,5,2014,3,12,4,12,0,1,1,0,9.0,17.0,,5,1.0,
481121,48,347,5,2014,3,21,3,12,0,1,1,1,7.0,24.0,,2,,
481122,48,339,5,2014,4,2,11,30,0,1,1,1,,,,1,1.0,
481123,48,367,5,2014,4,9,13,12,0,1,1,0,,,,2,,
481124,48,29,5,2014,6,0,11,8,0,1,1,0,,,,4,,1.0
481125,48,105,5,2014,6,14,4,12,0,1,1,0,21.0,88.0,,2,,
481126,48,29,5,2014,7,10,13,1,0,2,1,0,,,,1,1.0,
481127,48,287,5,2014,7,2,4,38,0,10,1,1,,,,1,1.0,
481129,48,375,5,2014,7,13,16,33,0,10,1,0,,,,2,1.0,1.0
481130,48,201,5,2014,1,5,11,12,0,1,1,1,,,,2,,1.0
481131,48,339,1,2014,7,12,16,43,0,1,1,0,,,,1,,
481132,48,141,2,2014,6,12,13,8,0,1,1,0,13.0,18.0,,2,,
481133,48,135,2,2014,3,2,12,8,0,1,1,0,,,,2,,
481134,48,221,3,2014,4,15,16,12,0,1,1,0,9.0,34.0,,3,,
481135,48,201,4,2014,6,14,16,12,0,1,1,1,,,,4,,1.0
481137,48,201,4,2014,4,20,12,12,0,10,1,0,8.0,47.0,,3,,
481138,48,377,4,2014,4,11,4,31,1,6,1,0,36.0,,,1,1.0,
481139,48,309,4,2014,1,1,13,12,0,1,1,0,3.0,32.0,,3,,
481140,48,71,5,2014,2,6,13,12,0,1,1,0,11.0,29.0,,2,1.0,
481141,48,73,5,2014,7,17,6,12,0,10,1,0,,,,2,,
481142,48,141,5,2014,7,6,16,44,0,1,1,1,14.0,61.0,,3,1.0,
481143,48,85,5,2014,1,2,16,33,0,1,1,1,,,,1,1.0,
481144,48,365,5,2014,1,14,4,12,0,1,1,0,,,,2,1.0,
481145,48,39,5,2014,3,6,3,12,0,2,1,0,,,,2,,
481146,48,113,5,2014,3,2,11,33,0,10,1,1,,,,1,1.0,1.0
481147,48,439,5,2014,5,18,11,12,0,1,1,0,5.0,19.0,,3,1.0,1.0
481148,48,157,5,2014,7,19,11,5,0,1,1,0,,,,1,,
481149,48,453,5,2014,1,15,16,1,0,1,1,1,,,,1,,
481150,48,157,5,2014,2,21,11,12,1,1,1,1,,,,2,,
481151,48,201,5,2014,2,14,12,25,1,1,1,0,15.0,26.0,,1,,
481152,48,283,5,2014,2,23,4,52,1,1,1,0,,,,1,,
481153,48,135,5,2014,3,21,13,8,0,1,1,0,,,,2,,
481154,48,113,5,2014,4,17,16,21,0,1,1,0,,,,1,1.0,
481155,48,309,5,2014,4,0,11,8,0,1,1,0,,,,4,,
481156,48,29,5,2014,5,14,14,12,0,10,1,0,9.0,20.0,,3,,
481157,48,423,5,2014,5,7,3,12,1,1,1,0,,,,2,,
481158,48,483,5,2014,5,18,4,18,0,2,1,1,,,,1,1.0,
481159,48,85,5,2014,6,13,14,12,0,1,1,0,8.0,13.0,,2,,1.0
481160,48,251,5,2014,6,19,6,42,0,1,1,0,16.0,56.0,,2,1.0,
481161,48,1,5,2014,7,13,2,12,0,10,1,0,30.0,24.0,,4,1.0,
481162,48,37,5,2014,7,16,13,12,0,1,1,1,11.0,28.0,,3,1.0,
481163,48,121,5,2014,7,20,11,24,0,1,2,1,,,,4,1.0,
481164,48,127,5,2014,7,7,2,12,0,1,1,0,39.0,44.0,,2,,
481165,48,227,5,2014,7,19,11,12,0,10,1,0,,,,2,,1.0
481166,48,439,5,2014,7,20,12,12,1,1,1,1,,,,2,,
481167,48,471,5,2014,7,20,3,12,0,1,1,1,,,,2,1.0,
481168,48,113,5,2014,1,20,16,32,0,10,1,1,,,,1,,1.0
481169,48,113,5,2014,1,17,13,9,0,10,1,0,3.0,20.0,,2,1.0,1.0
481170,48,201,5,2014,1,7,6,43,0,10,1,0,16.0,26.0,,3,,1.0
481171,48,201,5,2014,1,6,12,33,0,1,1,1,,,,1,,
481172,48,201,5,2014,1,6,11,12,0,1,1,1,4.0,26.0,,2,,2.0
481173,48,249,5,2014,1,10,2,12,0,1,1,0,,,,2,,
481174,48,497,5,2014,1,17,4,12,0,1,2,0,21.0,36.0,,7,,1.0
481175,48,97,5,2014,2,3,11,12,0,1,1,0,,,,3,,
481176,48,113,5,2014,2,17,16,15,0,1,1,0,3.0,16.0,,2,,
481177,48,135,5,2014,2,5,16,12,0,5,1,0,,,,2,,1.0
481178,48,391,5,2014,2,18,2,12,0,2,4,0,7.0,51.0,,12,1.0,1.0
481179,48,439,5,2014,2,17,16,12,0,1,1,0,,,,2,,
481181,48,329,5,2014,3,11,9,12,0,1,1,0,,,,2,,
481182,48,371,5,2014,3,10,2,1,0,1,1,0,,,,1,,
481183,48,53,5,2014,4,15,2,12,0,1,1,0,29.0,28.0,,3,,1.0
481184,48,113,5,2014,4,3,16,8,0,1,1,0,,,,2,,1.0
481185,48,135,5,2014,4,23,14,8,0,1,1,0,,,,2,,
481186,48,167,5,2014,4,18,6,1,0,10,1,1,,,,3,1.0,
481188,48,335,5,2014,4,6,6,1,0,1,1,1,,,,1,,1.0
481189,48,293,5,2014,5,16,4,53,0,1,1,0,,,,1,1.0,1.0
481190,48,439,5,2014,5,9,13,12,0,1,1,0,5.0,38.0,,4,,
481191,48,453,5,2014,5,23,16,42,0,1,1,0,5.0,50.0,,2,1.0,1.0
481192,48,201,5,2014,6,21,6,8,0,1,1,0,,,,2,,1.0
481193,48,29,5,2014,7,3,16,42,0,1,1,1,,,,2,1.0,1.0
481194,48,29,5,2014,7,2,16,33,0,1,1,1,,,,1,1.0,
481195,48,41,5,2014,7,21,13,1,0,1,1,1,4.0,57.0,,1,,1.0
481197,48,341,5,2014,7,0,4,1,0,1,1,1,,,,1,,1.0
481198,48,441,5,2014,7,17,12,12,0,10,1,0,,,,2,,
481199,48,113,2,2014,1,2,11,8,0,1,1,1,,,,2,1.0,1.0
481200,48,187,3,2014,7,1,1,1,1,1,1,0,,,,1,,
481202,48,463,4,2014,4,0,4,1,0,1,1,0,,,,1,,1.0
481203,48,201,5,2014,7,22,11,25,0,1,1,0,,,,3,,
481204,48,453,5,2014,7,4,14,33,0,10,1,0,,,,1,,
481205,48,201,5,2014,3,1,11,25,0,2,1,0,11.0,25.0,,4,,1.0
481206,48,439,5,2014,5,1,13,24,0,1,1,0,,,,1,1.0,
481207,48,471,5,2014,5,17,14,12,0,1,1,0,28.0,49.0,,2,,
481208,48,461,5,2014,6,14,4,38,0,1,1,1,,,,1,,
481209,48,213,5,2014,3,10,2,33,0,10,1,0,,,,2,,
481210,48,309,5,2014,3,2,11,33,0,1,1,1,,,,1,1.0,1.0
481211,48,355,5,2014,3,21,12,8,0,10,1,0,,,,2,,
481212,48,483,5,2014,3,5,1,58,0,1,1,0,,,,1,,
481213,48,113,5,2014,5,23,11,14,0,1,1,1,,,,1,,1.0
481214,48,113,5,2014,5,10,16,12,0,1,1,0,,,,2,,1.0
481215,48,357,5,2014,5,17,13,9,1,1,1,0,,,,2,,
481216,48,475,5,2014,5,11,1,58,0,10,1,0,,,,1,,
481217,48,37,5,2014,6,4,11,52,0,1,2,0,,,,2,,
481218,48,29,5,2014,7,3,11,24,0,1,1,1,,,,1,1.0,1.0
481219,48,201,5,2014,7,9,6,12,0,1,1,1,,,,2,1.0,1.0
481221,48,215,5,2014,1,21,2,8,0,1,1,0,21.0,42.0,,4,,
481222,48,449,5,2014,4,12,13,12,0,1,1,0,5.0,22.0,,2,,
481223,48,335,5,2014,5,1,1,12,0,1,1,0,14.0,43.0,,2,,
481224,48,113,5,2014,6,22,16,12,0,1,1,1,,,,2,1.0,1.0
481225,48,297,5,2014,6,21,3,9,0,1,1,0,,,,7,,
481226,48,361,5,2014,6,16,3,12,0,2,1,0,,,,2,,
481227,48,29,5,2014,7,21,13,8,0,1,1,0,,,,2,,1.0
481228,48,41,5,2014,7,6,14,38,0,10,1,1,7.0,17.0,,3,,
481229,48,149,5,2014,7,14,5,1,0,1,3,0,41.0,45.0,,24,,1.0
481230,48,423,5,2014,7,11,3,14,0,2,2,0,18.0,33.0,,4,1.0,
481231,48,423,1,2014,6,15,16,9,0,1,1,0,3.0,14.0,,2,,
481232,48,113,2,2014,1,3,11,12,0,1,1,1,4.0,14.0,,2,,2.0
481233,48,415,3,2014,2,3,3,52,0,1,1,1,13.0,97.0,,2,,1.0
481234,48,1,4,2014,4,4,2,14,0,1,1,1,,,,2,,
481235,48,303,5,2014,1,20,16,8,0,1,1,0,,,,8,,1.0
481236,48,503,5,2014,5,18,3,38,0,1,1,1,,,,1,,1.0
481237,48,283,5,2014,6,1,1,12,0,1,1,0,,,,3,1.0,
481238,48,355,5,2014,6,22,16,1,0,1,1,1,3.0,,,2,1.0,1.0
481239,48,53,5,2014,7,22,2,42,0,1,1,0,,,,1,,
481240,48,85,6,2014,1,14,3,12,0,1,1,0,12.0,24.0,,2,,
481241,48,113,6,2014,1,9,12,45,1,10,1,0,9.0,17.0,,4,1.0,1.0
481242,48,313,6,2014,1,21,2,12,0,1,1,0,,,,2,,
481243,48,401,6,2014,1,20,2,11,0,1,1,0,9.0,42.0,,1,,
481244,48,439,6,2014,1,9,16,12,0,10,1,0,5.0,32.0,,3,1.0,
481245,48,29,6,2014,2,6,11,8,0,10,1,0,,,,2,,
481247,48,113,6,2014,2,2,16,30,0,1,1,1,6.0,55.0,,1,1.0,1.0
481248,48,135,6,2014,2,3,3,8,0,1,1,0,10.0,21.0,,2,,
481249,48,139,6,2014,2,15,11,12,0,1,1,0,,,,7,1.0,
481250,48,251,6,2014,2,19,15,12,0,1,2,0,19.0,18.0,,9,1.0,
481251,48,309,6,2014,2,21,4,15,0,1,1,0,,,,2,,
481252,48,329,6,2014,2,6,12,8,0,1,1,0,6.0,12.0,,3,,1.0
481253,48,331,6,2014,2,11,3,12,0,10,1,0,,,,7,,
481254,48,135,6,2014,3,16,6,12,0,1,1,1,,,,2,,
481255,48,245,6,2014,3,1,2,8,0,1,1,0,,,,2,,
481256,48,277,6,2014,3,18,15,12,0,1,2,0,6.0,32.0,,5,,
481257,48,297,6,2014,3,6,1,12,0,1,1,0,,,,3,1.0,
481258,48,143,6,2014,4,17,2,12,0,1,1,0,,,,2,1.0,
481259,48,91,6,2014,4,21,14,12,0,1,1,1,,,,2,,
481260,48,201,6,2014,4,16,16,12,0,1,1,1,,18.0,,4,1.0,1.0
481262,48,439,6,2014,4,3,11,12,0,1,1,1,7.0,34.0,,4,1.0,
481263,48,197,6,2014,4,9,6,12,0,1,2,0,,,,2,1.0,2.0
481264,48,507,6,2014,4,7,3,12,0,10,1,0,,,,2,1.0,
481265,48,497,6,2014,4,17,4,12,0,1,1,0,7.0,57.0,,2,,1.0
481266,48,85,6,2014,5,14,14,12,0,1,1,0,7.0,61.0,,3,1.0,
481267,48,231,6,2014,5,2,11,12,0,1,1,1,,,,2,,
481268,48,245,6,2014,5,12,1,57,0,10,1,0,,,,3,,1.0
481269,48,291,6,2014,5,12,3,12,0,1,1,0,,,,2,,1.0
481270,48,303,6,2014,5,23,12,12,0,1,1,1,,,,6,1.0,2.0
481271,48,341,6,2014,5,18,2,1,0,10,1,1,24.0,51.0,,5,,
481272,48,435,6,2014,5,4,1,12,0,10,1,0,13.0,29.0,,2,1.0,1.0
481273,48,453,6,2014,5,21,13,12,0,1,1,0,,,,2,,
481274,48,311,6,2014,6,12,4,12,0,1,1,1,43.0,63.0,,3,,
481276,48,183,6,2014,6,21,16,12,0,1,1,0,4.0,10.0,,2,,1.0
481277,48,277,6,2014,6,9,13,12,0,10,1,0,36.0,59.0,,3,,
481278,48,291,6,2014,6,23,4,1,0,1,1,1,,,,1,1.0,
481279,48,113,6,2014,7,10,13,43,0,1,1,0,,,,1,1.0,1.0
481280,48,139,6,2014,7,0,12,12,0,1,1,0,9.0,43.0,,5,1.0,
481281,48,201,6,2014,7,15,13,26,1,1,1,0,13.0,25.0,,2,,
481282,48,201,6,2014,7,1,16,5,0,10,1,1,,,,2,,
481284,48,201,6,2014,7,22,16,12,0,1,1,0,2.0,24.0,,6,,2.0
481285,48,201,6,2014,7,4,11,12,0,1,1,1,1.0,47.0,,3,,
481286,48,231,6,2014,7,7,1,12,0,1,1,0,25.0,49.0,,2,,
481287,48,235,6,2014,7,19,3,12,0,1,2,1,,,,3,1.0,
481288,48,201,5,2014,7,2,16,14,0,1,1,1,,,,2,,1.0
481289,48,485,5,2014,4,15,12,12,0,1,1,0,,,,2,,1.0
481290,48,303,5,2014,6,17,16,8,0,1,1,0,5.0,12.0,,2,1.0,1.0
481291,48,113,6,2014,6,16,11,12,0,1,1,0,10.0,37.0,,2,,
481292,48,201,6,2014,6,17,16,33,0,1,2,0,,,,2,1.0,1.0
481293,48,257,6,2014,7,16,3,12,1,1,2,2,,,,2,,1.0
481294,48,333,6,2014,7,15,4,12,0,10,2,0,33.0,52.0,,5,1.0,
481295,48,15,6,2014,1,20,5,12,0,1,1,0,,,,5,1.0,1.0
481296,48,63,6,2014,1,22,4,12,0,10,1,1,5.0,,,4,,1.0
481297,48,113,6,2014,1,6,16,1,0,10,1,1,,,,1,1.0,1.0
481298,48,201,6,2014,1,23,11,8,0,10,1,0,,,,3,,1.0
481299,48,201,6,2014,1,20,16,33,0,1,1,0,8.0,17.0,,1,,
481300,48,329,6,2014,1,2,2,1,0,1,1,1,14.0,16.0,,2,,1.0
481301,48,371,6,2014,1,16,1,1,0,10,2,0,,,,4,,
481302,48,439,6,2014,1,2,12,8,0,1,1,0,,,,2,,
481303,48,471,6,2014,1,21,11,8,0,1,1,0,,,,2,,
481304,48,91,6,2014,2,8,13,12,0,10,1,0,,,,2,,
481305,48,91,6,2014,2,21,11,8,0,2,1,0,,,,2,,
481306,48,207,6,2014,2,12,4,42,0,1,1,0,,,,1,1.0,
481307,48,339,6,2014,2,13,1,59,0,10,1,0,,,,6,,
481308,48,439,6,2014,2,9,11,12,1,2,1,0,5.0,54.0,,3,1.0,
481309,48,493,6,2014,2,2,15,53,0,10,1,1,,,,1,1.0,1.0
481310,48,29,6,2014,3,1,11,12,0,1,1,1,,,,2,,
481311,48,187,6,2014,3,0,1,8,0,2,1,0,,,,2,,1.0
481312,48,255,6,2014,3,13,4,12,1,1,1,0,10.0,23.0,,2,1.0,
481313,48,263,6,2014,3,5,4,1,0,1,1,0,,,,1,,
481314,48,265,6,2014,3,1,11,11,0,1,1,0,,,,1,,
481315,48,453,6,2014,3,18,13,12,0,1,2,0,10.0,21.0,,4,,2.0
481316,48,29,6,2014,4,12,16,42,0,1,1,0,5.0,25.0,,1,,
481317,48,99,6,2014,4,5,4,12,0,1,1,0,11.0,44.0,,2,,
481318,48,113,6,2014,4,18,16,26,0,1,1,0,,,,1,1.0,
481319,48,215,6,2014,4,5,16,38,0,1,1,0,3.0,25.0,,1,1.0,
481320,48,245,6,2014,4,16,3,12,0,1,1,0,,,,2,,
481321,48,309,6,2014,4,21,12,8,0,1,1,0,,,,8,,
481322,48,407,6,2014,4,15,6,10,0,1,1,0,,,,1,,
481323,48,105,6,2014,5,0,4,12,0,1,1,1,25.0,59.0,,2,,
481324,48,177,6,2014,5,0,2,12,0,1,1,0,,,,3,,
481325,48,251,6,2014,5,8,4,12,0,2,1,0,10.0,68.0,,4,1.0,
481326,48,257,6,2014,5,4,5,53,0,1,1,1,,,,1,,
481327,48,467,6,2014,5,6,3,53,0,10,1,0,,,,1,1.0,
481328,48,29,6,2014,6,10,12,12,0,1,1,0,11.0,29.0,,7,,
481329,48,181,6,2014,6,1,3,11,0,10,1,0,8.0,20.0,,1,,
481330,48,183,6,2014,6,9,3,12,0,1,1,0,,,,5,,1.0
481331,48,201,6,2014,6,23,11,12,0,1,1,0,,,,8,1.0,1.0
481332,48,257,6,2014,6,1,5,38,0,1,1,1,24.0,28.0,,1,1.0,
481333,48,127,6,2014,6,21,4,38,0,1,2,0,,,,2,1.0,1.0
481334,48,361,6,2014,6,22,16,42,0,1,1,1,,,,1,1.0,
481335,48,375,6,2014,6,11,16,1,0,10,1,0,1.0,15.0,,2,,1.0
481336,48,485,6,2014,6,13,13,43,0,1,1,0,,,,1,,
481337,48,31,6,2014,7,15,4,12,0,1,1,1,,,,2,,
481338,48,113,6,2014,7,10,16,1,0,1,1,0,3.0,18.0,,2,1.0,2.0
481339,48,223,6,2014,7,16,2,12,0,1,1,0,5.0,30.0,,4,,
481340,48,231,6,2014,7,21,4,31,0,1,1,0,,,,1,,
481341,48,349,6,2014,7,18,14,42,0,1,1,1,,,,1,1.0,
481342,48,459,6,2014,7,2,4,32,0,1,1,1,,,,1,1.0,
481343,48,29,6,2014,1,22,11,26,0,1,1,1,5.0,,,4,,
481344,48,37,6,2014,1,4,4,35,0,1,1,0,,,,1,,
481345,48,97,6,2014,1,15,4,12,0,1,3,0,19.0,38.0,,5,,
481346,48,201,6,2014,1,2,9,12,0,10,1,1,8.0,18.0,,6,1.0,
481347,48,201,6,2014,1,18,16,32,0,1,1,1,8.0,14.0,,2,,
481348,48,215,6,2014,1,13,2,1,0,1,1,0,,,,3,,
481349,48,301,6,2014,1,9,4,14,0,1,2,0,,,,2,,
481350,48,383,6,2014,1,6,4,38,0,1,1,0,,,,1,,
481351,48,439,6,2014,1,6,11,1,0,1,1,0,16.0,29.0,,2,1.0,
481352,48,467,6,2014,1,8,4,12,0,10,1,0,,,,2,1.0,
481353,48,29,6,2014,2,0,11,8,1,1,1,0,,,,2,,
481354,48,53,6,2014,2,23,4,12,0,1,1,0,,,,2,,
481355,48,113,6,2014,2,7,11,59,0,1,1,0,,,,1,1.0,
481356,48,129,6,2014,2,8,4,1,0,1,2,0,46.0,56.0,,4,1.0,
481357,48,157,6,2014,2,21,12,1,0,1,1,0,23.0,,,1,1.0,1.0
481358,48,163,6,2014,2,9,4,12,0,1,1,0,,,,2,,
481359,48,215,6,2014,2,15,13,12,0,1,1,0,8.0,11.0,,3,,
481360,48,5,6,2014,3,21,13,1,1,1,1,0,,,,1,1.0,
481361,48,53,6,2014,3,9,2,12,0,1,2,0,,,,6,,
481362,48,85,6,2014,3,17,16,33,0,1,1,0,,,,1,1.0,
481363,48,439,6,2014,3,0,11,12,1,1,1,1,,,,2,,
481364,48,471,6,2014,3,7,4,12,0,1,2,0,,,,2,,
481365,48,29,6,2014,4,6,16,8,0,10,1,0,,,,2,1.0,1.0
481366,48,441,6,2014,4,19,13,1,0,1,1,0,,,,1,1.0,
481367,48,181,6,2014,5,5,12,8,0,10,1,0,,,,2,,
481368,48,187,6,2014,5,15,16,33,0,1,1,0,,,,1,1.0,1.0
481369,48,361,6,2014,5,19,13,12,0,1,1,0,11.0,47.0,,5,,
481370,48,451,6,2014,5,21,6,38,0,10,1,1,7.0,41.0,,1,,
481371,48,1,6,2014,6,15,4,1,0,1,1,1,,,,1,,
481373,48,403,6,2014,6,18,6,42,0,1,1,1,,,,1,,1.0
481374,48,477,6,2014,6,12,2,1,0,1,1,0,,,,2,,
481375,48,207,6,2014,7,21,6,38,0,1,1,1,,,,1,,1.0
481376,48,201,6,2014,1,3,11,8,0,1,1,0,,,,2,,1.0
481378,48,29,6,2014,2,3,12,21,0,10,1,0,,,,1,,1.0
481379,48,5,1,2014,7,16,4,32,0,1,1,1,,,,1,1.0,1.0
481380,48,19,2,2014,6,8,4,24,0,2,1,0,27.0,71.0,,1,1.0,
481382,48,355,5,2014,4,16,11,14,0,1,1,0,9.0,18.0,,2,,1.0
481383,48,245,6,2014,5,22,11,8,0,1,1,0,8.0,,,5,,
481384,48,29,6,2014,6,23,2,12,0,1,2,1,,,,4,,1.0
481385,48,47,6,2014,3,5,2,8,0,1,1,0,,,,2,,
481386,48,285,6,2014,3,14,4,38,0,1,1,0,,,,1,,
481387,48,113,6,2014,5,20,12,1,0,10,1,0,5.0,22.0,,5,,1.0
481388,48,389,6,2014,5,15,1,52,0,1,1,0,,,,1,,
481389,48,71,6,2014,6,6,3,12,0,1,1,0,4.0,27.0,,2,,
481390,48,167,6,2014,6,22,11,24,0,1,1,0,2.0,,,2,1.0,
481391,48,201,6,2014,6,21,13,8,0,10,1,0,,,,2,,
481392,48,309,6,2014,6,14,12,12,0,1,1,0,7.0,19.0,,2,,
481393,48,391,6,2014,6,14,3,1,0,1,1,0,48.0,36.0,,2,,
481394,48,139,6,2014,7,8,6,38,0,1,1,1,,,,2,1.0,
481395,48,201,6,2014,7,17,12,1,0,1,1,0,10.0,10.0,,5,,
481396,48,277,6,2014,7,19,4,1,0,1,1,0,40.0,50.0,,1,,
481397,48,279,6,2014,7,17,3,12,0,1,2,1,39.0,39.0,,3,,
481398,48,339,6,2014,7,12,4,12,0,1,1,0,9.0,29.0,,2,,1.0
481399,48,485,6,2014,7,14,2,30,0,1,1,0,,,,2,1.0,
481400,48,113,6,2014,1,22,16,12,0,1,1,0,9.0,,,3,1.0,
481401,48,201,6,2014,1,10,12,12,0,1,1,0,9.0,34.0,,3,,
481403,48,199,6,2014,2,10,2,30,0,10,1,0,19.0,792.0,,3,1.0,
481404,48,461,6,2014,2,15,3,12,0,1,1,0,,,,5,,1.0
481405,48,139,6,2014,3,6,6,42,0,1,1,0,,,,1,1.0,
481406,48,219,6,2014,3,13,6,12,0,1,1,0,,,,3,,
481408,48,465,6,2014,3,4,2,12,0,1,1,0,,,,3,,
481409,48,355,6,2014,4,22,11,25,0,1,1,0,,,,1,,
481410,48,371,6,2014,4,12,2,12,0,1,4,1,28.0,68.0,,6,,
481411,48,51,6,2014,5,10,3,12,0,10,1,0,22.0,52.0,,2,,
481412,48,113,6,2014,5,11,16,12,0,1,2,0,2.0,31.0,,5,,1.0
481413,48,85,6,2014,6,15,16,25,0,1,1,0,,,,3,,
481414,48,297,6,2014,6,14,1,32,0,1,2,0,26.0,42.0,,7,,
481415,48,461,6,2014,6,7,3,12,0,1,1,0,,,,3,,
481416,48,69,6,2014,7,13,3,12,0,1,1,0,,,,2,,1.0
481417,48,165,6,2014,7,22,6,1,0,1,1,0,,,,1,,
481418,48,257,6,2014,7,8,3,30,0,1,1,0,,,,1,,
481419,48,439,6,2014,7,22,16,5,0,1,1,0,6.0,29.0,,6,,
481420,48,41,6,2014,1,21,13,9,0,1,1,0,3.0,15.0,,2,,
481421,48,61,6,2014,1,6,15,1,0,1,1,1,,,,1,1.0,1.0
481422,48,113,6,2014,1,1,16,8,0,10,1,0,8.0,30.0,,2,,1.0
