ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
10141,1,97,3,2016,1,13,42,0,1,1,1,,,1,,
10142,1,125,3,2016,1,4,38,0,1,1,1,18.0,,1,1.0,
10143,1,45,3,2016,6,18,12,0,1,1,0,7.0,,2,,
10144,1,9,3,2016,6,22,12,0,1,1,0,11.0,,3,,1.0
10145,1,129,3,2016,2,8,12,0,1,1,1,,,2,,1.0
10146,1,73,3,2016,3,23,8,0,1,1,0,,,3,,1.0
10147,1,97,3,2016,4,6,8,0,1,1,0,14.0,,2,,
10148,1,73,3,2016,5,12,12,0,1,1,0,,,3,,
10149,1,19,3,2016,5,20,35,0,1,1,0,,,1,1.0,
10150,1,55,3,2016,6,12,12,0,1,1,0,12.0,37.0,2,1.0,
10151,1,103,3,2016,7,15,12,0,1,1,0,,,2,,
10152,1,43,3,2016,3,6,12,0,1,1,0,,,2,,1.0
10153,1,69,3,2016,5,21,8,1,10,1,0,4.0,,2,,
10154,1,55,3,2016,5,7,42,0,10,1,0,,,1,,
10155,1,71,3,2016,5,8,12,0,10,1,0,,,3,,
10156,1,97,3,2016,6,21,38,0,1,1,1,,,2,,
10157,1,43,3,2016,6,17,52,0,1,1,0,,,1,1.0,
10158,1,115,3,2016,7,19,42,0,10,1,1,,,1,,
10159,1,127,3,2016,2,7,12,0,1,4,1,,,5,,
10160,1,95,3,2016,3,5,42,0,1,1,0,20.0,,1,,
10161,1,47,3,2016,3,5,8,0,1,1,0,,,2,,
10162,1,21,3,2016,3,13,34,0,1,1,0,,,3,1.0,1.0
10163,1,133,3,2016,4,17,32,0,1,1,0,44.0,60.0,2,,
10164,1,51,3,2016,4,7,12,0,1,2,0,,,5,,
10165,1,101,3,2016,5,5,1,0,1,1,0,,,1,,1.0
10166,1,101,3,2016,5,18,10,0,10,1,0,,,1,,
10167,1,97,4,2016,6,8,12,0,2,1,0,9.0,48.0,2,,
10168,1,55,4,2016,7,21,12,0,1,2,0,2.0,,4,,
10169,1,83,4,2016,7,22,42,0,1,1,1,5.0,,1,1.0,
10170,1,49,4,2016,1,3,1,0,1,1,1,7.0,,1,1.0,
10171,1,103,4,2016,5,4,12,1,2,1,0,,,4,,
10172,1,101,4,2016,2,5,12,0,1,1,0,,,3,,1.0
10173,1,73,3,2016,4,19,30,0,1,1,1,,,1,,1.0
10174,1,87,3,2016,7,18,12,0,1,5,1,,,6,1.0,2.0
10175,1,127,4,2016,2,17,42,0,2,1,0,,,1,1.0,
10176,1,3,4,2016,7,22,42,0,1,1,1,0.0,10.0,2,,
10177,1,81,4,2016,6,14,1,0,1,1,1,,,1,,
10178,1,23,4,2016,2,11,3,0,1,1,0,,,5,,1.0
10179,1,103,4,2016,2,16,34,0,1,1,0,28.0,,1,,
10180,1,81,4,2016,1,18,32,0,1,1,1,,,1,,1.0
10181,1,81,4,2016,1,22,42,0,1,1,1,7.0,,1,1.0,
10182,1,9,4,2016,1,20,35,0,1,1,0,22.0,42.0,1,,
10183,1,33,4,2016,4,13,10,0,1,1,0,,,1,,1.0
10184,1,31,4,2016,1,23,8,0,1,1,0,,,3,,
10185,1,87,4,2016,6,15,12,0,2,1,0,,,2,1.0,
10186,1,97,3,2016,5,4,12,0,1,1,0,,,2,,1.0
10187,1,9,4,2016,5,19,30,0,10,1,1,,,1,1.0,
10188,1,55,4,2016,5,20,12,0,1,1,1,,,4,,1.0
10189,1,79,4,2016,4,21,34,0,1,1,1,9.0,,1,1.0,
10190,1,5,4,2016,2,6,12,0,1,2,0,11.0,41.0,4,,
10191,1,35,4,2016,2,7,12,0,1,1,0,,,2,,
10192,1,101,4,2016,6,7,12,0,2,1,0,,,2,1.0,
10193,1,51,4,2016,7,14,1,0,1,1,0,,,2,,
10194,1,117,4,2016,1,14,42,0,1,1,0,25.0,36.0,1,,
10195,1,73,4,2016,2,23,12,0,1,1,0,,,2,,1.0
10196,1,89,4,2016,2,8,33,0,1,1,0,5.0,,1,,
10197,1,59,4,2016,4,15,42,0,2,1,0,1.0,,4,1.0,
10198,1,51,4,2016,5,99,42,0,99,1,0,,,1,1.0,
10199,1,49,4,2016,6,16,12,0,1,1,1,16.0,64.0,3,1.0,
10200,1,37,5,2016,1,6,1,0,1,1,0,,,1,,
10201,1,125,2,2016,3,4,12,0,10,1,1,23.0,40.0,3,,
10202,1,65,2,2016,7,0,39,0,1,1,0,21.0,,3,,
10203,1,1,2,2016,7,11,12,0,1,1,1,10.0,46.0,6,,
10204,1,49,2,2016,6,14,1,0,1,1,0,16.0,52.0,2,,
10205,1,3,2,2016,3,10,12,0,1,1,0,11.0,,5,,
10206,1,33,2,2016,7,12,12,0,1,1,0,25.0,,2,,
10207,1,81,2,2016,7,2,42,0,1,1,0,,,1,,
10208,1,103,2,2016,5,23,32,0,1,1,0,,,1,,
10209,1,121,2,2016,5,12,12,0,1,1,1,,,2,,
10210,1,43,2,2016,7,21,12,0,1,1,0,,,3,1.0,
10211,1,69,2,2016,3,16,12,0,1,1,0,4.0,,4,,
10212,1,27,2,2016,1,18,12,0,1,1,0,,,3,,
10213,1,81,2,2016,6,6,32,0,1,1,0,,,1,,
10214,1,71,1,2016,6,2,1,0,1,1,1,10.0,,1,1.0,
10215,1,101,1,2016,7,14,12,0,1,1,0,,,3,,
10216,1,51,1,2016,7,16,12,0,1,1,0,11.0,11.0,2,,1.0
10217,1,9,2,2016,5,10,12,0,1,1,0,2.0,,2,1.0,
10218,1,47,1,2016,7,17,59,0,1,1,1,11.0,25.0,1,,1.0
10219,1,79,1,2016,2,12,5,0,1,1,0,15.0,15.0,3,,
10220,1,103,1,2016,4,7,52,0,10,1,0,,,1,1.0,
10221,1,97,1,2016,7,13,12,0,1,1,0,,,4,,1.0
10222,1,51,1,2016,5,21,42,0,1,1,0,,,1,,
10223,1,9,1,2016,2,17,12,0,1,2,0,,,2,1.0,
10224,1,51,1,2016,7,5,12,0,10,1,0,,,2,,
10225,1,77,1,2016,1,18,12,0,1,1,0,,,4,,
10226,1,101,2,2016,4,22,12,0,1,2,0,11.0,,3,1.0,
10227,1,101,1,2016,7,18,12,0,1,1,0,,,6,1.0,
10228,1,35,1,2016,2,18,23,0,1,1,0,,,2,,1.0
10229,1,101,3,2016,2,20,8,0,1,1,0,,,2,,
10230,1,21,4,2016,3,18,8,0,1,1,0,2.0,,4,,1.0
10231,1,113,4,2016,5,19,42,0,2,1,1,40.0,1.0,1,,1.0
10232,1,31,4,2016,7,23,12,0,10,1,1,,,6,,1.0
10233,1,17,4,2016,1,18,32,0,1,1,1,,,1,1.0,
10234,1,113,4,2016,3,20,8,0,1,1,0,1.0,22.0,2,,
10235,1,113,4,2016,6,21,42,0,1,1,0,0.0,,2,,
10236,1,39,4,2016,6,5,1,0,1,1,0,0.0,,1,,
10237,1,47,4,2016,7,23,42,0,10,1,1,,,1,1.0,
10238,1,15,5,2016,3,11,1,0,10,1,0,20.0,4.0,3,1.0,
10239,1,73,5,2016,3,22,10,0,1,2,0,4.0,,3,,1.0
10240,1,101,5,2016,4,18,42,0,2,1,1,,,2,,
10241,1,95,5,2016,5,10,8,0,1,1,0,2.0,68.0,2,,
10242,1,113,5,2016,5,4,42,0,1,1,0,,,1,1.0,
10243,1,125,5,2016,5,23,12,0,1,1,1,,,2,,
10244,1,45,5,2016,6,16,24,0,1,1,0,,,1,,
10245,1,127,5,2016,6,3,1,0,1,1,0,15.0,,1,,
10246,1,69,5,2016,7,11,12,0,1,1,0,4.0,24.0,3,,
10247,1,5,5,2016,6,13,12,0,1,1,0,15.0,68.0,2,1.0,
10248,1,73,5,2016,2,13,21,0,10,1,0,,,1,,
10249,1,93,5,2016,3,12,21,0,1,1,0,13.0,,1,,
10250,1,89,5,2016,5,1,12,0,1,3,2,,,4,,
10251,1,73,5,2016,5,11,33,0,1,1,0,5.0,,1,,
10252,1,101,5,2016,1,12,25,0,1,1,0,,,1,,
10253,1,77,4,2016,5,11,12,0,10,1,0,,,2,,
10254,1,79,4,2016,7,22,12,0,1,2,0,,,3,,
10255,1,81,4,2016,6,19,12,0,1,2,0,2.0,,5,,1.0
10256,1,3,4,2016,6,21,34,0,10,1,1,,,1,,1.0
10257,1,47,5,2016,7,21,52,0,1,1,1,,,1,1.0,
10258,1,99,5,2016,6,11,12,0,1,1,0,,,2,,
10259,1,69,5,2016,3,16,1,0,1,1,0,,,3,,
10260,1,57,5,2016,3,18,42,0,1,1,0,,,1,,
10261,1,53,5,2016,4,23,32,0,1,1,1,,,1,,
10262,1,73,5,2016,5,21,8,0,2,1,0,2.0,20.0,2,,
10263,1,101,5,2016,5,4,8,0,1,1,0,,12.0,2,,1.0
10264,1,117,5,2016,5,12,12,0,10,2,0,,,6,,
10265,1,39,5,2016,6,19,12,0,1,1,1,9.0,15.0,2,,
10266,1,121,5,2016,6,16,12,0,1,1,0,23.0,39.0,2,,
10267,1,69,5,2016,7,99,1,0,1,1,1,,,1,1.0,
10268,1,125,5,2016,7,21,8,0,1,1,0,,,2,,
10269,1,55,5,2016,1,14,12,0,1,1,0,7.0,34.0,3,,
10271,1,15,5,2016,4,16,12,0,2,1,0,6.0,,2,,1.0
10272,1,15,5,2016,6,17,34,0,1,1,0,,,2,,
10273,1,53,4,2016,3,13,12,0,1,1,0,,,3,,
10274,1,9,5,2016,5,16,8,0,1,1,0,24.0,24.0,2,1.0,
10275,1,97,5,2016,6,99,8,0,1,1,0,,,2,,1.0
10276,1,55,5,2016,5,19,1,0,1,1,1,4.0,,1,,
10277,1,125,5,2016,7,21,8,0,1,1,0,,,4,,
10278,1,127,5,2016,7,10,35,0,1,1,0,11.0,36.0,1,,
10279,1,15,5,2016,1,8,32,0,1,1,0,32.0,49.0,1,,
10280,1,113,5,2016,1,2,8,0,1,1,0,,,2,,
10281,1,43,5,2016,1,16,12,0,1,1,1,,,3,,
10282,1,49,5,2016,1,13,1,0,1,1,0,12.0,15.0,4,,
10283,1,93,5,2016,2,8,8,0,1,1,0,0.0,,2,,1.0
10284,1,97,5,2016,4,19,8,0,1,1,0,,,2,1.0,
10285,1,83,5,2016,4,12,32,0,1,1,0,,,1,,
10286,1,73,5,2016,5,23,42,0,1,1,0,,,2,,
10287,1,73,5,2016,5,16,12,0,1,1,0,0.0,,3,,1.0
10288,1,1,5,2016,5,12,1,0,1,1,0,,,1,,
10289,1,55,5,2016,5,14,12,0,1,1,0,17.0,24.0,5,,
10290,1,89,5,2016,5,20,15,0,1,1,0,,,2,,
10291,1,133,5,2016,5,12,12,0,1,1,0,,,2,,
10292,1,89,5,2016,6,20,8,0,1,1,0,,,2,,
10293,1,97,5,2016,6,20,34,0,1,1,0,14.0,,2,,
10294,1,69,5,2016,6,16,53,0,1,1,1,,38.0,2,1.0,
10295,1,19,5,2016,1,8,32,0,1,1,0,28.0,54.0,1,,1.0
10296,1,101,5,2016,1,19,12,0,1,1,1,6.0,17.0,2,,
10297,1,37,5,2016,2,12,42,0,1,1,1,,,1,1.0,
10298,1,45,5,2016,3,7,42,0,1,1,1,,,1,1.0,
10299,1,117,5,2016,3,20,25,0,1,1,1,,,2,,1.0
10300,1,89,6,2016,6,7,34,0,1,1,0,6.0,44.0,1,,1.0
10301,1,73,6,2016,6,5,8,0,1,1,0,7.0,27.0,2,,
10302,1,127,6,2016,7,10,42,0,10,1,0,11.0,46.0,1,1.0,
10303,1,89,6,2016,1,20,39,0,10,1,0,5.0,22.0,1,1.0,1.0
10304,1,31,6,2016,1,18,42,0,10,1,1,17.0,,1,,
10305,1,43,5,2016,6,22,24,0,1,1,1,,,1,,
10306,1,21,6,2016,7,4,8,0,1,1,0,20.0,47.0,2,,
10307,1,73,6,2016,6,8,12,0,1,1,0,5.0,47.0,4,,1.0
10308,1,1,6,2016,7,16,24,0,2,1,0,,,6,,
10309,1,17,4,2016,1,16,42,0,1,1,0,,,1,,
10310,1,37,5,2016,2,8,12,0,1,1,0,3.0,14.0,2,,
10311,1,117,5,2016,4,22,8,0,1,1,0,,,4,,
10312,1,129,5,2016,6,16,42,0,1,1,0,28.0,,1,1.0,
10313,1,11,5,2016,2,20,34,0,1,1,1,,,1,,
10314,1,97,5,2016,3,20,8,0,1,1,0,,,2,,
10315,1,133,6,2016,4,12,12,0,1,2,0,,,3,1.0,
10316,1,73,6,2016,7,7,33,0,10,1,1,4.0,15.0,1,,1.0
10317,1,9,6,2016,6,21,8,0,2,1,0,,,3,,
10318,1,43,6,2016,1,17,12,0,2,1,0,,,4,1.0,
10319,1,115,6,2016,2,20,42,0,1,1,0,12.0,11.0,2,1.0,
10320,1,103,6,2016,3,9,42,0,1,1,1,,,2,1.0,
10321,1,15,6,2016,3,17,12,0,1,1,0,,,2,1.0,
10322,1,51,6,2016,3,14,12,0,1,1,1,,,2,,
10323,1,21,6,2016,4,15,12,0,1,4,0,19.0,28.0,5,,
10324,1,89,6,2016,4,21,8,0,1,1,0,,,3,,
10325,1,95,6,2016,6,17,12,0,1,1,0,,,4,,
10326,1,113,6,2016,6,7,12,0,1,1,1,,,2,1.0,
10327,1,89,6,2016,7,2,30,0,1,1,1,15.0,26.0,2,1.0,
10328,1,39,6,2016,7,10,42,0,1,2,0,8.0,,2,,
10329,1,11,6,2016,1,6,38,0,1,1,1,,,1,1.0,1.0
10330,1,121,6,2016,2,21,1,0,10,1,0,,,1,1.0,
10331,1,115,7,2016,2,12,42,0,1,1,0,,,1,,
10332,1,101,7,2016,1,5,8,0,1,1,0,,,2,,1.0
10333,1,73,7,2016,1,2,12,0,10,1,0,,,7,1.0,
10334,1,115,6,2016,5,13,35,0,1,2,0,,,2,,
10335,1,103,6,2016,1,8,1,0,1,1,0,,,2,,1.0
10336,1,107,5,2016,3,16,8,0,1,1,0,38.0,41.0,3,,1.0
10337,1,121,6,2016,1,21,1,0,10,2,1,,,5,,
10338,1,9,6,2016,5,23,12,0,1,1,1,,,2,,1.0
10339,1,51,6,2016,5,0,42,0,1,2,1,,,2,1.0,
10340,1,43,6,2016,5,7,12,0,1,1,0,,,4,,
10341,1,81,6,2016,6,6,52,0,10,1,0,,,1,1.0,
10342,1,9,6,2016,6,11,53,0,1,1,1,11.0,,1,,
10343,1,113,6,2016,6,23,12,0,1,1,2,,43.0,2,,
10344,1,63,6,2016,4,10,32,0,10,1,0,22.0,,1,,
10345,1,61,6,2016,7,21,12,0,10,1,0,,,2,,
10346,1,1,6,2016,4,23,16,0,2,1,0,,,1,,
10347,1,7,6,2016,5,5,1,0,1,1,0,,,1,,
10348,1,7,6,2016,6,23,42,0,1,1,0,,,1,1.0,
10349,1,89,6,2016,6,17,30,0,1,1,0,,,1,,
10350,1,73,6,2016,7,3,38,0,1,1,0,6.0,,3,,
10351,1,69,6,2016,1,9,12,0,1,1,1,10.0,28.0,4,,
10353,1,125,6,2016,1,9,1,0,1,1,0,,,2,1.0,
10354,1,71,6,2016,2,18,53,0,1,1,0,15.0,,1,1.0,
10355,1,133,6,2016,2,6,42,0,1,1,1,,,1,,
10356,1,115,6,2016,3,13,32,0,1,1,0,,,1,,
10357,1,67,6,2016,5,16,12,1,1,1,0,,,5,,
10358,1,89,6,2016,5,10,42,0,1,1,0,8.0,,1,1.0,
10359,1,13,6,2016,6,13,12,0,1,1,0,,,3,,
10360,1,89,6,2016,6,13,53,0,1,1,0,13.0,,1,,
10361,1,111,6,2016,6,0,14,0,1,1,0,14.0,,1,1.0,1.0
10362,1,97,6,2016,6,13,12,0,1,1,1,,,2,,1.0
10363,1,83,6,2016,7,9,12,0,1,1,0,,,2,,
10364,1,43,6,2016,7,22,59,0,1,1,1,,,2,1.0,
10365,1,37,6,2016,7,13,5,0,1,1,0,,,2,,
10366,1,69,6,2016,7,8,42,0,1,1,0,,,1,,
10367,1,19,6,2016,7,6,34,0,1,1,1,,,1,1.0,
10368,1,45,6,2016,1,99,42,0,1,1,1,,,1,1.0,
10369,1,47,6,2016,1,0,43,0,1,1,1,,,1,,1.0
10370,1,125,6,2016,2,15,12,0,10,2,0,12.0,,4,,1.0
10371,1,67,6,2016,3,18,1,0,1,1,0,,,1,,
10372,1,93,6,2016,3,11,10,0,1,1,0,13.0,,1,,
10373,1,19,6,2016,3,18,1,0,1,1,1,,,1,1.0,
10374,1,113,6,2016,3,12,12,0,10,1,0,5.0,60.0,3,,
10375,1,89,6,2016,5,22,33,0,1,1,0,,,1,1.0,
10376,1,29,6,2016,5,15,12,0,1,1,0,9.0,,2,1.0,
10377,1,89,6,2016,5,11,42,0,1,1,0,12.0,29.0,1,,
10378,1,71,7,2016,7,17,34,0,1,1,1,24.0,29.0,2,1.0,
10379,1,19,7,2016,2,9,1,0,1,1,0,8.0,,2,,
10380,1,73,7,2016,7,18,42,0,1,1,0,3.0,,1,,
10381,1,97,5,2016,6,16,33,0,10,1,0,,,11,,
10382,1,89,7,2016,1,7,42,0,2,1,0,12.0,,1,,
10383,1,97,7,2016,3,3,25,0,10,1,1,,,1,1.0,
10384,1,73,7,2016,2,6,12,0,10,1,0,,,2,,
10385,1,115,7,2016,3,6,14,0,10,1,0,12.0,27.0,4,,
10386,1,127,4,2016,6,7,42,0,1,1,0,,,3,1.0,
10387,1,45,3,2016,5,6,12,0,1,1,1,18.0,,2,1.0,
10388,1,63,3,2016,4,7,8,1,1,1,0,19.0,,3,,
10389,1,17,3,2016,6,19,12,0,1,1,0,57.0,14.0,3,1.0,
10390,1,65,7,2016,6,4,1,0,1,1,0,,,5,1.0,1.0
10391,1,11,3,2016,1,0,12,0,1,2,1,,,5,,1.0
