ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,person_count,SPEEDREL,L_STATUS
62212,6,37,11,2016,1,4,30,0,1,1,1,,,1,1.0,
62213,6,111,10,2016,7,1,12,0,1,2,1,,,3,,1.0
62214,6,113,12,2016,7,4,1,0,1,1,1,,,1,,1.0
62215,6,101,12,2016,2,4,12,0,1,1,1,,,2,,
62216,6,37,12,2016,2,6,12,0,10,1,0,,,3,1.0,
62217,6,87,10,2016,6,17,42,0,2,1,0,,,1,,
62218,6,1,12,2016,5,18,8,0,2,1,0,,,2,,
62219,6,107,12,2016,4,15,42,0,10,1,0,,,1,,1.0
62220,6,111,10,2016,7,19,12,0,1,1,0,,,2,,
62221,6,111,10,2016,7,14,24,0,10,1,0,,,2,,
62222,6,37,10,2016,4,18,25,0,1,1,1,,,1,1.0,
62223,6,71,12,2016,2,23,1,0,1,1,1,,,1,1.0,
62224,6,71,12,2016,6,6,12,0,1,1,0,,,2,,
62225,6,67,12,2016,7,1,42,0,2,1,1,,,1,,
62226,6,37,11,2016,7,22,33,0,1,1,1,,,1,,
62227,6,111,12,2016,1,16,58,0,10,1,0,,,1,1.0,1.0
62228,6,59,11,2016,2,7,12,0,10,1,0,,,3,,
62229,6,71,10,2016,7,2,24,0,1,1,0,,,2,1.0,1.0
62230,6,39,12,2016,4,14,12,0,1,1,0,,,9,,
62231,6,33,10,2016,7,11,59,0,1,1,0,,,1,,
62232,6,67,11,2016,2,16,8,0,1,1,0,,,2,,
62233,6,67,8,2016,1,22,12,0,1,2,1,,,3,,1.0
62234,6,39,11,2016,4,2,12,0,1,1,1,,,2,,1.0
62235,6,37,9,2016,1,18,12,1,1,1,0,,,3,1.0,
62236,6,37,11,2016,4,2,8,1,10,1,0,,,2,,1.0
62237,6,83,9,2016,4,6,33,0,5,1,0,,,2,1.0,
62238,6,37,1,2016,2,22,39,0,1,2,1,,,2,1.0,
62239,6,71,2,2016,5,19,1,0,1,1,0,,,2,,
62240,6,19,12,2016,3,12,12,0,1,1,0,,,8,1.0,
62241,6,73,12,2016,7,10,1,0,10,2,0,,,4,1.0,
62242,6,81,12,2016,6,99,25,0,1,1,1,,,1,,
62243,6,73,11,2016,5,23,24,0,1,1,1,,,2,,1.0
62244,6,93,10,2016,1,8,24,0,2,1,0,,,2,,
62245,6,33,10,2016,2,0,1,0,2,1,1,,,1,,
62246,6,47,5,2016,7,11,21,0,10,1,0,,,2,,1.0
62247,6,107,11,2016,1,0,14,0,1,1,1,,,2,,1.0
62248,6,37,8,2016,4,5,12,0,1,1,0,,,2,1.0,
62249,6,65,12,2016,6,9,33,0,2,2,0,,,7,1.0,
62250,6,59,12,2016,7,13,54,0,1,1,0,,,5,1.0,1.0
62251,6,87,8,2016,1,21,8,0,10,1,0,,,3,,
62252,6,59,3,2016,3,12,33,0,1,1,0,,,1,,
62253,6,37,4,2016,1,3,33,0,1,1,0,,,1,1.0,
62254,6,65,4,2016,7,4,8,0,1,1,0,,,2,,
62255,6,65,2,2016,2,20,8,0,1,1,0,,,2,,
62256,6,61,12,2016,6,21,38,0,10,1,1,,,1,,1.0
62257,6,63,12,2016,7,12,12,0,10,1,0,,,5,1.0,
62258,6,37,11,2016,5,20,8,0,1,1,0,,,3,,1.0
62259,6,61,11,2016,1,12,42,0,10,1,0,,,1,1.0,
62260,6,13,10,2016,3,15,25,0,1,1,0,,,1,1.0,
62261,6,99,12,2016,4,23,12,0,1,1,1,,,2,,1.0
62262,6,37,10,2016,5,17,12,0,1,1,0,,,5,2.0,
62263,6,37,12,2016,6,12,15,0,10,1,0,,,2,,
62264,6,71,12,2016,5,12,12,0,2,3,0,,,3,,
62265,6,67,12,2016,7,17,38,0,1,1,0,,,1,,
62266,6,33,11,2016,3,12,12,0,1,1,0,,,3,1.0,
62267,6,33,11,2016,7,17,8,0,10,1,0,,,2,,
62268,6,77,12,2016,3,22,42,0,10,1,1,,,1,1.0,
62269,6,107,7,2016,6,9,14,0,1,1,0,,,4,,
62270,6,107,11,2016,7,99,42,0,1,1,1,,,1,,1.0
62271,6,37,7,2016,4,4,8,0,10,1,0,,,2,,1.0
62272,6,65,7,2016,7,14,12,0,1,1,1,,,10,1.0,1.0
62273,6,53,3,2016,7,4,8,0,1,1,0,,,2,,1.0
62274,6,65,2,2016,7,17,33,0,1,1,0,,,1,1.0,
62275,6,37,4,2016,5,4,33,0,1,1,0,,,1,1.0,
62276,6,59,3,2016,7,20,8,0,1,1,1,,,2,,1.0
62277,6,41,10,2016,3,0,31,0,1,3,0,,,3,,
62278,6,13,12,2016,2,3,14,0,1,1,0,,,1,,
62279,6,37,12,2016,6,3,24,0,10,1,1,,,2,1.0,
62281,6,73,12,2016,3,20,33,0,1,1,1,,,1,1.0,
62282,6,59,12,2016,3,22,12,0,1,1,1,,,2,1.0,
62283,6,59,7,2016,2,17,12,0,1,1,0,,,3,,1.0
62284,6,37,4,2016,5,12,33,0,1,1,0,,,1,1.0,1.0
62285,6,37,4,2016,7,19,8,0,1,1,0,,,2,,
62286,6,37,5,2016,4,8,12,0,1,1,0,,,2,,1.0
62287,6,65,5,2016,4,11,12,0,1,1,0,,,5,1.0,2.0
62288,6,61,12,2016,5,13,12,0,2,2,0,,,3,1.0,
62289,6,13,12,2016,6,9,25,0,1,2,0,,,2,,
62290,6,73,10,2016,1,3,8,0,1,1,0,,,2,,1.0
62291,6,73,12,2016,3,99,59,0,1,1,0,,,1,,
62292,6,111,9,2016,6,23,12,0,1,1,0,,,2,,
62293,6,99,6,2016,6,12,14,0,1,1,0,,,1,,1.0
62294,6,99,11,2016,4,5,12,0,5,1,0,,,2,,1.0
62295,6,37,10,2016,3,7,12,0,1,1,0,,,5,,1.0
62296,6,53,11,2016,7,5,52,1,1,2,1,,,2,,
62297,6,37,6,2016,2,21,12,0,1,1,1,,,2,,
62298,6,65,6,2016,3,15,12,0,1,1,1,,,4,,
62299,6,19,12,2016,6,5,33,0,6,1,0,,,2,,
62300,6,19,12,2016,1,20,12,0,10,1,1,,,4,,2.0
62301,6,87,10,2016,4,18,12,0,1,1,1,,,2,,1.0
62302,6,37,11,2016,5,20,12,0,10,1,0,,,2,1.0,
62303,6,107,12,2016,6,20,12,0,2,1,0,,,3,,
62304,6,37,9,2016,7,5,12,0,1,1,2,,,4,,
62305,6,37,3,2016,7,4,33,0,10,1,0,,,2,,1.0
62306,6,83,9,2016,4,7,12,0,1,1,0,,,3,1.0,
62307,6,37,5,2016,4,20,8,0,1,1,0,,,3,,
62308,6,37,5,2016,4,21,8,0,1,1,0,,,2,,
62309,6,37,4,2016,6,2,33,0,1,1,1,,,2,1.0,1.0
62310,6,73,6,2016,5,9,12,0,1,1,0,,,2,1.0,
62311,6,37,6,2016,4,20,12,0,1,1,1,,,3,,1.0
62312,6,37,7,2016,3,2,33,0,1,1,0,,,1,,
62313,6,29,12,2016,1,13,12,0,1,1,0,,,4,,2.0
62314,6,37,12,2016,5,19,12,0,2,1,0,,,4,,1.0
62315,6,25,12,2016,4,18,12,0,2,1,0,,,6,,
62316,6,111,7,2016,3,0,12,0,1,1,0,,,4,1.0,
62317,6,41,6,2016,5,13,8,0,1,1,0,,,2,,
62318,6,1,1,2016,3,13,38,0,1,1,0,,,1,1.0,
62319,6,13,1,2016,5,14,8,0,1,1,0,,,2,,
62320,6,67,4,2016,1,21,8,0,1,1,0,,,2,,
62321,6,37,8,2016,4,10,1,0,1,1,0,,,1,1.0,
62322,6,13,9,2016,6,18,14,0,1,1,0,,,5,,
62323,6,67,11,2016,7,17,9,0,2,1,0,,,2,,
62324,6,77,12,2016,5,19,9,0,10,3,0,,,4,,1.0
62325,6,85,9,2016,4,13,38,0,1,1,0,,,1,,1.0
62326,6,37,5,2016,6,20,24,0,1,1,1,,,2,1.0,1.0
62327,6,13,1,2016,1,20,12,0,10,2,0,,,7,1.0,
62328,6,81,4,2016,2,1,8,0,1,1,0,,,2,,1.0
62329,6,77,6,2016,7,17,9,0,1,1,1,,,3,,1.0
62330,6,65,10,2016,5,5,43,1,1,1,0,,,4,,
62331,6,21,10,2016,4,13,12,0,1,3,0,,,4,,
62332,6,111,9,2016,1,19,11,0,1,1,0,,,1,,
62333,6,109,10,2016,6,19,12,0,2,1,1,,,2,,1.0
62334,6,55,10,2016,7,14,35,0,2,1,0,,,2,,1.0
62335,6,37,7,2016,7,0,12,0,1,1,1,,,8,1.0,
62336,6,37,12,2016,7,1,33,0,1,1,0,,,1,,
62337,6,65,11,2016,5,4,12,0,6,1,0,,,3,1.0,1.0
62338,6,1,11,2016,3,2,8,0,1,1,0,,,2,,1.0
62339,6,47,12,2016,6,16,12,0,2,1,0,,,3,1.0,1.0
62340,6,73,10,2016,1,21,8,0,1,1,0,,,2,,1.0
62341,6,67,11,2016,7,22,12,0,1,1,0,,,5,1.0,2.0
62342,6,67,9,2016,1,21,33,0,1,1,1,,,4,1.0,1.0
62343,6,55,11,2016,5,19,12,0,1,1,1,,,2,1.0,
62344,6,65,11,2016,5,17,8,0,1,1,0,,,3,,
62345,6,39,12,2016,7,2,1,0,10,1,1,,,1,,
62346,6,71,12,2016,6,6,52,0,10,1,0,,,1,,
62347,6,95,1,2016,2,18,8,0,1,1,0,,,3,,1.0
62348,6,73,2,2016,7,19,12,0,1,1,0,,,2,,
62349,6,37,3,2016,6,21,12,0,1,1,0,,,5,1.0,
62350,6,71,11,2016,5,3,42,0,1,1,1,,,1,1.0,
62351,6,107,12,2016,5,17,12,0,1,1,0,,,3,,
62352,6,85,11,2016,3,0,32,0,1,1,1,,,1,1.0,
62353,6,13,11,2016,7,23,12,0,2,1,0,,,2,1.0,1.0
62354,6,71,11,2016,6,12,12,0,1,1,0,,,7,1.0,
62355,6,71,11,2016,7,6,12,0,1,1,0,,,3,1.0,
62356,6,37,3,2016,3,2,8,0,1,1,0,,,2,,1.0
62357,6,59,3,2016,5,5,8,0,1,1,0,,,3,,
62358,6,13,2,2016,5,7,12,0,1,1,0,,,2,,
62359,6,59,4,2016,7,14,12,0,1,1,1,,,2,1.0,
62360,6,37,4,2016,4,11,33,0,1,1,0,,,1,,1.0
62361,6,77,6,2016,4,17,42,0,1,1,0,,,1,1.0,
62362,6,37,9,2016,6,22,12,0,1,1,1,,,4,1.0,
62363,6,73,12,2016,1,20,12,0,1,1,0,,,2,1.0,
62364,6,73,12,2016,6,17,12,0,10,1,0,,,5,,1.0
62365,6,85,4,2016,2,14,12,0,1,1,0,,,3,,
62366,6,71,4,2016,6,2,12,0,1,1,2,,,2,1.0,1.0
62367,6,37,4,2016,4,18,12,0,1,1,0,,,2,,
62368,6,19,10,2016,1,22,9,0,1,1,0,,,2,,
62369,6,13,6,2016,7,0,42,0,1,1,0,,,4,1.0,
62370,6,37,10,2016,4,10,39,0,1,1,0,,,1,,
62371,6,93,12,2016,7,18,12,0,1,1,1,,,3,,
62372,6,73,11,2016,1,10,12,0,1,1,0,,,3,1.0,
62373,6,81,6,2016,1,15,33,0,1,1,0,,,4,1.0,
62374,6,37,5,2016,7,15,8,0,1,1,0,,,2,,
62375,6,51,8,2016,5,20,8,0,1,1,0,,,2,,
62376,6,37,5,2016,6,21,8,0,10,1,0,,,3,,
62377,6,37,3,2016,5,15,12,0,1,1,1,,,3,1.0,
62378,6,59,6,2016,4,12,33,0,1,1,0,,,1,,
62379,6,73,6,2016,1,0,46,0,1,1,0,,,2,1.0,1.0
62380,6,47,12,2016,6,17,12,0,1,1,0,,,3,,
62381,6,37,4,2016,1,2,25,0,10,1,2,,,3,,
62382,6,37,6,2016,2,1,35,0,1,1,1,,,1,1.0,
62383,6,59,12,2016,1,21,35,0,1,1,0,,,3,,
62384,6,71,11,2016,3,12,1,0,1,1,0,,,3,,1.0
62385,6,99,6,2016,7,18,9,0,1,1,0,,,2,,
62386,6,65,4,2016,4,6,12,0,1,1,1,,,2,,
62387,6,37,3,2016,4,9,12,0,1,1,1,,,4,,
62388,6,59,7,2016,6,7,33,0,1,1,0,,,2,1.0,
62389,6,59,10,2016,2,4,25,0,1,1,0,,,2,,
62390,6,65,8,2016,6,6,58,0,10,1,0,,,1,1.0,
62391,6,73,10,2016,2,7,8,0,10,1,0,,,2,1.0,
62392,6,109,10,2016,6,16,1,0,1,3,0,,,6,,1.0
62393,6,29,12,2016,2,99,38,0,1,1,0,,,1,,
62394,6,73,11,2016,6,22,12,0,5,1,1,,,2,,
62395,6,109,11,2016,1,7,1,0,1,1,0,,,1,,1.0
62396,6,73,12,2016,7,23,8,0,10,1,1,,,3,,
62397,6,13,11,2016,6,6,12,0,1,1,0,,,2,,
62398,6,81,11,2016,2,1,8,0,1,1,0,,,5,,
62399,6,95,12,2016,4,19,35,0,10,1,0,,,1,1.0,
62400,6,59,11,2016,1,20,12,0,1,1,1,,,2,,
62401,6,77,11,2016,7,17,42,0,2,2,0,,,2,,
62402,6,39,6,2016,1,2,14,0,1,1,1,,,1,1.0,1.0
62403,6,37,9,2016,1,23,15,0,1,1,0,,,2,1.0,1.0
62404,6,85,12,2016,4,15,12,0,1,1,0,,,2,1.0,
62405,6,61,9,2016,6,14,24,0,1,1,0,,,2,,
62406,6,17,12,2016,4,0,17,0,1,1,0,,,4,1.0,
62407,6,13,6,2016,2,10,8,0,1,1,0,,,2,,
62408,6,85,10,2016,7,1,8,0,1,1,0,,,2,,1.0
62409,6,37,6,2016,3,4,8,0,1,1,0,,,2,,1.0
62410,6,59,7,2016,7,23,8,0,1,1,0,,,2,,
62411,6,37,6,2016,4,18,20,0,1,1,0,,,1,1.0,
62412,6,7,6,2016,4,20,9,0,1,1,1,,,2,,1.0
62413,6,37,7,2016,1,4,12,0,1,1,1,,,2,1.0,2.0
62414,6,67,7,2016,3,15,9,0,98,1,0,,,2,,
62415,6,77,7,2016,3,12,9,0,1,1,0,,,2,,
62416,6,73,7,2016,4,0,8,0,1,1,0,,,2,,
62417,6,1,7,2016,6,4,43,0,1,1,1,,,1,,
62418,6,73,7,2016,6,23,33,0,1,1,1,,,2,,
62419,6,37,7,2016,2,15,30,0,1,1,0,,,2,,
62420,6,37,7,2016,3,14,8,0,1,1,0,,,2,,
62421,6,37,7,2016,2,20,8,0,1,1,0,,,2,,
62422,6,85,7,2016,7,7,8,0,1,1,0,,,2,,
62423,6,65,7,2016,7,1,14,0,1,1,1,,,1,,
62424,6,13,7,2016,3,99,8,0,1,1,0,,,2,,1.0
62425,6,53,10,2016,3,21,8,0,1,1,0,,,3,2.0,1.0
62426,6,53,12,2016,6,15,12,0,1,1,0,,,2,,
62427,6,85,8,2016,6,5,33,0,1,1,0,,,1,,
62428,6,65,4,2016,6,20,8,0,6,1,0,,,3,,1.0
62429,6,65,7,2016,5,16,33,0,1,1,0,,,1,,
62430,6,67,7,2016,1,14,33,0,1,1,0,,,1,1.0,
62431,6,81,6,2016,3,15,14,0,1,1,0,,,1,1.0,1.0
62432,6,37,6,2016,2,20,8,0,1,1,1,,,3,,1.0
62433,6,37,7,2016,6,0,5,0,1,1,0,,,3,,
62434,6,59,8,2016,1,10,39,0,1,1,0,,,1,1.0,
62435,6,65,7,2016,4,13,12,0,1,1,0,,,4,,1.0
62436,6,59,8,2016,1,7,12,0,1,1,0,,,4,1.0,
62437,6,73,12,2016,7,3,8,0,2,1,0,,,2,,
62438,6,71,12,2016,6,6,1,0,10,1,0,,,1,,
62439,6,65,7,2016,6,10,33,0,1,1,1,,,1,,1.0
62440,6,37,8,2016,5,7,8,0,1,1,0,,,2,,1.0
62441,6,1,6,2016,4,18,12,0,1,1,0,,,5,1.0,
62442,6,29,6,2016,3,1,8,0,1,1,0,,,2,,
62443,6,59,8,2016,4,0,8,0,1,1,0,,,2,,1.0
62444,6,19,8,2016,5,8,8,0,1,1,0,,,2,,
62445,6,37,7,2016,4,15,38,0,1,1,0,,,1,,1.0
62446,6,35,12,2016,1,2,12,0,1,4,1,,,5,,
62447,6,37,11,2016,3,0,1,0,1,1,0,,,2,,
62448,6,99,11,2016,5,4,8,0,1,1,0,,,2,,
62449,6,99,12,2016,5,20,8,0,10,1,0,,,2,,
62450,6,71,11,2016,1,1,12,0,10,1,1,,,2,1.0,1.0
62451,6,37,11,2016,4,22,8,0,1,1,0,,,3,,2.0
62452,6,1,9,2016,1,2,12,0,1,1,1,,,2,,1.0
62453,6,45,9,2016,6,13,9,0,1,1,0,,,2,,
62454,6,1,10,2016,4,0,9,0,1,1,0,,,2,,1.0
62455,6,37,10,2016,5,13,12,0,1,1,0,,,4,1.0,3.0
62456,6,71,12,2016,4,11,12,0,10,1,0,,,6,,
62457,6,19,7,2016,1,19,12,0,1,1,0,,,3,,
62458,6,37,9,2016,6,20,8,0,1,1,0,,,2,,
62459,6,73,11,2016,4,10,12,0,1,1,0,,,3,2.0,
62460,6,87,9,2016,5,0,38,0,1,1,1,,,1,,1.0
62461,6,87,9,2016,2,6,1,0,1,1,0,,,2,1.0,
62462,6,65,12,2016,7,20,8,0,1,1,0,,,2,,
62463,6,37,7,2016,7,0,8,0,1,1,0,,,2,,
62464,6,37,8,2016,5,22,8,0,1,1,0,,,3,,1.0
62465,6,73,6,2016,5,16,12,0,1,2,0,,,5,1.0,
62466,6,77,7,2016,6,23,12,0,1,1,0,,,3,1.0,1.0
62467,6,37,8,2016,4,6,12,0,1,1,0,,,2,,1.0
62468,6,59,8,2016,6,19,8,0,1,1,0,,,2,,
62469,6,37,6,2016,5,21,9,0,1,1,0,,,6,,
62470,6,37,6,2016,5,18,12,0,10,1,1,,,2,,
62471,6,65,7,2016,6,13,12,0,1,1,1,,,2,2.0,1.0
62472,6,65,6,2016,7,23,12,0,1,1,0,,,3,1.0,
62473,6,73,8,2016,7,4,8,0,1,1,0,,,2,,
62474,6,113,8,2016,5,18,8,0,1,1,0,,,2,,
62475,6,13,8,2016,3,9,33,0,1,1,0,,,2,,
62476,6,67,8,2016,4,21,8,0,1,1,0,,,2,,1.0
62477,6,37,5,2016,3,21,8,0,1,1,0,,,2,,
62479,6,67,5,2016,1,2,12,0,1,1,0,,,3,1.0,2.0
62480,6,59,4,2016,7,14,12,0,10,1,0,,,2,,
62481,6,65,12,2016,7,6,8,0,10,1,0,,,2,,1.0
62482,6,65,7,2016,1,20,9,0,1,1,0,,,2,,1.0
62483,6,65,8,2016,6,0,33,0,1,1,1,,,1,,
62484,6,5,7,2016,2,8,12,0,1,1,0,,,2,,
62485,6,37,9,2016,2,6,33,0,1,1,1,,,1,,1.0
62486,6,37,7,2016,1,22,12,0,1,1,0,,,4,1.0,1.0
62487,6,87,9,2016,4,19,8,0,1,1,0,,,5,,1.0
62488,6,85,8,2016,2,9,9,0,1,1,0,,,2,,
62489,6,59,4,2016,7,19,8,0,10,1,1,,,2,,1.0
62490,6,67,7,2016,1,17,12,0,1,3,2,,,4,1.0,
62491,6,37,3,2016,4,6,12,0,1,2,0,,,5,1.0,1.0
62492,6,37,7,2016,6,20,12,0,1,1,1,,,3,1.0,2.0
62493,6,37,7,2016,2,17,12,0,1,1,0,,,2,,
62494,6,37,9,2016,6,22,8,0,1,1,0,,,2,,
62495,6,37,7,2016,5,7,8,0,1,1,0,,,3,,
62496,6,13,7,2016,4,14,12,0,1,1,0,,,8,1.0,
62497,6,37,7,2016,4,17,12,0,1,1,0,,,9,,2.0
62498,6,67,8,2016,3,16,12,0,1,1,0,,,2,,
62499,6,73,7,2016,2,0,12,0,1,1,1,,,6,2.0,1.0
62500,6,37,7,2016,1,17,12,0,1,1,0,,,3,1.0,
62501,6,67,7,2016,6,17,12,0,1,1,1,,,9,1.0,1.0
62502,6,71,9,2016,7,5,8,0,1,1,0,,,2,,
62503,6,37,7,2016,4,20,33,0,1,1,0,,,10,1.0,1.0
62504,6,37,7,2016,1,17,38,0,1,1,1,,,5,1.0,1.0
62505,6,37,9,2016,5,22,9,0,1,1,0,,,2,,1.0
62506,6,37,9,2016,5,21,8,0,1,1,0,,,2,,1.0
62507,6,23,9,2016,1,19,8,0,1,1,1,,,4,,
62508,6,37,9,2016,5,9,9,0,1,1,0,,,2,,
62509,6,67,6,2016,5,18,12,0,1,1,0,,,2,1.0,1.0
62510,6,17,8,2016,7,23,30,0,1,1,1,,,1,1.0,
62511,6,59,10,2016,7,4,24,0,1,1,1,,,2,,
62512,6,37,7,2016,1,19,12,0,1,1,0,,,2,,2.0
62513,6,83,8,2016,7,13,33,0,1,1,0,,,1,1.0,
62514,6,81,9,2016,5,20,8,0,1,1,0,,,2,,
62515,6,37,9,2016,7,18,8,0,1,1,0,,,2,,1.0
62516,6,71,8,2016,2,20,8,0,1,1,0,,,2,,
62517,6,85,8,2016,3,15,8,0,1,1,0,,,2,,
62518,6,1,10,2016,7,0,43,0,1,1,1,,,1,1.0,
62519,6,73,9,2016,1,22,8,0,1,1,0,,,4,,3.0
62520,6,37,8,2016,4,18,8,0,1,1,0,,,2,,
62521,6,85,8,2016,6,20,8,0,1,1,0,,,2,,1.0
62522,6,37,8,2016,1,0,12,0,1,1,0,,,2,1.0,1.0
62523,6,59,10,2016,1,5,39,0,10,1,1,,,1,1.0,
62524,6,73,9,2016,3,21,8,0,1,1,0,,,2,,1.0
62525,6,37,8,2016,6,20,8,0,1,1,0,,,2,,
62526,6,37,9,2016,3,21,9,0,10,1,0,,,2,,
62527,6,13,9,2016,3,19,42,0,1,1,1,,,1,1.0,1.0
62528,6,85,9,2016,1,9,46,0,1,1,0,,,3,1.0,
62529,6,37,9,2016,4,5,8,0,1,1,0,,,2,,1.0
62530,6,37,9,2016,1,1,1,0,1,1,1,,,1,1.0,
62531,6,73,9,2016,6,21,8,0,1,1,0,,,2,,
62532,6,71,10,2016,7,23,33,0,1,2,1,,,2,,1.0
62533,6,77,9,2016,5,11,12,0,1,1,0,,,9,,
62534,6,73,8,2016,6,20,8,0,1,1,0,,,2,,
62535,6,37,9,2016,3,22,8,0,1,1,1,,,2,,
62536,6,37,9,2016,4,6,8,0,1,1,1,,,2,,
62537,6,37,9,2016,5,19,8,0,1,1,0,,,5,,
62538,6,85,7,2016,3,16,12,0,1,1,0,,,2,,
62539,6,37,8,2016,3,19,12,0,1,1,0,,,3,1.0,1.0
62540,6,37,8,2016,7,11,12,0,1,1,1,,,3,,
62541,6,73,8,2016,6,20,12,0,1,1,0,,,2,1.0,1.0
62542,6,77,7,2016,7,21,12,0,1,1,1,,,9,,
62543,6,37,8,2016,6,15,12,0,1,2,0,,,8,,
62544,6,97,7,2016,5,15,14,0,1,1,0,,,4,1.0,
62545,6,37,10,2016,1,6,8,0,1,1,0,,,2,,
62546,6,37,10,2016,2,10,33,0,1,1,1,,,1,1.0,
62547,6,87,4,2016,3,14,42,0,1,1,0,,,1,,1.0
62548,6,19,12,2016,2,10,12,0,1,1,0,,,7,,1.0
62549,6,37,12,2016,7,5,8,0,1,1,0,,,4,,1.0
62550,6,97,11,2016,2,16,1,0,1,1,0,,,1,,
62551,6,37,11,2016,2,18,54,0,1,1,0,,,3,,
62552,6,111,11,2016,3,15,12,0,1,1,0,,,4,,
62553,6,67,12,2016,2,6,8,0,1,1,0,,,2,,1.0
62554,6,107,12,2016,7,18,8,0,1,1,0,,,2,,1.0
62555,6,71,10,2016,7,22,24,0,1,1,1,,,6,,
62556,6,65,11,2016,1,10,1,0,1,1,0,,,2,1.0,
62557,6,73,10,2016,4,19,8,0,1,1,0,,,3,,
62558,6,37,7,2016,2,4,12,0,1,2,2,,,3,1.0,
62559,6,13,8,2016,3,9,12,0,1,1,0,,,2,1.0,1.0
62560,6,77,8,2016,5,20,12,0,1,1,0,,,3,1.0,1.0
62561,6,37,7,2016,4,21,33,0,1,1,1,,,2,1.0,
62562,6,59,7,2016,7,14,12,0,1,1,2,,,2,,1.0
62563,6,73,8,2016,6,15,12,0,1,1,0,,,3,,
62564,6,37,7,2016,7,18,12,0,1,1,0,,,2,,
62565,6,71,7,2016,7,6,12,0,1,1,1,,,4,,
62566,6,65,3,2016,7,6,8,0,1,1,0,,,2,,
62567,6,37,8,2016,4,4,12,0,1,1,0,,,2,1.0,1.0
62568,6,77,8,2016,7,14,12,0,1,1,0,,,3,1.0,
62569,6,65,7,2016,6,5,8,0,1,1,0,,,2,,1.0
62570,6,73,8,2016,2,7,12,0,1,1,0,,,3,,1.0
62571,6,37,9,2016,2,1,1,0,1,1,0,,,1,1.0,
62572,6,75,8,2016,4,14,12,0,1,1,0,,,2,,1.0
62573,6,73,8,2016,1,0,12,0,1,1,1,,,4,1.0,
62574,6,37,8,2016,4,12,12,0,1,1,0,,,3,1.0,
62575,6,59,8,2016,7,22,8,0,1,3,1,,,5,1.0,1.0
62576,6,37,9,2016,6,19,8,0,1,1,0,,,2,,1.0
62577,6,37,9,2016,6,11,33,0,1,1,0,,,2,1.0,1.0
62578,6,65,9,2016,2,19,8,0,1,1,0,,,2,,
62579,6,1,7,2016,1,3,12,0,1,1,0,,,2,1.0,1.0
62580,6,1,8,2016,7,23,12,0,1,1,1,,,12,1.0,2.0
62581,6,59,9,2016,6,22,9,0,10,1,0,,,2,,
62582,6,59,8,2016,7,2,8,0,1,1,0,,,3,,
62583,6,37,9,2016,4,5,58,0,1,1,0,,,2,,
62584,6,37,7,2016,7,20,12,0,1,2,1,,,4,,
62585,6,37,8,2016,2,15,8,0,1,1,0,,,2,,
62586,6,85,7,2016,7,19,12,0,1,1,1,,,2,1.0,
62587,6,99,7,2016,7,20,8,0,1,1,0,,,2,,
62588,6,73,10,2016,7,1,8,0,1,1,0,,,2,,
62589,6,67,8,2016,7,20,12,0,1,1,1,,,3,,
62590,6,59,9,2016,5,11,12,0,1,1,0,,,2,,
62591,6,65,8,2016,3,0,9,0,1,1,0,,,2,,
62592,6,59,7,2016,6,21,12,0,1,1,0,,,2,,
62593,6,67,8,2016,5,20,46,0,1,1,1,,,1,,
62594,6,37,9,2016,3,3,15,0,1,1,0,,,2,,1.0
62595,6,81,9,2016,1,23,8,0,1,1,0,,,2,,
62596,6,37,9,2016,5,4,38,0,1,1,0,,,1,1.0,
62597,6,87,12,2016,1,20,9,0,10,1,1,,,2,,1.0
62598,6,87,12,2016,4,4,12,0,1,1,1,,,2,,
62599,6,37,8,2016,5,3,12,0,1,2,0,,,4,,1.0
62600,6,77,8,2016,7,22,12,0,1,1,0,,,2,,1.0
62601,6,67,9,2016,5,22,12,0,1,1,0,,,2,,1.0
62602,6,65,9,2016,3,2,9,0,1,1,0,,,3,,1.0
62603,6,13,9,2016,3,5,9,0,1,1,0,,,2,1.0,
62604,6,73,9,2016,3,13,44,0,10,1,0,,,1,1.0,
62605,6,77,9,2016,3,7,12,0,1,1,0,,,3,1.0,
62606,6,37,9,2016,5,8,12,0,1,1,0,,,2,,
62607,6,65,9,2016,7,7,8,0,1,2,0,,,6,1.0,
62608,6,71,9,2016,7,21,14,0,1,1,1,,,1,1.0,
62609,6,67,9,2016,5,5,12,0,1,1,1,,,3,,
62610,6,73,9,2016,6,6,12,0,1,2,0,,,2,,
62611,6,59,9,2016,1,14,12,0,1,1,0,,,3,1.0,
62612,6,77,9,2016,5,14,12,0,1,1,0,,,2,,
62613,6,73,10,2016,7,0,42,0,1,1,2,,,7,1.0,
62614,6,37,10,2016,5,13,12,0,1,1,0,,,3,,
62615,6,95,9,2016,4,7,8,0,1,1,0,,,2,,
62616,6,59,9,2016,6,23,12,0,1,1,1,,,4,,1.0
62617,6,73,9,2016,3,12,15,0,1,1,0,,,2,,
62618,6,99,9,2016,4,5,8,0,1,1,0,,,3,,
62619,6,25,11,2016,3,5,12,0,1,1,0,,,2,,
62620,6,5,10,2016,7,10,12,0,1,1,0,,,2,,
62621,6,71,11,2016,5,22,30,0,1,1,0,,,4,1.0,
